N	2gram	Vygotskiy_	Russkaja
1	не может	30	22
2	и не	24	19
3	в этом	21	17
4	в том	55	17
5	и в	55	14
6	то что	47	13
7	таким образом	38	11
8	то же	17	11
9	точки зрения	32	11
10	но и	12	10
11	же время	2	10
12	в то	8	10
13	не только	25	9
14	с точки	12	9
15	том что	30	9
16	во всяком	9	9
17	может быть	35	9
18	церкви и	1	9
19	в себе	6	9
20	прежде всего	5	8
21	русской интеллигенции	2	8
22	того чтобы	13	8
23	как на	6	8
24	не будет	4	7
25	самом деле	19	7
26	стремление к	1	7
27	к тому	8	7
28	о том	11	7
29	в данном	1	7
30	и если	4	7
31	мы должны	4	7
32	и с	5	7
33	отнюдь не	11	7
34	и к	5	6
35	для всех	5	6
36	если в	2	6
37	и при	3	6
38	для него	1	6
39	признать что	1	6
40	все это	11	6
41	на самом	6	6
42	в своих	12	6
43	если бы	10	6
44	и для	9	6
45	в россии	1	6
46	с тем	11	6
47	что он	17	6
48	для того	12	6
49	к которой	1	6
50	в своем	3	6
51	всяком случае	7	6
52	а потому	5	5
53	до сих	8	5
54	и на	6	5
55	из которых	5	5
56	только в	18	5
57	по существу	6	5
58	в своей	6	5
59	жизни в	1	5
60	себя и	3	5
61	между собой	1	5
62	во всех	4	5
63	сих пор	8	5
64	и только	5	5
65	вопрос о	3	5
66	хотя бы	4	5
67	потому что	27	5
68	в нем	5	5
69	между тем	6	5
70	он не	8	5
71	а между	1	5
72	конечно не	2	5
73	а в	10	5
74	при этом	28	5
75	было бы	14	5
76	на то	17	5
77	он должен	1	5
78	никогда не	13	5
79	что в	39	4
80	во всем	5	4
81	бы то	3	4
82	и то	4	4
83	все что	4	4
84	когда они	2	4
85	так как	28	4
86	смотреть на	1	4
87	к этой	2	4
88	тогда когда	7	4
89	в его	8	4
90	тому чтобы	3	4
91	не могут	6	4
92	его в	3	4
93	более или	3	4
94	отказаться от	4	4
95	не в	19	4
96	в корне	1	4
97	вместе с	10	4
98	как и	25	4
99	в мире	1	4
100	все же	9	4
101	приводит к	3	4
102	в их	4	4
103	со стороны	5	4
104	себе и	2	4
105	ли это	3	4
106	или менее	3	4
107	том случае	3	4
108	которой он	2	4
109	то ни	2	4
110	можно было	4	4
111	что же	4	4
112	в совершенно	5	4
113	от того	6	4
114	идет речь	1	4
115	и т.д	1	4
116	как бы	11	4
117	в этой	5	4
118	жизни и	5	4
119	но не	5	4
120	точку зрения	3	4
121	в самом	18	3
122	то в	2	3
123	что они	7	3
124	что оно	4	3
125	собой и	1	3
126	и этот	3	3
