N	2gram	Bakhtin_Pr	PoTuStor
1	может быть	23	17
2	и в	83	16
3	и пр	1	12
4	таким образом	9	9
5	в этом	24	9
6	прежде всего	20	9
7	мы можем	9	9
8	совершенно не	4	8
9	точки зрения	17	8
10	и с	10	8
11	не может	18	8
12	и его	13	8
13	не только	14	7
14	сказать что	12	7
15	с его	4	7
16	и к	13	6
17	при этом	6	6
18	для него	1	6
19	я и	2	6
20	и это	3	6
21	конечно не	11	6
22	с точки	13	6
23	ни в	4	5
24	все эти	9	5
25	в чем	1	5
26	еще не	10	5
27	как бы	27	5
28	отношение к	14	5
29	нуждается в	1	5
30	в него	4	5
31	а потому	1	4
32	все что	1	4
33	для всех	2	4
34	и на	27	4
35	так как	12	4
36	все позволено	2	4
37	все это	11	4
38	в его	15	4
39	мысли и	2	4
40	так и	9	4
41	на самом	2	4
42	его в	4	4
43	и даже	5	4
44	и все	14	4
45	с ними	2	4
46	только в	10	4
47	и не	41	4
48	но мы	1	4
49	можно сказать	12	4
50	с самого	4	4
51	но и	16	4
52	хотя бы	6	4
53	и может	1	4
54	и их	6	4
55	самого начала	5	4
56	в этой	3	4
57	как мы	12	4
58	в нем	21	4
59	с ее	3	4
60	в один	3	4
61	и ее	8	4
62	и наконец	4	4
63	но в	12	4
64	и вот	1	3
65	если б	7	3
66	до сих	8	3
67	на язык	4	3
68	в основном	1	3
69	к себе	8	3
70	в том	22	3
71	те же	1	3
72	с другими	6	3
73	с их	3	3
74	на этой	2	3
75	между ними	14	3
76	их в	3	3
77	этом смысле	5	3
78	учение о	1	3
79	и как	1	3
80	что в	5	3
81	и она	2	3
82	том что	9	3
83	большинстве случаев	9	3
84	вместе с	5	3
85	на этом	4	3
86	в этих	8	3
87	мира и	3	3
88	и художественного	1	3
89	сравнению с	6	3
90	во всех	15	3
91	но оно	1	3
92	быть это	1	3
93	с сознанием	1	3
94	во всяком	2	3
95	и потому	6	3
96	реальности и	2	3
97	в основе	6	3
98	его ученики	1	3
99	и притом	2	3
100	по сравнению	6	3
101	по крайней	2	3
102	и теперь	1	3
103	как это	2	3
104	только на	3	3
105	в одном	4	3
106	даже не	1	3
107	а в	4	3
108	в большинстве	9	3
109	то что	14	3
110	и др	18	3
111	могут быть	5	3
112	и есть	1	3
113	сих пор	8	3
114	в общем	2	3
115	жизни и	13	3
116	в области	6	3
117	всяком случае	1	3
118	во время	1	3
119	крайней мере	2	3
120	в самом	7	2
121	в свое	4	2
122	сущность его	1	2
123	мы видим	2	2
124	рождение и	2	2
125	к другим	4	2
126	на протяжении	5	2
127	они не	5	2
128	почти не	2	2
129	мы не	7	2
130	с этой	1	2
131	что это	2	2
132	на этих	1	2
133	можно определить	1	2
134	нашего времени	1	2
135	ее в	4	2
136	в область	2	2
137	может иметь	1	2
138	и через	5	2
139	и этим	3	2
140	но как	2	2
141	что и	4	2
142	сознания и	1	2
143	у него	5	2
144	не на	1	2
145	не могут	4	2
146	со всеми	8	2
147	в душе	1	2
148	в них	4	2
149	а на	2	2
150	поэтому и	4	2
151	и других	12	2
152	все то	4	2
153	не знает	8	2
154	всех его	3	2
155	так называемый	1	2
156	что не	1	2
157	и действительно	3	2
158	здесь же	1	2
159	вообще не	1	2
160	между собою	2	2
161	в жизни	14	2
162	можно назвать	2	2
163	но ведь	3	2
164	как и	13	2
165	что он	6	2
166	есть в	7	2
167	же как	1	2
168	не есть	1	2
169	в своей	5	2
170	и так	4	2
171	в одно	1	2
172	связанные с	3	2
173	как с	1	2
174	по своему	6	2
175	себя и	3	2
176	находится на	2	2
177	войти в	3	2
178	знаем что	1	2
179	не менее	4	2
180	на границе	4	2
181	во сне	7	2
182	три основных	1	2
183	нем нет	3	2
184	и вообще	3	2
185	на них	2	2
186	с этим	3	2
187	при всей	3	2
188	всей их	2	2
189	к этому	5	2
190	все и	1	2
191	не существует	1	2
192	между собой	1	2
193	что мы	2	2
194	это последнее	2	2
195	мы уже	9	2
196	связанных с	2	2
197	да еще	2	2
198	все остальные	2	2
199	из этих	3	2
