N	2gram	Propp_Isto	TeoriaLi
1	в качестве	4	33
2	в мире	1	26
3	не только	28	24
4	и в	43	24
5	в частности	6	23
6	состоит в	4	22
7	может быть	22	22
8	при этом	4	20
9	в том	13	20
10	в тексте	1	19
11	тогда как	6	18
12	и не	16	17
13	а в	13	15
14	но и	24	14
15	а не	13	14
16	так и	6	14
17	в себе	2	14
18	представляет собой	6	13
19	такого рода	1	13
20	но не	10	13
21	в этом	25	12
22	сводится к	1	12
23	но в	15	12
24	в его	7	12
25	то же	11	12
26	своего рода	1	11
27	том что	12	11
28	точки зрения	3	11
29	и его	10	11
30	что в	29	10
31	по отношению	2	10
32	как это	5	10
33	отношению к	2	10
34	только в	8	9
35	в данном	7	9
36	с другой	10	9
37	не в	9	9
38	в то	2	9
39	в своей	4	8
40	как бы	5	8
41	по своей	1	8
42	не может	8	8
43	в самом	1	7
44	не столько	1	7
45	на смену	7	7
46	особого рода	3	7
47	в своем	2	7
48	себя в	2	7
49	мы имеем	24	7
50	а также	5	7
51	во второй	2	7
52	отношение к	4	7
53	однако в	1	7
54	в области	1	7
55	в нем	11	7
56	другой стороны	10	6
57	как и	9	6
58	не менее	6	6
59	приводит к	1	6
60	еще не	15	6
61	то что	20	6
62	со стороны	3	6
63	уже не	11	6
64	с его	1	6
65	в ее	1	6
66	с другими	1	6
67	или иначе	1	6
68	между ними	1	6
69	героя и	1	6
70	в русской	5	6
71	художественного творчества	1	5
72	ни в	2	5
73	в виду	2	5
74	так или	1	5
75	как в	6	5
76	можно сказать	3	5
77	как правило	3	5
78	за пределами	1	5
79	как к	2	5
80	данном случае	6	5
81	а и	1	5
82	того что	8	5
83	в себя	3	5
84	между тем	2	5
85	он не	11	5
86	и тем	2	5
87	в пределах	5	5
88	и о	2	5
89	могут быть	9	5
90	не случайно	2	5
91	не на	2	4
92	не следует	2	4
93	и сам	1	4
94	в этих	18	4
95	что он	17	4
96	совпадает с	1	4
97	входит в	1	4
98	в другом	11	4
99	говорить о	1	4
100	сказать что	5	4
101	к тому	9	4
102	этого слова	3	4
103	никогда не	9	4
104	это не	10	4
105	хотя и	4	4
106	слова в	1	4
107	его в	7	4
108	но он	8	4
109	не знает	2	4
110	или даже	1	4
111	так в	8	4
112	по своему	1	4
113	со своей	2	4
114	речи и	1	4
115	в свою	5	4
116	и что	6	4
117	в форме	1	4
118	далеко не	3	4
119	в силу	2	4
120	с ее	2	4
121	в целом	4	4
122	и ее	3	4
123	и к	4	3
124	в таком	1	3
125	в момент	1	3
126	с этой	3	3
127	даже в	4	3
128	была бы	1	3
129	говорит и	2	3
130	о чем	1	3
131	только не	2	3
132	подобно тому	3	3
133	если бы	7	3
134	все эти	8	3
135	а именно	8	3
136	именно в	1	3
137	например в	3	3
138	в жизни	3	3
139	в порядке	1	3
140	к его	1	3
141	в соответствии	1	3
142	их в	6	3
143	никто не	2	3
144	роль в	2	3
145	в иной	2	3
