N	3gram	Propp_Isto	VLabPisa
1	и т д	25	16
2	и т п	1	9
3	не может быть	5	8
4	с другой стороны	17	8
5	по отношению к	3	7
6	более или менее	3	6
7	в том что	7	5
8	в зависимости от	3	5
9	вместе с тем	6	4
10	можно сказать что	1	4
11	в связи с	1	4
12	к тому что	1	4
13	мы видели что	4	3
14	и др в	1	3
15	о том как	3	3
16	для того чтобы	1	3
17	о том что	9	3
18	одной стороны и	1	2
19	на эти вопросы	1	2
20	ни один из	1	2
21	во всяком случае	3	2
22	в том чтобы	2	2
23	этой точки зрения	3	2
24	в этом и	2	2
25	мы знаем что	1	2
26	до сих пор	4	2
27	что все эти	1	2
28	не только в	9	2
29	во всех этих	6	2
30	т е в	2	2
31	они должны быть	1	2
32	по этому вопросу	1	2
33	только в том	1	2
34	только то что	1	2
35	в другом месте	2	2
36	с одной стороны	11	2
37	можно было бы	3	2
38	после того как	4	2
39	и не может	1	2
40	так же как	4	1
41	ответить на эти	1	1
42	что он не	1	1
43	при помощи которых	1	1
44	на вопрос что	1	1
45	из этих способностей	1	1
46	представлений в которых	1	1
47	но вместе с	2	1
48	мы видим что	4	1
49	на то что	1	1
50	и может быть	1	1
51	и он же	1	1
52	но и в	4	1
53	эти примеры показывают	1	1
54	в этом же	1	1
55	приводят нас к	1	1
56	речь может идти	2	1
57	но и у	1	1
58	не в этом	1	1
59	один из них	1	1
60	это одна из	1	1
61	таким образом сама	1	1
62	другой стороны он	2	1
63	то время как	4	1
64	в которой он	1	1
65	в этом случае	4	1
66	образом связана с	1	1
67	ту или иную	1	1
68	дело не в	3	1
69	с этой точки	3	1
70	то что в	4	1
71	в самом деле	1	1
72	и тем более	1	1
73	не отличается от	1	1
74	не значит что	1	1
75	материалов показывает что	1	1
76	у него в	1	1
77	в то время	4	1
78	это происходит в	2	1
79	чтобы ответить на	1	1
80	на этот вопрос	3	1
81	говорит о том	1	1
82	как это происходит	2	1
83	все же не	1	1
84	так или иначе	2	1
85	со всех сторон	1	1
86	хотя и не	1	1
87	сами по себе	1	1
88	кроме того что	1	1
89	идти только о	2	1
90	материалы показывают что	2	1
91	т д что	1	1
92	состоял в том	1	1
93	ответ на этот	1	1
94	т д наконец	1	1
95	в прямом смысле	1	1
96	об этом же	1	1
97	и вместе с	3	1
98	между этими двумя	1	1
99	в данном случае	7	1
100	но даже в	1	1
101	что они не	1	1
102	а в том	2	1
103	если он не	1	1
104	что во всех	1	1
105	к тому же	1	1
106	может идти только	2	1
107	же как и	1	1
108	как если бы	1	1
109	одна из форм	1	1
110	то же самое	1	1
111	сама по себе	1	1
112	следует отметить что	1	1
113	по его мнению	1	1
114	но все же	3	1
115	лицом к лицу	1	1
116	одна из них	1	1
117	все это не	1	1
118	не только у	1	1
119	т д но	2	1
120	совершенно очевидно что	1	1
121	из этих этапов	1	1
122	от всех других	2	1
123	по существу в	1	1
124	мы не будем	2	1
125	вопрос о том	1	1
126	таким образом и	3	1
127	оно может быть	1	1
128	к этому же	1	1
129	невозможно речь может	1	1
130	имеем дело с	1	1
131	но с другой	1	1
132	лежит в основе	2	1
