N	4gram	Losev_Prob	Myshleni
1	заключается в том что	2	43
2	в то время как	2	20
3	одного и того же	2	17
4	так же как и	1	16
5	одной и той же	1	15
6	один и тот же	1	12
7	одно и то же	1	12
8	в том числе и	2	10
9	с одной стороны и	2	10
10	в том что в	1	8
11	не что иное как	5	6
12	одним и тем же	2	6
13	а с другой стороны	1	5
14	все больше и больше	1	5
15	общего к частному и	1	5
16	и тот же предмет	1	5
17	представление о том что	1	5
18	прежде чем перейти к	2	5
19	между тем и другим	1	4
20	о которых мы говорили	1	4
21	в самом деле если	1	4
22	указывает на то что	3	4
23	является то обстоятельство что	1	4
24	есть не что иное	5	4
25	несмотря на то что	1	4
26	то же самое время	4	3
27	как мы видели выше	1	3
28	в связи с этим	2	3
29	но для того чтобы	1	3
30	ни в какой мере	1	3
31	и тем же словом	1	3
32	мы имеем в виду	1	3
33	о которой мы говорили	1	3
34	не имеют ничего общего	4	3
35	мы должны сказать что	1	3
36	которых мы говорили выше	1	3
37	дело в том что	3	3
38	внимание на то что	2	3
39	в какой мере не	1	3
40	к тому или иному	1	3
41	в то же самое	4	3
42	не чем иным как	2	3
43	имеют ничего общего с	1	3
44	но тем не менее	1	2
45	мы можем говорить о	1	2
46	с нашей точки зрения	1	2
47	не только то что	1	2
48	ни при каких условиях	1	2
49	которой мы говорили выше	1	2
50	только на то что	1	2
51	о котором мы говорили	1	2
52	уже по одному тому	1	2
53	в том что всякое	1	2
54	как мы увидим ниже	2	2
55	и в другом случае	1	2
56	на самом же деле	1	2
57	мы уже видели что	1	2
58	той или иной мере	1	2
59	по одному тому что	1	2
60	в той или иной	1	2
61	связаны между собой и	1	2
62	и с точки зрения	1	2
63	тому или иному предмету	1	2
64	самом начале нашего исследования	1	2
65	в самом начале нашего	1	2
66	в том случае если	1	2
67	его к тому или	1	2
68	когда мы говорим что	2	2
69	о том что в	1	2
70	что они указывают на	1	2
71	с точки зрения самого	1	2
72	и не может быть	1	2
73	отличаются друг от друга	1	2
74	одного предмета на другой	1	2
75	даже если бы мы	1	2
76	именно в этом смысле	1	2
77	это значит что он	1	2
78	на то что в	1	2
79	дело заключается в том	1	2
80	то что мы в	1	1
81	в самом деле когда	1	1
82	ни в каком случае	6	1
83	между внешним и внутренним	1	1
84	в том и в	1	1
85	если мы хотим действительно	1	1
86	для того чтобы ее	1	1
87	необходимо иметь в виду	1	1
88	не только не есть	1	1
89	можно сказать что он	2	1
90	том и в другом	1	1
91	отнюдь не означает того	1	1
92	не выходит за пределы	1	1
93	во всяком случае не	1	1
94	то и другое имеет	1	1
95	и с другой стороны	1	1
96	можно было бы в	1	1
97	если оставить в стороне	1	1
98	привела бы нас к	1	1
99	и до наших дней	1	1
100	с точки зрения логики	1	1
101	не может не быть	1	1
102	что в настоящее время	1	1
103	с одного предмета на	1	1
104	не потому что оно	1	1
105	в области гуманитарных наук	1	1
106	и в самом деле	1	1
107	это не значит что	1	1
108	точки зрения логики и	1	1
109	как только мы пытаемся	1	1
110	между собой все это	1	1
111	или по крайней мере	4	1
112	самом же деле это	1	1
113	является одним из самых	1	1
114	в этом случае он	1	1
115	не имеющих ничего общего	2	1
116	и в связи с	1	1
117	вопрос о том что	1	1
118	том что в этом	1	1
119	химическая формула воды но	1	1
120	в этом случае наше	1	1
121	которой можно было бы	1	1
122	в этом отношении является	1	1
123	мыслью о том что	1	1
124	можно сказать что все	1	1
125	не только не мешает	2	1
126	и на этот раз	1	1
127	это возможно только в	1	1
128	прийти к выводу что	1	1
129	между внешней и внутренней	1	1
130	возможно только потому что	1	1
131	ничем не отличается от	1	1
132	один из них не	1	1
133	он несет на себе	1	1
134	стали обращать внимание на	1	1
135	по себе и в	2	1
136	уже содержит в себе	1	1
137	является в данном случае	1	1
138	не только ничего не	1	1
139	для этого она должна	1	1
140	но ведь это же	1	1
141	все дело в том	1	1
142	до сих пор мы	3	1
143	с одной стороны как	1	1
144	сам собой возникает вопрос	1	1
145	и в то же	1	1
146	для того чтобы они	1	1
147	не только потому что	1	1
148	он не может быть	1	1
149	она содержит в себе	1	1
150	которыми мы встречаемся в	1	1
151	это значит что мы	1	1
152	критические замечания по поводу	1	1
153	не говоря уже о	5	1
154	и частного к общему	1	1
155	говорить о том что	1	1
156	сама по себе она	1	1
157	одной стороны и с	1	1
158	тем самым мы коснулись	1	1
159	и во многих других	1	1
160	а следовательно нет и	1	1
161	мы до сих пор	1	1
162	ни один из них	1	1
163	в этом смысле и	2	1
164	как раз и является	2	1
165	только в связи с	1	1
166	между прочим в том	1	1
167	мы уже указывали выше	1	1
168	с которыми мы встречаемся	1	1
169	не означает того что	1	1
170	мы можем говорить только	1	1
171	того или иного предмета	2	1
172	случае не может быть	1	1
173	в буквальном смысле слова	1	1
174	имеющих ничего общего между	1	1
175	обращать внимание на то	1	1
176	в этом последнем случае	1	1
177	точно так же если	1	1
178	если мы скажем что	2	1
179	в связи с ее	1	1
180	оно заключается в том	1	1
181	сказать только то что	1	1
182	есть в данном случае	1	1
183	во всех этих случаях	1	1
184	и то что мы	1	1
185	мы никогда не можем	1	1
186	и в любой другой	1	1
187	и в этом отношении	1	1
188	и в результате этого	1	1
189	самом деле когда мы	1	1
