N	3gram	Bakhtin_Fr	EvropaiE
1	с точки зрения	5	16
2	в то же	14	15
3	то же время	14	14
4	и в то	3	8
5	с одной стороны	2	8
6	в том что	8	6
7	одной стороны и	1	6
8	так же как	4	5
9	для того чтобы	8	5
10	той или иной	1	4
11	не только в	1	4
12	друг с другом	2	3
13	в той или	1	3
14	можно было бы	2	3
15	же как и	2	3
16	можно сказать что	4	3
17	и прежде всего	4	3
18	в этом отношении	7	3
19	так и в	1	2
20	между ними и	1	2
21	сказать что в	1	2
22	рано или поздно	1	2
23	и в частности	1	2
24	по своему характеру	1	2
25	мы можем сказать	1	2
26	прежде всего к	1	2
27	как мы видели	4	2
28	но в то	6	2
29	и только в	1	2
30	не может быть	4	2
31	в большинстве случаев	5	2
32	в данном случае	4	2
33	хотя бы в	2	2
34	друг от друга	1	2
35	то что в	1	2
36	в свою очередь	1	2
37	с другой стороны	2	2
38	мы видели что	2	1
39	было бы неправильно	1	1
40	или меньшей степени	1	1
41	хотя и не	1	1
42	из русской истории	1	1
43	не имеет значения	1	1
44	в одной из	2	1
45	о том насколько	1	1
46	и чем больше	1	1
47	именно потому что	1	1
48	другой стороны в	1	1
49	и та же	1	1
50	и с точки	2	1
51	то есть в	4	1
52	дело в том	4	1
53	а именно в	1	1
54	примыкающих к ним	1	1
55	мы находим у	1	1
56	большей или меньшей	1	1
57	в лучшем случае	1	1
58	мы не находим	1	1
59	в значительной мере	1	1
60	мы не можем	1	1
61	вместо того чтобы	1	1
62	на своем пути	1	1
63	но и в	3	1
64	том числе и	3	1
65	большей степени чем	1	1
66	можем сказать что	1	1
67	в полной мере	1	1
68	это один из	1	1
69	в соответствии с	1	1
70	во всех этих	2	1
71	в этом явлении	1	1
72	в отличие от	3	1
73	в себе в	1	1
74	значение имеют в	1	1
75	и того же	1	1
76	один и тот	1	1
77	сложнее чем обычно	1	1
78	к участию в	1	1
79	что в качестве	1	1
80	в связи с	5	1
81	и не в	2	1
82	в том же	1	1
83	и тот же	2	1
84	же время в	1	1
85	в том числе	6	1
86	в стороне от	1	1
87	некоторое время с	1	1
88	говорить о том	1	1
89	связи с этим	3	1
90	как одной из	1	1
91	и примыкающих к	1	1
92	человеческой культуры в	1	1
93	в то время	3	1
94	только тогда когда	1	1
95	более или менее	2	1
96	также и в	2	1
97	независимо от того	1	1
98	в значительной степени	1	1
99	на этот вопрос	1	1
100	не находим в	1	1
101	за всех и	1	1
102	в большей или	1	1
103	одной стороны в	1	1
104	к тому же	3	1
105	одна и та	1	1
106	одного и того	1	1
107	а также и	4	1
108	может быть и	1	1
109	не будет уже	1	1
