N	3gram	Voloshinov	VerxiiNi
1	с одной стороны	2	7
2	с точки зрения	5	6
3	для того чтобы	1	5
4	более или менее	1	5
5	и вместе с	1	4
6	в том что	2	3
7	так же как	1	3
8	в связи с	1	3
9	тем не менее	1	3
10	ничего общего с	2	2
11	в значительной мере	1	2
12	на то что	1	2
13	с самого начала	2	2
14	с одним из	1	2
15	то или иное	1	2
16	этой точки зрения	1	2
17	то же самое	1	2
18	в этом отношении	1	2
19	то же время	1	2
20	в то же	1	2
21	с этой точки	1	2
22	может быть и	1	2
23	и в индии	1	1
24	и тот же	1	1
25	чуть ли не	1	1
26	иметь в виду	1	1
27	но в то	1	1
28	от тела и	1	1
29	то не только	1	1
30	не может быть	4	1
31	по отношению к	3	1
32	в данном случае	2	1
33	в отличие от	1	1
34	и никогда не	1	1
35	во всей своей	1	1
36	и превращается в	1	1
37	с телом и	1	1
38	а не как	1	1
39	говорить не приходится	1	1
40	что в этом	1	1
41	один и тот	1	1
42	в самом деле	2	1
43	но далеко не	1	1
44	состоит в том	1	1
45	несмотря на все	1	1
46	только то что	1	1
47	с другой стороны	2	1
48	но тем не	1	1
49	все же есть	1	1
50	в которых он	1	1
