N	2gram	Bakhtin_Fr	StatiiOP
1	и в	68	103
2	в том	12	89
3	том что	6	77
4	в этом	28	76
5	что в	14	74
6	не только	21	60
7	и т	1	51
8	о том	5	47
9	но и	17	46
10	то что	11	44
11	что он	7	42
12	в его	21	42
13	и не	25	41
14	может быть	10	38
15	было бы	4	32
16	в этой	15	31
17	вовсе не	18	31
18	тем что	6	29
19	все это	6	29
20	таким образом	22	28
21	а в	3	27
22	а не	6	27
23	но в	20	26
24	что это	4	25
25	так и	8	25
26	этом отношении	4	24
27	и его	26	24
28	все же	6	23
29	точки зрения	8	23
30	не в	2	23
31	так что	1	23
32	потому что	3	23
33	для того	5	22
34	в которой	6	22
35	как в	4	22
36	того что	3	22
37	прежде всего	23	22
38	у нас	4	22
39	в области	5	22
40	того чтобы	6	21
41	до сих	6	20
42	это не	5	20
43	в своей	11	19
44	г в	1	19
45	сих пор	6	19
46	в то	14	19
47	только в	9	19
48	в котором	3	18
49	с другой	8	18
50	он не	11	18
51	но также	1	18
52	об этом	3	18
53	не может	5	18
54	в самом	6	17
55	в году	11	17
56	как на	3	17
57	между прочим	1	17
58	самом деле	5	17
59	как бы	7	17
60	в данном	5	17
61	в этих	8	16
62	с этим	2	16
63	сказать что	3	16
64	можно было	3	16
65	если бы	3	16
66	в ней	6	16
67	г и	2	16
68	другой стороны	5	15
69	с тем	1	15
70	как и	17	15
71	из этих	2	15
72	у него	14	15
73	и на	16	15
74	например в	2	15
75	в отношении	3	15
76	как раз	8	15
77	для него	7	15
78	также и	6	15
79	то же	14	14
80	но все	5	14
81	так например	2	14
82	с точки	4	14
83	между тем	3	14
84	и что	2	14
85	в течение	3	14
86	в сцене	1	14
87	в той	7	13
88	именно в	5	13
89	во всяком	2	13
90	в своем	11	13
91	из них	8	13
92	в качестве	2	13
93	в конце	8	13
94	в нем	12	13
95	в языке	2	13
96	вместе с	4	13
97	со стороны	2	13
98	всяком случае	2	13
99	но это	5	13
100	дело в	4	13
101	жизни и	6	13
102	тому что	1	13
103	в своих	7	12
104	не менее	2	12
105	хотя бы	2	12
106	что у	2	12
107	в первой	3	12
108	ни в	6	12
109	так как	7	12
110	что они	3	12
111	в них	19	11
112	в другом	3	11
113	никогда не	2	11
114	не было	7	11
115	и с	15	11
116	и по	4	11
117	своего рода	5	11
118	из его	2	11
119	у шекспира	1	11
120	того как	1	11
121	все эти	16	11
122	это было	2	11
123	на то	1	11
124	на эти	1	10
125	кроме того	5	10
126	в виду	8	10
127	связь с	6	10
128	так же	3	10
129	отметить что	2	10
130	в целом	3	10
131	что такое	1	10
132	что и	3	10
133	xix века	5	10
134	но он	9	10
135	во всех	8	10
136	а как	1	10
137	в истории	5	10
138	же время	13	10
139	ничего не	4	10
140	на самом	7	10
141	по словам	2	10
142	но не	4	10
143	во второй	2	10
144	в частности	4	10
145	в начале	5	10
146	и к	4	9
147	говорит о	2	9
148	можно сказать	2	9
149	он был	5	9
150	в одном	7	9
151	говорит что	1	9
152	внимание на	1	9
153	несмотря на	1	9
154	и это	5	9
155	в чем	3	9
156	и тем	1	9
157	что эта	2	9
158	во время	17	9
159	вряд ли	3	9
160	такого рода	5	9
161	времени и	5	9
162	и для	6	9
163	для нас	1	9
164	что мы	1	9
165	там где	6	9
166	по этому	1	9
167	но ведь	3	8
168	и об	1	8
169	в результате	1	8
170	этого издания	1	8
171	и даже	7	8
172	связано с	1	8
173	еще более	5	8
174	к которому	2	8
175	к этому	6	8
176	связи с	8	8
177	одним из	2	8
178	и др	9	8
179	в общем	2	8
180	к сожалению	1	8
181	заключается в	1	8
182	не имеет	1	8
183	совершенно не	1	8
184	и более	2	8
185	мы имеем	2	8
186	при помощи	1	8
187	той же	9	8
188	до конца	10	8
189	подчеркнуть что	1	8
190	в их	6	8
191	а также	6	8
192	дело не	3	8
193	отношение к	11	8
194	и о	5	8
195	такой же	3	8
196	это в	4	8
197	и очень	2	7
198	о чем	3	7
199	по себе	1	7
200	представление о	2	7
201	отличается от	1	7
202	в это	2	7
203	работы над	1	7
204	не мог	1	7
205	того же	4	7
206	гораздо более	1	7
207	на почве	1	7
208	в ее	5	7
209	что все	2	7
210	это очень	1	7
211	в эту	7	7
212	как это	1	7
213	нельзя не	1	7
214	что для	2	7
215	из этого	3	7
216	во втором	1	7
217	то в	2	7
218	и то	2	7
219	то время	1	7
220	том как	1	7
221	еще не	3	7
222	очень мало	1	7
223	еще и	6	7
224	что здесь	2	7
225	одной из	3	7
226	на этот	1	7
227	связан с	6	7
228	данном случае	3	7
229	уже в	4	7
230	мы находим	3	7
231	в виде	2	7
232	но с	1	7
233	материал для	1	7
234	что этот	1	7
235	говорит об	2	7
236	с самого	1	7
237	конце концов	3	7
238	лишь в	3	7
239	отношению к	2	7
240	вплоть до	5	7
241	случае в	2	6
242	же и	4	6
243	на его	4	6
244	в подлиннике	2	6
245	в некоторых	1	6
246	одно из	3	6
247	вот что	1	6
248	и сам	5	6
249	в жизни	1	6
250	его эпохи	2	6
