N	2gram	Losev_Prob	Myslijsy
1	потому что	21	182
2	то есть	38	142
3	и в	48	121
4	может быть	11	107
5	в том	25	103
6	то что	26	83
7	для нас	14	75
8	что в	12	73
9	и не	29	73
10	только в	21	72
11	не только	28	67
12	а не	7	67
13	таким образом	20	64
14	в этом	31	59
15	но и	21	59
16	том что	29	59
17	так как	10	59
18	то же	6	56
19	не в	16	54
20	если бы	2	53
21	в себе	7	53
22	по себе	5	52
23	не может	6	52
24	того что	8	47
25	в сознании	3	46
26	в душе	1	45
27	было бы	12	45
28	в нем	8	45
29	не есть	3	42
30	как и	10	42
31	так что	18	39
32	вместе с	15	39
33	что и	8	38
34	мы не	7	38
35	при этом	6	37
36	как в	3	37
37	так и	15	37
38	тогда когда	4	36
39	что мы	4	36
40	точно так	4	35
41	тем что	2	33
42	и что	9	32
43	по отношению	2	30
44	а в	8	30
45	что не	3	29
46	между тем	2	29
47	но не	12	29
48	вовсе не	18	28
49	мы можем	5	28
50	для него	2	28
51	есть только	4	28
52	с этим	3	27
53	могут быть	2	27
54	не было	4	26
55	и т	2	26
56	то и	7	26
57	отношению к	2	26
58	между собою	2	24
59	в то	6	24
60	с тем	7	23
61	как бы	10	23
62	того как	5	23
63	от того	1	23
64	что слово	1	22
65	то это	1	22
66	с другой	8	22
67	не имеет	3	22
68	только тогда	3	22
69	но в	17	22
70	и потому	4	21
71	не менее	8	21
72	в одном	6	20
73	это не	8	20
74	в ней	4	20
75	и как	10	19
76	но это	7	19
77	сказать что	13	19
78	с ним	4	19
79	того же	7	19
80	тем не	8	19
81	что это	4	19
82	и то	6	19
83	из этих	2	19
84	о том	17	19
85	есть уже	1	19
86	тем самым	2	19
87	должно быть	1	19
88	в самом	7	18
89	в таком	4	18
90	там же	2	18
91	для того	4	18
92	по поводу	2	18
93	в мысли	1	18
94	не могут	3	18
95	в человеке	1	18
96	бы не	4	18
97	в каком	1	18
98	для меня	1	18
99	что я	1	18
100	еще не	4	18
101	точки зрения	17	17
102	крайней мере	8	17
103	со стороны	1	17
104	по крайней	8	17
105	слова и	1	17
106	заметить что	1	17
107	что оно	2	17
108	уже в	4	17
109	в его	19	17
110	во всяком	7	17
111	только что	2	16
112	и на	9	16
113	к тому	7	16
114	так же	7	16
115	в своем	16	16
116	в которой	7	16
117	а только	5	16
118	в них	5	16
119	или же	2	16
120	если б	1	16
121	есть нечто	1	16
122	что если	1	16
123	каждый раз	2	16
124	на то	2	16
125	в этих	3	15
126	уже не	12	15
127	только как	1	15
128	с одной	5	15
129	с другими	1	15
130	и тем	4	15
131	и по	2	15
132	что он	12	15
133	стало быть	1	15
134	в свою	4	15
135	т д	1	15
136	прежде всего	15	15
137	все же	12	14
138	в одно	6	14
139	в природе	1	14
140	в котором	5	14
141	в действительности	1	14
142	свою очередь	2	14
143	то в	4	14
144	связи с	11	14
145	во всех	2	14
146	когда мы	1	14
147	столь же	1	14
148	бы ни	1	14
149	там где	1	14
150	сам по	3	14
151	в истории	1	14
152	же время	1	14
153	и без	5	14
154	мысли в	2	14
155	мы должны	1	14
156	те же	1	13
157	например в	1	13
158	как на	1	13
159	из них	4	13
160	что все	1	13
161	в смысле	8	13
162	т п	1	13
163	и все	12	13
164	том смысле	2	13
165	зависит от	1	13
166	и его	11	13
167	от него	1	12
168	одно из	2	12
169	другой стороны	8	12
170	до сих	3	12
171	более или	1	12
172	мысли о	1	12
173	не то	4	12
174	никогда не	7	12
175	и при	2	12
176	хотя и	10	12
177	быть только	6	12
178	и вместе	3	12
179	в чем	3	12
180	под влиянием	3	12
181	сих пор	3	12
182	в каждом	2	12
183	всяком случае	6	12
184	человеческого духа	4	12
185	себе представить	1	12
186	друг друга	1	12
187	только потому	1	12
188	что такое	1	12
189	все это	8	12
190	внутреннюю форму	1	12
191	есть в	6	12
192	или менее	1	12
193	тем более	2	12
194	человека и	4	12
195	как мы	5	12
196	что на	1	12
197	все что	2	11
198	и если	2	11
199	что человек	1	11
200	имеет для	1	11
201	только для	5	11
202	из себя	1	11
203	только на	2	11
204	и это	3	11
205	к нему	3	11
206	души и	1	11
207	его в	9	11
208	и притом	8	11
209	для человека	2	11
210	в силу	6	11
211	мы видели	2	11
212	того чтобы	3	11
213	к ней	2	11
214	что для	2	11
215	если не	6	11
216	и вообще	11	11
217	и только	4	11
218	другими словами	3	11
219	и их	7	11
220	же что	1	11
221	указывает на	4	11
222	же в	4	11
223	но тем	2	10
224	и с	10	10
225	хотя бы	11	10
226	одной стороны	5	10
227	духа и	2	10
228	и мы	1	10
229	это слово	1	10
230	не от	1	10
231	и следовательно	1	10
232	в других	5	10
233	бы в	2	10
234	мысль что	1	10
235	что только	3	10
236	и от	7	10
237	и есть	4	10
238	он не	4	10
239	то время	4	10
240	том как	2	10
241	тех пор	1	10
242	если мы	2	10
243	тем же	4	10
244	и для	11	10
245	образ и	1	10
246	и другое	6	10
247	между прочим	2	10
248	только по	2	10
249	тому что	2	10
250	и даже	24	9
251	а вместе	2	9
252	вопрос о	2	9
253	до того	3	9
254	на него	3	9
255	что она	2	9
256	поэзии и	1	9
257	что хотя	2	9
258	могли бы	2	9
259	в нее	1	9
260	от нее	2	9
261	не будет	4	9
262	один из	2	9
263	самом деле	3	9
264	чувство и	1	9
265	никто не	1	9
266	в сравнении	4	9
267	но оно	1	9
268	с точки	13	9
269	таком случае	2	9
270	это было	2	9
271	не все	3	9
272	настолько насколько	1	9
273	разница между	1	9
274	и других	1	9
275	далеко не	6	9
276	и о	9	9
277	можно сказать	10	9
278	таким же	1	9
279	во всем	5	8
280	которые не	1	8
281	не как	3	8
282	но все	6	8
283	вслед за	2	8
284	от одного	4	8
285	мы называем	1	8
286	именно в	11	8
287	что по	1	8
288	их в	1	8
289	в более	1	8
290	так например	1	8
291	была бы	3	8
292	что даже	1	8
293	что они	4	8
294	только не	1	8
295	мы в	1	8
296	от них	2	8
297	не так	4	8
298	отношений между	1	8
299	с ними	1	8
300	внимание на	4	8
301	и тогда	4	8
302	остается только	1	8
303	при помощи	12	8
304	в глазах	1	8
305	в самой	5	8
306	тот же	6	8
307	то мы	1	8
308	на самом	2	8
309	слова не	1	8
310	все равно	1	8
311	или в	7	8
312	и более	3	8
313	такое же	1	8
314	на все	1	8
315	или что	1	8
316	по его	2	8
317	человеческой природы	1	8
318	с этой	4	7
319	тем как	2	7
320	все эти	12	7
321	в жизни	4	7
322	в данном	6	7
323	даже и	11	7
324	не всегда	5	7
325	превращается в	1	7
326	самого начала	3	7
327	видно что	2	7
328	что именно	2	7
329	к этому	2	7
330	на котором	1	7
331	что у	6	7
332	несмотря на	7	7
333	одном из	1	7
334	к мысли	1	7
335	в эту	1	7
336	на себе	1	7
337	но как	3	7
338	в своих	3	7
339	она не	1	7
340	не были	1	7
341	за пределы	1	7
342	этом смысле	4	7
343	значение и	2	7
344	а как	2	7
345	во втором	2	7
346	все в	3	7
347	за ним	1	7
348	его с	2	7
349	для себя	6	7
350	от нас	1	7
351	в другой	1	7
352	себя и	1	7
353	о котором	4	7
354	этот образ	3	7
355	бы и	1	7
356	развития и	2	7
357	только один	2	7
358	то все	1	7
359	и во	2	7
360	том же	2	7
361	из него	1	7
362	в таких	2	7
363	слова но	2	7
364	сама по	2	7
365	как она	1	7
366	его к	2	7
367	с самого	3	7
368	образом мы	1	7
369	в искусстве	2	7
370	на это	2	7
371	и понятия	1	7
372	и к	9	6
373	заметим что	4	6
374	для всех	2	6
375	же и	2	6
376	перед собою	1	6
377	нас в	5	6
378	в виду	3	6
379	каким образом	1	6
380	если и	4	6
381	его на	3	6
382	а именно	12	6
383	в своей	29	6
384	человеческой мысли	1	6
385	себе в	2	6
386	к ним	3	6
387	после того	3	6
388	это будет	1	6
389	ни было	2	6
390	но слово	1	6
391	в ее	6	6
392	у него	13	6
393	но он	5	6
394	прежде чем	2	6
395	что его	4	6
396	заключить что	1	6
397	в мире	1	6
398	выше мы	1	6
399	представляется нам	1	6
400	эти последние	1	6
401	слова то	2	6
402	мы уже	2	6
403	хотя в	1	6
404	же самое	2	6
405	главным образом	1	6
406	друг другу	1	6
407	и самое	2	6
408	в сущности	1	6
409	никак не	10	6
410	имеет значение	1	6
411	заключается в	1	6
412	как при	1	6
413	да и	5	6
414	ничего общего	6	6
415	и уже	2	6
416	в этой	14	6
417	и до	2	6
418	в обществе	1	6
419	мог бы	2	6
420	в образе	2	6
421	художественного произведения	1	6
422	но на	1	6
423	то он	2	6
424	у нас	17	6
425	в их	4	6
426	в виде	25	6
427	что ни	1	6
428	на нее	1	6
429	в стороне	1	6
430	на его	4	6
431	в каждой	2	6
432	об этом	11	6
433	все более	1	6
434	его не	3	6
435	как он	2	6
436	понятия и	2	6
437	жизни и	7	6
438	в создании	1	6
439	ни был	1	6
440	в той	5	5
441	человеческой жизни	5	5
442	были бы	1	5
443	даже в	2	5
444	формы в	1	5
445	или нет	1	5
446	на нас	1	5
447	например с	1	5
448	не столько	1	5
449	и такое	2	5
450	или от	1	5
451	по мнению	3	5
452	времени и	1	5
453	не дается	2	5
454	уже и	4	5
455	когда в	1	5
456	в переносном	1	5
457	к другой	2	5
458	входит в	1	5
459	но даже	6	5
460	состоит в	1	5
461	но эти	2	5
462	конечно не	2	5
463	с другим	1	5
464	вообще и	3	5
465	этих последних	1	5
466	том чтобы	3	5
467	в нашем	5	5
468	что само	1	5
469	уже по	2	5
470	сравнении с	4	5
471	что то	1	5
472	на том	1	5
473	только при	1	5
474	а с	4	5
475	чем в	1	5
476	во внимание	1	5
477	одним из	1	5
478	свет и	1	5
479	о которых	2	5
480	и у	8	5
481	как предмет	1	5
482	время когда	1	5
483	можно было	4	5
484	но только	5	5
485	этот вопрос	1	5
486	природы и	2	5
487	однако в	4	5
488	что может	1	5
489	с течением	1	5
490	можно только	1	5
491	если в	2	5
492	глядя на	1	5
493	время как	4	5
494	то на	1	5
495	можно назвать	2	5
496	к другому	5	5
497	самое это	1	5
498	перед нами	14	5
499	некоторым образом	2	5
500	мы его	3	5
501	в единстве	1	5
502	для нее	1	5
503	отношении к	1	5
504	ее не	1	5
505	общего с	2	5
506	и здесь	1	5
507	они не	3	5
508	это можно	2	5
509	мы имеем	3	5
510	указание на	2	5
511	нет ничего	3	5
512	бы для	1	5
513	стремится к	1	5
514	в какой	5	5
515	не подлежит	1	5
516	от своего	1	5
517	света и	1	5
518	но уже	3	5
519	и таким	1	5
520	в области	3	5
521	что эти	1	5
522	не говоря	2	5
523	человека в	3	5
524	а к	1	5
525	бы только	1	5
526	здесь только	1	5
527	нужно было	1	5
528	этого не	2	5
529	в начале	6	5
530	не по	1	5
531	отношение к	3	5
532	не к	3	5
533	себе а	3	5
534	или по	1	4
535	еще более	4	4
536	этой последней	1	4
537	равно как	2	4
538	от всего	1	4
539	его мнению	1	4
540	как именно	5	4
541	при создании	1	4
542	точке зрения	2	4
543	в другом	6	4
544	был бы	2	4
545	имея в	1	4
546	слова при	1	4
547	есть ни	1	4
548	не вполне	2	4
549	не что	3	4
550	не я	1	4
551	так называемых	1	4
552	при виде	1	4
553	что иное	3	4
554	не мог	5	4
555	но так	2	4
556	бы то	4	4
557	все его	1	4
558	обратить внимание	4	4
559	проявляется в	3	4
560	души а	1	4
561	свободы и	4	4
562	говорит он	1	4
563	но совершенно	1	4
564	в понятии	1	4
565	я и	1	4
566	с d	2	4
567	в связи	11	4
568	для души	1	4
569	от этого	4	4
570	с его	3	4
571	сами не	1	4
572	и быть	1	4
573	на этом	1	4
574	мы думаем	1	4
575	в наше	1	4
576	эти слова	1	4
577	на другой	1	4
578	то ни	4	4
579	явления в	1	4
580	того кто	1	4
581	он в	5	4
582	не зная	1	4
583	на который	1	4
584	его как	2	4
585	в поэзии	1	4
586	ничего не	3	4
587	из этого	6	4
588	из глубины	1	4
589	чтобы не	1	4
590	бы мы	1	4
591	ни в	17	4
592	это есть	2	4
593	и вполне	7	4
594	не на	1	4
595	но без	1	4
596	так или	3	4
597	этой точки	2	4
598	ее с	1	4
599	отношения к	1	4
600	к которым	1	4
601	и они	3	4
602	и так	3	4
603	эта последняя	2	4
604	что бы	1	4
605	здесь как	5	4
606	только одно	1	4
607	одним и	1	4
608	с нами	1	4
609	не потому	1	4
610	более и	1	4
611	у человека	1	4
612	он есть	1	4
