N	3gram	Bakhtin_Fr	Hudozhes
1	по отношению к	1	10
2	в том что	8	8
3	в то же	14	7
4	в отличие от	3	7
5	то же время	14	7
6	с другой стороны	2	6
7	более или менее	2	6
8	той или иной	1	5
9	в конечном счете	1	5
10	для того чтобы	8	5
11	не может быть	4	4
12	с точки зрения	5	3
13	и в самом	1	3
14	в том числе	6	3
15	тем не менее	1	3
16	можно сказать что	4	3
17	и то же	1	3
18	одного и того	1	3
19	одно и то	1	3
20	подобно тому как	2	3
21	и того же	1	3
22	в связи с	5	3
23	с одной стороны	2	3
24	в той или	1	2
25	в свою очередь	1	2
26	но он не	1	2
27	и прежде всего	4	2
28	до известной степени	4	2
29	это своего рода	2	2
30	в самом деле	2	2
31	в коем случае	1	2
32	во внешнем мире	1	2
33	начало и конец	1	2
34	включает в себя	2	2
35	ни в коем	1	2
36	том числе и	3	2
37	и в то	3	2
38	а с другой	1	2
39	не могло быть	1	2
40	что в основе	1	2
41	в значительной степени	1	2
42	в основе своей	1	2
43	может быть и	1	2
44	всех и каждого	1	1
45	отношению к которому	1	1
46	что он не	1	1
47	в литературе в	1	1
48	века и в	1	1
49	вещами и ценностями	1	1
50	эту свободу и	1	1
51	в одном и	1	1
52	и как бы	2	1
53	все то что	5	1
54	то есть в	4	1
55	и строго отграниченная	1	1
56	и др в	2	1
57	и том же	1	1
58	он еще не	1	1
59	есть в конечном	1	1
60	между вещами и	2	1
61	в соответствии с	1	1
62	своей полноте и	1	1
63	и любые другие	1	1
64	он не только	2	1
65	и для других	1	1
66	ту же самую	1	1
67	из этих двух	1	1
68	в самом начале	2	1
69	по ту сторону	1	1
70	о том что	5	1
71	одной из своих	1	1
72	или иной форме	1	1
73	самой жизни на	1	1
74	одной стороны и	1	1
75	как и в	1	1
76	на котором он	1	1
77	же точно и	1	1
78	связи с этим	3	1
79	друг от друга	1	1
80	что он должен	1	1
81	мира и его	1	1
82	в то время	3	1
83	в себя и	1	1
84	о мире и	1	1
85	во втором случае	3	1
86	как это ни	1	1
87	именно в этом	1	1
88	в одной из	2	1
89	в особенности в	1	1
90	у нее нет	2	1
91	именно потому что	1	1
92	не что иное	1	1
93	и в частности	1	1
94	таким образом и	2	1
95	прежде всего к	1	1
96	он ни был	1	1
97	но в то	6	1
98	в лучшем случае	1	1
99	в зависимости от	1	1
100	только в искусстве	1	1
101	так же как	4	1
102	можно говорить о	2	1
103	к тому же	3	1
104	жизни а также	1	1
105	так же точно	1	1
106	есть не что	1	1
107	в себе в	1	1
108	в своей жизни	1	1
109	на первый взгляд	1	1
110	то же самое	3	1
111	что иное как	1	1
112	только то что	1	1
113	как бы в	2	1
114	нового времени в	2	1
115	в одном случае	1	1
116	одном и том	1	1
117	является одним из	2	1
118	это и есть	2	1
119	в виду что	1	1
120	в истории литературы	1	1
121	и в этой	2	1
122	в полной мере	1	1
