N	3gram	Potebnia_M	Vvedenie
1	и т д	6	39
2	для того чтобы	4	22
3	в том что	18	15
4	о том что	1	13
5	не может быть	11	10
6	в этом смысле	4	10
7	тем не менее	10	9
8	до сих пор	5	7
9	мере в какой	1	6
10	в применении к	3	6
11	в той мере	1	6
12	в то же	3	6
13	той мере в	1	6
14	то же время	3	6
15	и т п	4	5
16	на этот вопрос	2	5
17	не что иное	2	5
18	что иное как	2	5
19	с другой стороны	7	5
20	во всяком случае	7	5
21	вопрос о том	1	5
22	и в том	3	4
23	по отношению к	13	4
24	по крайней мере	6	4
25	с точки зрения	3	4
26	по сравнению с	1	4
27	на вопрос о	1	4
28	само по себе	6	4
29	можно было бы	1	4
30	не только в	3	4
31	в отличие от	1	4
32	но все же	2	4
33	с одной стороны	6	4
34	в этом отношении	1	4
35	и в этом	7	4
36	может быть названо	5	4
37	одной стороны и	2	3
38	и тем не	1	3
39	вместе с тем	1	3
40	заключается в том	1	3
41	в собственном смысле	2	3
42	дело в том	3	3
43	как мы видели	1	3
44	с тем что	4	3
45	сама по себе	4	3
46	в том виде	1	3
47	в свою очередь	8	2
48	не в том	6	2
49	и потому что	2	2
50	на задний план	1	2
51	только после того	1	2
52	обратим внимание на	1	2
53	на том что	1	2
54	этой точки зрения	1	2
55	лежит в основании	1	2
56	что же касается	1	2
57	с этой точки	2	2
58	со стороны языка	1	2
59	только в том	7	2
60	и той же	3	2
61	не говоря уже	1	2
62	сам по себе	5	2
63	т д в	1	2
64	а между тем	5	2
65	смысле этого слова	3	2
66	в первом случае	1	2
67	одной и той	3	2
68	могут быть названы	3	2
69	точно так же	1	2
70	что в нем	1	2
71	всяком случае не	1	2
72	и того же	6	2
73	и не могут	1	2
74	подобно тому как	7	2
75	не могут быть	5	2
76	имеет дело с	2	2
77	в связи с	2	2
78	а так как	3	2
79	одного и того	6	2
80	обратить внимание на	2	2
81	свое значение и	1	2
82	после того как	3	2
83	что несмотря на	1	2
84	языка и его	5	2
85	вместе с другими	1	1
86	никогда не была	1	1
87	лишь в том	1	1
88	не только по	2	1
89	в истории языка	1	1
90	таким образом мы	1	1
91	в одном и	3	1
92	наука о языке	1	1
93	все то что	2	1
94	может быть назван	1	1
95	а не иначе	2	1
96	и том же	3	1
97	существует потому что	1	1
98	на вопрос что	1	1
99	тем что в	1	1
100	значение только в	1	1
101	в том как	4	1
102	но и в	4	1
103	в том только	1	1
104	от того что	5	1
105	в том смысле	7	1
106	и тогда когда	1	1
107	что в одном	1	1
108	нужно обратить внимание	1	1
109	независимо от своего	1	1
110	тогда когда язык	1	1
111	на самом деле	2	1
112	что его нельзя	1	1
113	в одно целое	1	1
114	здесь как и	1	1
115	уже и без	1	1
116	мы говорим о	1	1
117	было бы сказать	1	1
118	что не только	3	1
119	во всех отношениях	1	1
120	не есть еще	1	1
121	и не в	1	1
122	язык как на	2	1
123	в каждом из	1	1
124	он вовсе не	1	1
125	и история языка	1	1
126	т д и	1	1
127	нами не как	1	1
128	выходя из пределов	1	1
129	не имеет цели	1	1
130	истории языка в	1	1
131	можно и должно	1	1
132	место в ряду	2	1
133	мысли и чувства	1	1
134	смотреть как на	1	1
135	на язык как	3	1
136	на такие которые	2	1
137	более или менее	6	1
138	его к мысли	2	1
139	в создании новых	1	1
140	до тех пор	1	1
141	том виде в	1	1
142	них не было	1	1
143	для того кто	2	1
144	смысле в каком	5	1
145	в таком случае	4	1
146	в одном случае	1	1
147	при известных условиях	2	1
148	говоря уже о	1	1
149	так что мы	1	1
150	может быть только	2	1
151	в них не	2	1
152	не существует потому	1	1
153	внимание на те	1	1
154	очевидно что если	1	1
155	всегда заключает в	1	1
156	не было бы	3	1
157	одно из необходимых	2	1
158	потому что она	1	1
159	и в более	1	1
160	потому что в	5	1
161	что входит в	1	1
162	не потому что	1	1
163	не только о	1	1
164	в каком он	1	1
165	из необходимых условий	1	1
166	нужно было бы	1	1
167	того что в	1	1
168	не может еще	1	1
169	может быть не	4	1
170	не выходя из	1	1
171	с этой стороны	1	1
172	в стороне все	1	1
173	а есть только	1	1
174	как мы видим	1	1
175	достигает того совершенства	1	1
176	следует представлять себе	1	1
177	чтобы убедиться в	1	1
178	ближе всего к	1	1
179	за ним должно	1	1
180	такой точки зрения	1	1
181	так же как	1	1
182	том смысле в	4	1
183	не иначе как	2	1
184	только потому что	3	1
185	в языке и	1	1
186	по его словам	2	1
187	во многих случаях	2	1
188	так как вообще	2	1
189	имеет своим содержанием	1	1
190	в сравнении с	4	1
191	что с течением	1	1
192	а потому что	2	1
193	по себе не	3	1
194	в нем то	1	1
195	а в том	4	1
196	с самого начала	5	1
197	виде в каком	1	1
198	как и наоборот	1	1
199	но во всяком	3	1
200	может быть получено	1	1
201	том что он	1	1
202	может быть названа	1	1
203	того чтобы сделать	1	1
204	то ни было	1	1
205	как если бы	1	1
206	есть язык в	1	1
207	первой по времени	1	1
208	и в каждом	1	1
209	ничего не может	1	1
210	так как и	1	1
211	так а не	2	1
212	и вопрос о	1	1
213	она может быть	1	1
214	оставляя в стороне	1	1
215	заключает в себе	6	1
216	в общих чертах	1	1
217	к тому что	2	1
218	еще и потому	1	1
219	большую или меньшую	1	1
220	только то что	1	1
221	лицом к лицу	1	1
222	притом не только	2	1
223	бы то ни	2	1
224	то все это	1	1
225	из того что	2	1
226	отношении его к	1	1
227	одном и том	3	1
228	том смысле что	2	1
229	чем то что	1	1
230	только тогда когда	5	1
231	не то что	1	1
232	имея в виду	1	1
233	не прямо а	1	1
234	сплошь да рядом	1	1
235	разница лишь в	1	1
236	не существует и	1	1
237	то что в	2	1
238	только в одном	1	1
239	так как в	2	1
240	уже о том	1	1
241	в нем есть	2	1
242	и здесь как	1	1
243	по тому же	1	1
244	но с другой	3	1
