N	4gram	Tiupa_Anal	Myshleni
1	заключается в том что	1	43
2	одного и того же	2	17
3	состоит в том что	6	17
4	с этой точки зрения	2	16
5	одной и той же	1	15
6	один и тот же	1	12
7	одно и то же	2	12
8	в такой же мере	1	10
9	в том числе и	1	10
10	в собственном смысле слова	1	9
11	только в том что	1	8
12	в том что он	2	8
13	то же самое что	1	7
14	не что иное как	5	6
15	одним и тем же	1	6
16	в той мере в	2	5
17	такой же мере как	1	5
18	и вместе с тем	1	5
19	ответ на этот вопрос	1	5
20	в том смысле что	1	5
21	друг с другом в	1	5
22	приводит к тому что	1	5
23	той мере в какой	2	4
24	в этом случае в	1	4
25	у одного и того	1	4
26	в тех случаях когда	1	4
27	одни и те же	2	4
28	как более или менее	1	4
29	есть не что иное	4	4
30	несмотря на то что	1	4
31	выходит далеко за пределы	1	3
32	то же самое время	2	3
33	в той же мере	1	3
34	мы имеем в виду	1	3
35	же мере как и	1	3
36	в том виде в	1	3
37	том виде в каком	1	3
38	внимание на то что	1	3
39	к тому или иному	1	3
40	в то же самое	2	3
41	или во всяком случае	1	3
42	бы то ни было	3	3
43	одна и та же	1	3
44	так как если бы	1	2
45	из того что в	2	2
46	в основе которого лежит	1	2
47	в то же время	7	2
48	нет и не может	2	2
49	в том и заключается	1	2
50	на самом же деле	1	2
51	методом разложения на элементы	1	2
52	истинном значении этого слова	1	2
53	связи и отношения между	1	2
54	в той или иной	3	2
55	в отличие от элементов	1	2
56	и не совпадает с	1	2
57	может быть сведено к	2	2
58	в том что начальные	1	2
59	в том случае если	1	2
60	свойств присущих целому и	1	2
61	и не может быть	4	2
62	по поводу того что	1	2
63	в самом деле как	1	2
64	мы имеем дело с	4	2
65	во всей своей полноте	1	2
66	том и заключается что	1	1
67	что те же самые	1	1
68	от элементов не утрачивают	1	1
69	с той или иной	2	1
70	объяснению но содержат в	1	1
71	во всех своих частях	1	1
72	в себе в самом	1	1
73	ради которых предпринимается анализ	1	1
74	в коем случае не	2	1
75	разложения на элементы не	1	1
76	в самом простом первоначальном	1	1
77	виде те свойства целого	1	1
78	подлежащих объяснению но содержат	1	1
79	отличие от элементов не	1	1
80	и в самом деле	1	1
81	есть в сущности анализ	1	1
82	элементы не есть в	1	1
83	те свойства целого ради	1	1
84	и там и здесь	1	1
85	самом простом первоначальном виде	1	1
86	простом первоначальном виде те	1	1
87	утрачивают свойств присущих целому	1	1
88	в сущности анализ в	1	1
89	в ответ на вопрос	1	1
90	и та и другая	1	1
91	лишь в тех случаях	1	1
92	присущих целому и подлежащих	1	1
93	а вместе с ним	1	1
94	по отношению ко всем	1	1
95	сущности анализ в собственном	1	1
96	дело тут не в	1	1
97	и приводит нас к	1	1
98	в чем и состоит	1	1
99	первоначальном виде те свойства	1	1
100	ни в коем случае	2	1
101	собой не что иное	1	1
102	такие продукты анализа которые	1	1
103	это означает что в	1	1
104	элементов не утрачивают свойств	1	1
105	ведет к тому что	1	1
106	уже содержит в себе	1	1
107	тех или иных элементов	1	1
108	и в этом смысле	1	1
109	до тех пор пока	1	1
110	себе в самом простом	1	1
111	только тогда когда оно	1	1
112	свойства целого ради которых	1	1
113	не есть в сущности	1	1
114	не говоря уже о	1	1
115	представляет собой один из	1	1
116	в целом все это	1	1
117	целого ради которых предпринимается	1	1
118	для того чтобы быть	1	1
119	к разрешению конкретных проблем	1	1
120	последними такие продукты анализа	1	1
121	состоит почти из одних	1	1
122	в истинном значении этого	1	1
123	не сами по себе	1	1
124	и подлежащих объяснению но	1	1
125	на единицы понимая под	1	1
126	содержат в себе в	1	1
127	стороны одной и той	1	1
128	не утрачивают свойств присущих	1	1
129	целому и подлежащих объяснению	1	1
130	так же точно и	1	1
131	и те же слова	1	1
132	же самое что и	1	1
133	вместе с ним и	1	1
134	а не в его	1	1
135	его можно было бы	1	1
136	роль по отношению к	1	1
137	во всех этих случаях	1	1
138	анализ в собственном смысле	1	1
139	в том что одно	1	1
140	но содержат в себе	1	1
141	на элементы не есть	1	1
