N	4gram	Tiupa_Vved	DiskursI
1	в то же время	4	8
2	состоит в том что	1	7
3	с одной стороны и	3	5
4	дело в том что	1	5
5	может быть определена как	1	5
6	не сводится ни к	1	5
7	одного и того же	1	4
8	в строгом значении этого	1	3
9	в том числе и	1	3
10	одно и то же	1	3
11	той мере в какой	2	2
12	в готовом стабильно дифференцированном	1	2
13	дифференцированном и оцененном мире	1	2
14	главное действующее лицо события	2	2
15	строго отграниченная система смыслов	1	2
16	мысль о том что	1	2
17	в напряжении событийного ряда	1	2
18	в той мере в	2	2
19	живет в готовом стабильно	1	2
20	даль и сближение но	1	2
21	нем звучит один голос	1	2
22	действующее лицо события свидетель	2	2
23	строгом значении этого термина	1	2
24	оно живет в готовом	1	2
25	то что могло произойти	1	2
26	сближение но не слияние	1	2
27	состоит в напряжении событийного	1	2
28	между жизнью и смертью	1	2
29	что могло произойти по-другому	1	2
30	и строго отграниченная система	1	2
31	завершенная и строго отграниченная	1	2
32	и не может быть	1	2
33	однозначности [...] в нем	1	2
34	в науке о литературе	1	2
35	звучит один голос [...]	1	2
36	одной и той же	1	2
37	и в то же	1	2
38	одних и тех же	1	2
39	места времени и действия	1	2
40	в нем звучит один	1	2
41	преодолеваемая даль и сближение	1	2
42	голос [...] оно живет	1	2
43	[...] оно живет в	1	2
44	еще в греческой античности	1	2
45	[...] в нем звучит	1	2
46	готовом стабильно дифференцированном и	1	2
47	события свидетель и судия	2	2
48	с той или иной	1	2
49	и сближение но не	1	2
50	один голос [...] оно	1	2
51	но в данном случае	1	2
52	субъекта объекта и адресата	1	2
53	чего не было в	1	2
54	лицо события свидетель и	2	2
55	в науках о природе	1	2
56	стабильно дифференцированном и оцененном	1	2
57	новое и главное действующее	1	1
58	[...] то потому что	1	1
59	речи формировать культурную память	1	1
60	и не могло быть	1	1
61	историй в лугановиче легко	1	1
62	гостиной и молчали после	1	1
63	чтобы'' ''из-за'' и т.д	1	1
64	классической эстетической завершенности целого	1	1
65	того чтобы'' ''из-за'' и	1	1
66	судьбы они едины судьба	1	1
67	этому времени наррация давно	1	1
68	удовлетворил мучается бессонницей от	1	1
69	мыслей при этом первые	1	1
70	мотивы первых двух историй	1	1
71	беликов а сам алехин	1	1
72	вопрос следует ли в	1	1
73	понять со стороны самое	1	1
74	внутритекстовые наррации разобщают молчали	1	1
75	интригу мировой истории а	1	1
76	картина мира которая может	1	1
77	в едином но сложном	1	1
78	уж это вы из	1	1
79	того и другого проблематично	1	1
80	традиционно комическую карнавальную пару	1	1
81	апокалипсис с книгой бытия	1	1
82	иваном иванычем в своих	1	1
83	в обрамляющем тексте в	1	1
84	личного счастья общеинтересными в	1	1
85	шагом природного социального или	1	1
86	и главное действующее лицо	1	1
87	утраченной стабильности открытого спектра	1	1
88	то потому что к	1	1
89	солидарность двух равнодостойных не	1	1
90	друг на друга на	1	1
91	исчерпывается однако она тут	1	1
92	подчеркнуто в финале привходящими	1	1
93	не было и не	1	1
94	повторяются ситуации и мотивы	1	1
95	различные и по длительности	1	1
96	говорящий ни слушающий не	1	1
97	диалогический момент в [...]	1	1
98	мифов-нарраций никогда не было	1	1
99	ту самую коммуникативную ситуацию	1	1
100	есть одновременно а закономерное	1	1
101	засыпает а слушатель которого	1	1
102	историях исчерпывается однако она	1	1
103	как сегмента исторического процесса	1	1
104	не что иное как	1	1
105	и в этом случае	1	1
106	они сходятся в новом	1	1
107	не было в предыдущих	1	1
108	общения это непосредственное воспроизведение	1	1
109	оставляет читателю апеллируя к	1	1
110	однако она тут же	1	1
111	она тут же возобновляется	1	1
112	нем осуществляется прямолинейная оценка	1	1
113	фактов и как ряда	1	1
114	четкий и двусмысленный четкий	1	1
115	от лат iteratio повторение	1	1
116	взаимно исключающих хотя и	1	1
117	момент в [...] смысл	1	1
118	аффективное состояние получателя которое	1	1
119	в нем осуществляется прямолинейная	1	1
120	этом первые два рассказчика	1	1
121	не рассказывает а показывает	1	1
122	своем собственном мире напротив	1	1
123	содержание и того и	1	1
124	нарративность в качестве способности	1	1
125	рассказе о ней мифов-нарраций	1	1
126	опыт присутствия в мире	1	1
127	о своем как будто	1	1
128	рассказывания в этом последнем	1	1
129	укладом своей жизни напоминает	1	1
130	его поступки только раскрывают	1	1
131	только в учебниках по	1	1
132	полюс подлинного положителен по	1	1
133	истине красоте и т.п	1	1
134	события эти происходят в	1	1
135	ивана иваныча и только	1	1
136	дело рассказ алехина хотя	1	1
137	обстоит дело например в	1	1
138	глухи к ответной реакции	1	1
139	хорошо известными слушателям чего	1	1
140	обстоятельствах восприятия и обсуждения	1	1
141	в речевой практике общения	1	1
142	в греческой античности диегесис	1	1
143	но этико-интеллектуальное содержание и	1	1
144	стенографическая передача карикатурное передразнивание	1	1
145	человек как ключевой фактор	1	1
146	как слушатели-читатели события эти	1	1
147	что и буркин и	1	1
148	а предмет разговора стали	1	1
149	в рассказе о ней	1	1
150	формирует все необходимые предпосылки	1	1
151	историзма располагается между двумя	2	1
152	и тех же фактов	1	1
153	только в перформативной установке	1	1
154	создает наррацию ибо анарративная	1	1
155	пиететное цитирование стенографическая передача	1	1
156	как произведение в его	1	1
157	сердились друг на друга	1	1
158	две внутритекстовые наррации разобщают	1	1
159	доктрин трактуемой ими исторической	1	1
160	событий и доктриной процессуальности	1	1
161	а закономерное явление природы	1	1
162	котором рассказано в произведении	1	1
163	произведении и событие самого	1	1
164	рода миниатюра большой интриги	1	1
165	вследствие непроизвольно возникающей солидарности	1	1
166	ответ на правильно поставленный	1	1
167	сами участвуем как слушатели-читатели	1	1
168	красоте и т.п и	1	1
169	всякий раз спокойно засыпает	1	1
170	том что и буркин	1	1
171	знакомством с повествовательной традицией	1	1
172	стали говорить о любви	1	1
173	этой двойственности методологическое поле	1	1
174	не может передать оборотов	1	1
175	в разных концах гостиной	1	1
176	индивида и его поступки	1	1
177	всякая литературная интрига своего	1	1
178	в связи с кристаллизацией	1	1
179	полярными доктринами доктриной событийности	1	1
180	точно сердились друг на	1	1
181	алехина неожиданно объединяет собеседников	1	1
182	объединены в едином но	1	1
183	формировать культурную память как	1	1
184	и событие самого рассказывания	1	1
185	иваныч говорят о своем	1	1
186	а не в рассказе	1	1
187	но именно солидарность двух	1	1
188	от их жизненного опыта	1	1
189	же самое следует сказать	1	1
190	новом третьем мире мире	1	1
191	связная сюжетная цепь воспроизводилась	1	1
192	понимание входит как диалогический	1	1
193	представляет собой грандиозную интригу	1	1
194	нем повторяются ситуации и	1	1
195	обозначить как произведение в	1	1
196	установка [...] наблюдателя упраздняет	1	1
197	в том что и	1	1
198	воспроизведение чужих высказываний пиететное	1	1
199	как ряда исторических событий	1	1
200	и т.п и требующий	1	1
201	завершения ответ на правильно	1	1
202	к этому времени наррация	1	1
203	непредсказуемых событий и доктриной	1	1
204	по мысли поля рикёра	1	1
205	тайны личного счастья общеинтересными	1	1
206	в слове писал бахтин	1	1
207	рассказа буркина сидели в	1	1
208	целого но заключительный акт	1	1
209	следствие овладения понятийным мышлением	1	1
210	после рассказа ивана иваныча	1	1
211	на друга на утро	1	1
212	концепции нарративности как событийности	1	1
213	событии которое мы можем	1	1
214	ни говорящий ни слушающий	1	1
215	открытого спектра вариантов жизненного	1	1
216	самую коммуникативную ситуацию какой	1	1
217	отнюдь не сводится к	1	1
218	непроизвольно возникающей солидарности взаимодействующих	1	1
219	в даме с собачкой	4	1
220	никогда не было и	1	1
221	рассказчика-охотника своими портретными характеристиками	1	1
222	и моральной ответственности в	1	1
223	третьего рассказа оказались хорошо	1	1
224	двух равнодостойных не соподчиненных	1	1
225	отношения с адресатом как	1	1
226	сознаниях получает дальнейшее развитие	1	1
227	и буркиным и иваном	1	1
228	интриги соединяющей апокалипсис с	1	1
229	искусно формирует все необходимые	1	1
230	но сложном событии которое	1	1
231	прямолинейная оценка [...] в	1	1
232	проблематика тайны личного счастья	1	1
233	иваныча и только третья	1	1
234	опыта иное дело рассказ	1	1
235	первые две внутритекстовые наррации	1	1
236	порицают своих персонажей решительно	1	1
237	алехин укладом своей жизни	1	1
238	как уже говорилось выше	1	1
239	к истине красоте и	1	1
240	оценка [...] в нем	1	1
241	в той или иной	1	1
242	возобновляется в обрамляющем тексте	1	1
243	решительно отстраняются от их	1	1
244	интрига своего рода миниатюра	1	1
245	вы из другой оперы	1	1
246	собой грандиозную интригу мировой	1	1
247	иное дело рассказ алехина	1	1
248	разобщают молчали точно сердились	1	1
249	ну уж это вы	1	1
250	ряда возбуждающем некие рецептивные	1	1
251	бахтину нельзя понять со	1	1
252	т.п и требующий ответного	1	1
253	повседневная практика общения доступна	1	1
254	доверия к чужому слову	1	1
255	фрейденберг и создает наррацию	1	1
256	на утро после рассказа	1	1
257	самое следует сказать и	1	1
258	разные времена различные и	1	1
259	перед нами два события	1	1
260	апеллируя к его коммуникативной	1	1
261	своей судьбы они едины	1	1
262	не отделен от своей	1	1
263	и доктриной процессуальности история	1	1
264	видов не только словесные	1	1
265	в концовке рассказа они	1	1
266	в любви рассуждать исходя	1	1
267	построений зрелого чехова всегда	1	1
268	наррации разобщают молчали точно	1	1
269	напряжении событийного ряда возбуждающем	1	1
270	и только третья рассказ	1	1
271	состояние получателя которое возникает	1	1
272	ней мифов-нарраций никогда не	1	1
273	же время они неразрывно	1	1
274	это непосредственное воспроизведение чужих	1	1
275	жизненного опыта иное дело	1	1
276	происходят в разные времена	1	1
277	возникающей солидарности взаимодействующих сознаний	1	1
278	истории а всякая литературная	1	1
279	цепь воспроизводилась древними писателями	1	1
280	или не нужно рассуждать	1	1
281	двух историй в лугановиче	1	1
282	событийного ряда возбуждающем некие	1	1
283	последнем мы и сами	1	1
284	но на этот раз	1	1
285	объединяет собеседников дело в	1	1
286	с адресатом как иерархические	1	1
287	как будто просил лично	1	1
288	что к этому времени	1	1
289	едины судьба выражает внеличную	1	1
290	в обстоятельствах восприятия и	1	1
291	и его поступки только	1	1
292	интерпретациях одних и тех	1	1
293	что нарративность в качестве	1	1
294	подчинение не дублирование но	1	1
295	едином но сложном событии	1	1
296	предыдущих повествованиях а предмет	1	1
297	открытым вопрос следует ли	1	1
298	известную долю адекватности обеих	1	1
299	всех видов не только	1	1
300	практике общения это непосредственное	1	1
301	необратимых и непредсказуемых событий	2	1
302	нельзя понять со стороны	1	1
303	чехова всегда одновременно четкий	1	1
