N	2gram	Vygotskiy_	Dialekti
1	не есть	4	181
2	и не	18	120
3	по себе	8	79
4	а не	14	78
5	и в	33	77
6	точки зрения	27	72
7	может быть	15	71
8	не только	28	66
9	значит что	6	61
10	то что	48	59
11	и есть	8	55
12	это значит	5	54
13	ничего не	6	54
14	не может	31	53
15	и даже	3	47
16	с точки	12	46
17	что это	1	46
18	есть нечто	1	46
19	так как	20	46
20	потому что	40	45
21	как бы	11	43
22	и что	18	42
23	ни в	1	42
24	не имеет	7	41
25	вовсе не	2	41
26	в том	44	40
27	в этом	43	39
28	то же	12	39
29	что такое	6	39
30	что она	3	38
31	это есть	5	38
32	в себе	4	38
33	что он	40	37
34	том что	41	37
35	прежде всего	5	37
36	так что	8	36
37	это не	8	36
38	она есть	1	35
39	что в	33	34
40	в нем	10	34
41	и все	2	33
42	того что	34	33
43	но и	14	32
44	ясно что	2	31
45	все это	2	31
46	сказать что	18	30
47	отнюдь не	2	30
48	и как	7	30
49	было бы	18	29
50	так и	8	29
51	как и	13	28
52	никогда не	10	27
53	в виду	4	26
54	не в	10	26
55	сама по	4	26
56	говорить о	3	25
57	учение о	3	25
58	и то	9	25
59	есть только	1	25
60	есть не	3	25
61	но это	4	24
62	если бы	13	24
63	таким образом	30	23
64	в то	5	23
65	это и	3	23
66	что оно	9	23
67	но что	6	22
68	я не	6	22
69	что не	2	21
70	в чем	10	21
71	должна быть	7	21
72	допустим что	1	21
73	она не	2	21
74	и с	7	20
75	о том	13	20
76	что и	11	20
77	что все	9	20
78	только в	21	20
79	в каком	2	20
80	совершенно не	5	20
81	только тогда	5	20
82	как раз	5	20
83	в самом	10	19
84	не менее	4	19
85	не существует	1	19
86	в своем	11	19
87	как же	2	19
88	и притом	2	19
89	и это	3	19
90	как это	11	19
91	тогда когда	10	19
92	что мы	11	19
93	и его	6	19
94	хотя бы	5	18
95	не что	2	18
96	с другой	11	18
97	что иное	2	18
98	ни на	3	18
99	что же	2	18
100	жизни и	2	18
101	иное как	2	18
102	можно сказать	7	17
103	в сущности	17	17
104	той или	1	17
105	должно быть	10	17
106	в основе	12	17
107	но если	7	17
108	кроме того	2	16
109	то это	2	16
110	одно и	2	16
111	к нему	4	16
112	только не	7	16
113	есть просто	1	16
114	тем не	1	16
115	или не	2	16
116	сам по	1	16
117	само по	2	16
118	в своей	5	16
119	да и	1	16
120	нет ничего	1	16
121	мы не	6	16
122	об этом	1	16
123	только что	6	15
124	все же	5	15
125	так же	22	15
126	то в	7	15
127	несмотря на	3	15
128	мы уже	4	15
129	но только	4	15
130	как таковой	2	15
131	самом деле	9	15
132	хотя и	1	15
133	сознания и	3	15
134	в виде	3	15
135	также и	2	15
136	и о	1	15
137	на то	6	15
138	или нет	1	14
139	с ним	6	14
140	не было	1	14
141	и ее	2	14
142	и потому	3	14
143	и только	4	14
144	же это	1	14
145	и к	7	13
146	говорит о	4	13
147	другой стороны	9	13
148	отличается от	2	13
149	что именно	4	13
150	не то	5	13
151	что они	8	13
152	время как	4	13
153	и следовательно	7	13
154	в смысле	3	13
155	он не	13	13
156	в силу	14	13
157	с ее	1	13
158	но в	9	13
159	мы находим	1	13
160	не могу	1	13
161	в ней	2	13
162	именно в	8	12
163	с этим	9	12
164	вопрос о	15	12
165	не говорит	3	12
166	но как	6	12
167	но не	13	12
168	даже не	1	12
169	могут быть	7	12
170	никак не	6	12
171	не могут	7	12
172	перед нами	1	12
173	еще не	11	12
174	и тогда	1	12
175	все равно	2	12
176	все эти	9	12
177	тем более	5	12
178	и может	4	12
179	а в	5	12
180	что если	6	11
181	в них	3	11
182	как только	4	11
183	в данном	4	11
184	только на	3	11
185	что я	4	11
186	быть в	3	11
187	и тем	5	11
188	должны быть	2	11
189	из них	6	11
190	тех или	2	11
191	не значит	1	11
192	можно только	2	11
193	мы говорим	4	11
194	от того	8	11
195	мы имеем	4	11
196	или в	1	11
197	есть в	2	11
198	нисколько не	2	11
199	его не	1	11
200	мы должны	13	11
201	только то	4	11
202	в одну	1	11
203	во всем	2	10
204	с этой	8	10
205	в результате	9	10
206	в жизни	2	10
207	к тому	14	10
208	во всяком	4	10
209	для того	20	10
210	в меру	4	10
211	мы видим	6	10
212	это будет	2	10
213	в ее	1	10
214	от этого	1	10
215	себе и	1	10
216	а потом	1	10
217	только потому	1	10
218	и для	3	10
219	если же	1	10
220	что для	2	10
221	за пределы	4	10
222	оно не	2	10
223	то и	2	10
224	если мы	9	10
225	в его	15	10
226	возможно только	2	10
227	в их	4	10
228	это было	1	10
229	в частности	9	10
230	как мы	20	10
231	как будто	2	10
232	и уже	1	10
233	или по	1	9
234	при этом	9	9
235	тому что	14	9
236	случае не	2	9
237	не как	3	9
238	в этих	7	9
239	и на	11	9
240	в котором	2	9
241	ничто не	3	9
242	в одном	3	9
243	и когда	1	9
244	точка зрения	8	9
245	и он	3	9
246	мы можем	15	9
247	не нуждается	1	9
248	же как	9	9
249	бы в	6	9
250	на этом	8	9
251	иметь в	1	9
252	общего с	3	9
253	и по	5	9
254	утверждать что	1	9
255	была бы	1	9
256	подобно тому	6	9
257	с ними	4	9
258	то время	4	9
259	как о	1	9
260	и более	8	9
261	той же	7	9
262	всех этих	1	9
263	и от	2	9
264	или иной	1	9
265	а если	2	9
266	как он	7	9
267	в истории	3	9
268	тому как	6	9
269	от него	3	8
270	даже в	1	8
271	в отношении	18	8
272	вопрос об	4	8
273	но все	2	8
274	теперь мы	1	8
275	вот почему	3	8
276	уже о	2	8
277	чего не	2	8
278	уже и	1	8
279	то как	3	8
280	всегда и	1	8
281	так то	1	8
282	все время	3	8
283	себя в	4	8
284	с одной	10	8
285	это мы	3	8
286	по одному	5	8
287	что эта	7	8
288	этом смысле	5	8
289	в этой	8	8
290	что есть	1	8
291	или иначе	1	8
292	в одной	2	8
293	один из	4	8
294	и из	2	8
295	не на	5	8
296	но вот	1	8
297	ничего общего	6	8
298	когда мы	4	8
299	при помощи	1	8
300	в сфере	9	8
301	и значит	1	8
302	у нас	4	8
303	на самом	3	8
304	того или	1	8
305	но она	1	8
306	все что	2	7
307	мы и	6	7
308	говоря уже	1	7
309	как она	3	7
310	тем что	12	7
311	зависимости от	3	7
312	мы получаем	1	7
313	но он	8	7
314	на первый	2	7
315	об отношении	2	7
316	как на	4	7
317	он сам	2	7
318	что существует	1	7
319	что уже	3	7
320	и сама	1	7
321	связи с	9	7
322	не знает	6	7
323	во внимание	4	7
324	но для	3	7
325	в конце	3	7
326	в связи	6	7
327	а только	8	7
328	то ни	1	7
329	и ничего	1	7
330	и при	4	7
331	из которых	3	7
332	сами по	1	7
333	заключается в	15	7
334	отношения к	2	7
335	как в	7	7
336	со стороны	3	7
337	же есть	1	7
338	только одно	1	7
339	и больше	1	7
340	не потому	1	7
341	без всякого	2	7
342	с его	3	7
343	он должен	9	7
344	на что	1	7
345	что этот	1	7
346	думать что	1	7
347	не говоря	1	7
348	и их	4	7
349	из этих	2	7
350	так чтобы	1	7
351	тем самым	13	7
352	нуждается в	3	7
353	эти два	1	7
354	более не	1	6
355	о чем	3	6
356	более или	1	6
357	в природе	1	6
358	уже в	4	6
359	есть миф	1	6
360	одной стороны	10	6
361	в другом	7	6
362	в себя	4	6
363	но они	2	6
364	сущности и	1	6
365	в зависимости	2	6
366	во всех	3	6
367	она в	1	6
368	для своего	1	6
369	по своей	7	6
370	в которой	8	6
371	можно было	11	6
372	друг другу	2	6
373	не отличается	1	6
374	от всякого	2	6
375	с тем	9	6
376	и они	1	6
377	вместе с	9	6
378	никто не	2	6
379	себя и	2	6
380	может не	3	6
381	о котором	1	6
382	еще и	3	6
383	того чтобы	26	6
384	не быть	1	6
385	из сферы	1	6
386	на основании	2	6
387	имеет никакого	1	6
388	мог бы	1	6
389	всяком случае	2	6
390	для него	9	6
391	они не	7	6
392	того как	6	6
393	ее в	3	6
394	то мы	1	6
395	с их	4	6
396	знания и	2	6
397	но с	2	6
398	по существу	5	6
399	вообще не	5	6
400	может только	1	6
401	по своему	4	6
402	его в	6	6
403	или менее	1	6
404	мере в	5	6
405	может иметь	3	6
406	показывает что	9	6
407	это как	1	6
408	дело не	2	6
409	не с	2	6
410	оказывается что	1	6
411	стороны и	3	6
412	на всю	2	6
413	идет речь	1	6
414	этой точки	7	6
415	в один	1	6
416	отношение к	12	6
417	и прежде	1	6
418	для этого	3	6
419	и совершенно	1	6
420	больше того	3	6
421	в той	8	5
422	в сферу	2	5
423	есть прежде	1	5
424	а есть	1	5
425	до сих	3	5
426	их не	1	5
427	в своих	5	5
428	или на	2	5
429	если он	4	5
430	например в	1	5
431	их в	3	5
432	мы только	1	5
433	тем или	2	5
434	речь идет	1	5
435	но мы	7	5
436	или только	1	5
437	и той	3	5
438	одной и	3	5
439	может ли	2	5
440	как я	3	5
441	знание и	1	5
442	к этому	7	5
443	нет никаких	2	5
444	уже по	5	5
445	и становится	1	5
446	есть также	1	5
447	едва ли	2	5
448	гораздо более	1	5
449	все его	1	5
450	что у	4	5
451	нельзя сказать	1	5
452	после этого	1	5
453	в качестве	13	5
454	тому же	3	5
455	и другое	5	5
456	что его	2	5
457	в понятии	1	5
458	в свете	4	5
459	и у	1	5
460	сих пор	3	5
461	действительности и	1	5
462	в целях	2	5
463	на нем	2	5
464	но так	1	5
465	мы всегда	1	5
466	же мы	2	5
467	независимо от	3	5
468	в него	1	5
469	одного и	9	5
470	были бы	1	5
471	от нее	1	5
472	если в	4	5
473	известно что	2	5
474	почти не	1	5
475	из того	12	5
476	же что	1	5
477	с целью	1	5
478	учения о	2	5
479	одинаковой мере	2	5
480	и так	1	5
481	том смысле	1	5
482	сравнению с	9	5
483	которая не	1	5
