N	4gram	Losev_Prob	StatiiOP
1	дело в том что	3	9
2	заключается в том что	4	6
3	в то время как	6	5
4	о том что он	1	4
5	в том смысле что	4	3
6	это не значит что	1	3
7	во всяком случае не	2	3
8	если принять во внимание	1	3
9	не имеет ничего общего	3	3
10	в том что он	1	3
11	имеет ничего общего с	1	3
12	и тем не менее	6	3
13	одним и тем же	1	3
14	и в этом случае	3	2
15	в том что и	1	2
16	при таком положении дела	1	2
17	в том числе и	1	2
18	с точки зрения их	1	2
19	и в то же	2	2
20	и т д и	5	2
21	но с другой стороны	2	2
22	все более и более	1	2
23	бы то ни было	4	2
24	в том что этот	1	2
25	в той или иной	7	2
26	ни в каком случае	5	1
27	во что бы то	1	1
28	собой разумеется что в	1	1
29	том смысле что он	1	1
30	само по себе не	1	1
31	несомненно и то что	1	1
32	но сами по себе	1	1
33	до сих пор мы	2	1
34	каких бы то ни	1	1
35	поскольку речь идет о	1	1
36	сказать несколько слов о	1	1
37	точно так же и	1	1
38	и т д в	1	1
39	с тем что мы	1	1
40	для того чтобы не	1	1
41	и т д конечно	1	1
42	ни в каком смысле	1	1
43	в то или иное	1	1
44	не может быть и	1	1
45	с этой точки зрения	1	1
46	что бы то ни	1	1
47	в каком случае не	4	1
48	как мы видели выше	1	1
49	в связи с этим	1	1
50	вовсе не так уж	1	1
51	но это не значит	1	1
52	в каком смысле не	1	1
53	может быть даже и	2	1
54	можно даже сказать что	1	1
55	за то что тот	1	1
56	тем не менее в	3	1
57	также и то что	5	1
58	достаточно привести хотя бы	1	1
59	себе отчет в том	2	1
60	только в том что	1	1
61	нечего и говорить о	2	1
62	само собой разумеется что	1	1
63	здесь дело не в	1	1
64	мы до сих пор	1	1
65	отчет в том что	2	1
66	одной и той же	1	1
67	и т д во	1	1
68	полтава и медный всадник	1	1
69	может быть и речи	1	1
70	т д и т	5	1
71	ответ на этот вопрос	1	1
72	может быть и очень	1	1
73	одно и то же	3	1
74	той или иной мере	3	1
75	и говорить о том	2	1
76	не может быть никакого	1	1
77	в каждой из них	1	1
78	свидетельствует о том что	1	1
79	с другой стороны и	1	1
80	у нас не было	1	1
81	о котором говорилось выше	1	1
82	все это уже не	1	1
83	бы то ни стало	1	1
84	тем не менее и	1	1
85	а иной раз даже	1	1
86	и т д все	1	1
87	говорить о том что	2	1
88	т д все это	1	1
89	так же как и	3	1
90	только тогда когда мы	1	1
91	а может быть даже	2	1
92	с начала до конца	1	1
93	д и т д	5	1
