N	2gram	Voloshinov	Literetu
1	а не	5	50
2	и не	10	47
3	не только	4	46
4	и в	12	44
5	может быть	14	43
6	при этом	6	41
7	но и	3	41
8	в том	6	39
9	в этом	4	38
10	том что	5	32
11	в частности	1	30
12	то что	5	29
13	в качестве	1	27
14	то же	5	26
15	как и	5	23
16	в то	2	23
17	себя в	1	22
18	не в	4	22
19	того что	3	22
20	так и	4	22
21	не может	16	22
22	я и	1	21
23	же время	1	21
24	и т.п	1	20
25	в себе	3	20
26	прежде всего	8	19
27	как бы	13	18
28	с другой	4	17
29	точки зрения	14	17
30	то есть	1	17
31	в его	2	17
32	в жизни	5	16
33	не менее	3	15
34	в русской	1	15
35	только в	6	15
36	в целом	1	15
37	по отношению	11	14
38	уже не	4	13
39	в своем	2	13
40	с одной	2	13
41	как это	2	13
42	но не	2	13
43	и его	13	13
44	в своей	3	12
45	о том	3	12
46	в данном	2	12
47	одной стороны	2	12
48	пути в	1	12
49	еще не	3	12
50	отношению к	11	12
51	в другом	1	11
52	никогда не	5	11
53	в конечном	1	11
54	столь же	1	11
55	вместе с	2	11
56	как в	5	11
57	в основе	1	11
58	с его	2	11
59	данном случае	2	11
60	это не	2	11
61	конечном счете	1	10
62	в ее	1	10
63	что в	2	10
64	и на	4	10
65	жизни в	1	10
66	этом отношении	1	10
67	жизни и	4	10
68	отнюдь не	5	10
69	в области	1	10
70	с этой	2	9
71	к тому	1	9
72	искусства и	2	9
73	связи с	1	9
74	что я	1	9
75	в поэзии	3	9
76	одно из	1	9
77	все же	4	8
78	исходит из	1	8
79	едва ли	2	8
80	с точки	2	8
81	на себя	1	8
82	что не	4	8
83	художественного творчества	3	8
84	особого рода	1	8
85	слова и	6	8
86	но в	5	8
87	уже в	2	8
88	для него	3	8
89	в искусстве	1	8
90	в самом	4	7
91	русской литературе	1	7
92	в одном	1	7
93	другой стороны	2	7
94	именно в	1	7
95	в художественном	3	7
96	для этого	1	7
97	по преимуществу	1	7
98	не как	1	7
99	тому же	2	7
100	он не	2	7
101	и тем	1	7
102	и с	3	7
103	в нем	6	7
104	по своей	1	7
105	до конца	2	7
106	друг друга	1	7
107	и для	3	7
108	перестает быть	2	7
109	у нас	1	7
110	это как	3	7
111	тому как	1	7
112	в виду	5	6
113	например в	1	6
114	культуры в	1	6
115	как на	2	6
116	и он	1	6
117	у него	1	6
118	его в	4	6
119	не было	1	6
120	с жизнью	1	6
121	во всех	1	6
122	было бы	1	6
123	подобно тому	1	6
124	с ее	1	6
125	то в	1	6
126	самом деле	3	6
127	как о	1	6
128	в слове	1	6
129	тем же	1	6
130	и др	5	6
131	и то	2	6
132	в ней	6	6
133	далеко не	1	6
134	как будто	1	6
135	и только	1	6
136	и наконец	3	6
137	и к	4	5
138	хотя бы	5	5
139	в нашем	11	5
140	должно быть	1	5
141	несмотря на	1	5
142	ни было	4	5
143	тем не	3	5
144	не знает	1	5
145	по аналогии	1	5
146	в себя	2	5
147	этой точки	3	5
148	между тем	3	5
149	все более	1	5
150	в словах	1	5
151	себя и	2	5
152	автора и	2	5
153	так как	9	5
154	мы не	3	5
155	в литературе	4	5
156	что и	2	5
157	но уже	1	5
158	место в	2	5
159	не к	3	5
160	более того	2	5
161	но тем	2	4
162	не бывает	1	4
163	в них	3	4
164	читателя и	1	4
165	только для	1	4
166	во всяком	1	4
167	входит в	1	4
168	не должен	1	4
169	не всегда	1	4
170	в руках	1	4
171	только на	3	4
172	не вполне	1	4
173	как мы	1	4
174	него не	1	4
175	к этому	2	4
176	бы то	3	4
177	хотя и	1	4
178	все время	6	4
179	себе и	1	4
180	на этом	1	4
181	ту же	1	4
182	то ни	3	4
183	и что	2	4
184	за пределы	4	4
185	общего с	2	4
186	могут быть	2	4
187	можно сказать	5	4
188	из этого	3	4
189	третьем лице	1	4
190	сводится к	1	4
191	и все	2	4
192	в пределах	3	4
193	бы не	2	4
194	аналогии с	1	4
195	все они	2	4
196	нет ничего	2	4
197	то он	1	4
198	не является	1	4
199	в свою	1	4
200	со всей	1	4
201	художественное произведение	3	4
202	но это	2	4
203	таким образом	12	4
204	в формах	2	4
205	как к	3	4
206	и вот	1	4
207	для нас	7	4
208	и прежде	1	4
209	вовсе не	1	4
210	но при	1	4
211	такой же	2	4
212	нуждается в	3	4
213	художественное творчество	1	4
214	в душе	2	3
215	о чем	1	3
216	окружающей его	1	3
217	в этих	2	3
218	по себе	3	3
219	от всего	1	3
220	и того	1	3
221	во многих	1	3
222	так же	3	3
223	себе в	1	3
224	свою очередь	1	3
225	следующим образом	1	3
226	из трех	1	3
227	с ним	3	3
228	крайней мере	1	3
229	и подобные	2	3
230	к общему	1	3
231	автора героя	1	3
232	а с	1	3
233	отношения между	1	3
234	сознания не	1	3
235	не есть	2	3
236	в чем	2	3
237	поэта с	1	3
238	героя и	5	3
239	же как	1	3
240	и является	4	3
241	произведения в	1	3
242	что для	1	3
243	там где	2	3
244	себе как	1	3
245	художественного события	4	3
246	в особенности	2	3
247	не так	2	3
248	сказано в	1	3
249	должна быть	5	3
250	это уже	1	3
251	мы в	2	3
252	в отношении	2	3
253	и вполне	2	3
254	себе не	1	3
255	не на	1	3
256	можно было	1	3
257	если бы	9	3
258	с ней	1	3
259	так называемый	1	3
260	они не	1	3
261	да и	3	3
262	ничего общего	1	3
263	по крайней	1	3
264	того чтобы	1	3
265	относится к	2	3
266	из его	1	3
267	и тогда	1	3
268	и уже	3	3
269	отношении к	3	3
270	в истории	1	3
271	еще один	1	3
272	как например	1	3
273	в творчестве	3	3
274	между людьми	1	3
275	том же	1	3
276	здесь не	3	3
277	подобные им	2	3
278	к предмету	5	3
279	всяком случае	1	3
280	тот же	1	3
281	ничего не	2	3
282	на самом	4	3
283	все равно	1	3
284	дело в	4	3
285	искусства как	1	3
286	в какой	2	3
287	все эти	3	3
288	за его	2	3
289	и потому	2	3
290	автор герой	1	3
291	а к	2	3
292	на один	2	3
293	как уже	2	3
294	когда он	3	3
295	стороны и	2	3
296	только то	1	3
297	и иных	1	3
298	же самое	2	3
299	отношение к	4	3
300	и о	1	3
301	художественного произведения	7	3
302	искусства в	1	3
303	от него	1	2
304	еще раз	2	2
305	как форма	2	2
306	всей жизни	1	2
307	и героя	6	2
308	на второй	1	2
309	тем как	2	2
310	время не	1	2
311	потому не	1	2
312	в результате	1	2
313	из двух	1	2
314	его носителя	1	2
315	автором и	2	2
316	со специфической	1	2
317	на эту	1	2
318	в котором	3	2
319	поэт и	1	2
320	языка в	1	2
321	это последнее	1	2
322	даже и	1	2
323	только как	1	2
324	словесного творчества	1	2
325	значительной степени	1	2
326	уже и	1	2
327	еще более	1	2
328	о литературе	1	2
329	события со	1	2
330	двух других	1	2
331	сказать что	7	2
332	имеем дело	1	2
333	слово не	1	2
334	тем более	1	2
335	и внешней	1	2
336	для этой	1	2
337	и искусство	1	2
338	вне человеческого	1	2
339	к нему	4	2
340	не зная	1	2
341	и мы	1	2
342	и автора	1	2
343	на протяжении	1	2
344	она как	1	2
345	ты или	1	2
346	по мнению	1	2
347	с другими	2	2
348	о ком	2	2
349	и притом	2	2
350	и некоторые	1	2
351	героя с	1	2
352	быть только	2	2
353	не остается	2	2
354	человек и	1	2
355	остается в	1	2
356	если оно	1	2
357	это прежде	1	2
358	явления в	1	2
359	кажется что	1	2
360	бы они	1	2
361	социальной структурой	1	2
362	но зато	2	2
363	одно и	2	2
364	всех других	1	2
365	того кто	1	2
366	общей для	2	2
367	слова из	1	2
368	в общем	1	2
369	своего героя	1	2
370	и по	3	2
371	в воспринимающем	1	2
372	здесь мы	1	2
373	чтобы не	1	2
374	и ее	3	2
375	та же	1	2
376	к художественному	1	2
377	и который	1	2
378	героя в	1	2
379	тогда когда	2	2
380	была бы	2	2
381	эти и	2	2
382	что они	1	2
383	нашего времени	1	2
384	для них	1	2
385	искусством и	1	2
386	оно не	2	2
387	все то	1	2
388	к его	2	2
389	и было	1	2
390	перед нами	1	2
391	именно такой	1	2
392	это и	1	2
393	и более	3	2
394	в порыве	1	2
395	в значительной	1	2
396	на основе	1	2
397	обойтись без	1	2
398	с которой	1	2
399	для нее	1	2
400	или иных	1	2
401	он как	1	2
402	а лишь	1	2
403	в обществе	1	2
404	им в	1	2
405	но мы	2	2
406	то она	1	2
407	сомневается в	1	2
408	со словом	2	2
409	берет на	1	2
410	мы имеем	2	2
411	непосредственно в	1	2
412	ведь это	1	2
413	от всех	2	2
414	виду не	1	2
415	и без	1	2
416	есть в	1	2
417	при таком	1	2
418	в такой	3	2
419	и художественного	1	2
420	и другого	1	2
421	жизнь и	1	2
422	произведения с	1	2
423	и тех	1	2
424	в таком	1	2
425	она не	2	2
426	что нам	1	2
427	как явление	1	2
428	к которой	1	2
429	в большинстве	1	2
430	на это	2	2
431	за окном	3	2
432	бытия и	1	2
433	тех или	1	2
434	в эти	1	2
435	может и	1	2
436	в лице	1	2
437	не можем	1	2
438	специфической социальной	1	2
439	а эти	1	2
440	является в	1	1
441	только из	1	1
442	автора по	1	1
443	природы это	1	1
444	в момент	2	1
445	эстетическое общение	2	1
446	и продукт	1	1
