N	3gram	Bakhtin_Fr	Tvorches
1	в то же	5	25
2	то же время	5	24
3	там же с	2	12
4	в том что	6	11
5	по нашему мнению	1	10
6	о том что	3	8
7	и в то	2	7
8	не может быть	5	6
9	но в то	2	6
10	в самом деле	1	5
11	в наше время	1	5
12	по отношению к	2	5
13	в xix веке	2	4
14	до сих пор	7	4
15	с точки зрения	6	4
16	в одной из	1	4
17	дело в том	2	4
18	в xx веке	1	4
19	это прежде всего	1	4
20	это как бы	2	3
21	сами по себе	1	3
22	чуть ли не	1	3
23	в отличие от	4	3
24	в известной мере	6	3
25	в ту эпоху	2	3
26	во всяком случае	2	3
27	как и в	1	3
28	с другой стороны	1	3
29	и не может	2	3
30	в году в	2	3
31	он еще не	1	2
32	для того чтобы	2	2
33	в том числе	10	2
34	то есть не	1	2
35	так и в	3	2
36	но при этом	1	2
37	на первом плане	4	2
38	не потому что	1	2
39	в конце концов	1	2
40	потому что он	1	2
41	том числе и	7	2
42	и превращается в	1	2
43	к тому же	1	2
44	не могут быть	2	2
45	так как он	1	2
46	в известном смысле	1	2
47	таким образом и	1	2
48	но это не	1	2
49	в связи с	1	2
50	в одном из	1	2
51	но прежде всего	3	2
52	в году и	1	2
53	только то что	1	2
54	можно сказать что	3	2
55	и многое другое	1	2
56	на этот вопрос	2	2
57	и та же	1	2
58	на самом деле	2	2
59	содержит в себе	2	2
60	это уже не	3	2
61	не только в	5	2
62	как бы ни	2	2
63	в первую очередь	1	2
64	как и у	1	2
65	мы уже говорили	12	2
66	на протяжении всего	5	2
67	нет и не	1	2
68	литературе xvii века	1	1
69	так сказать в	1	1
70	в романе в	1	1
71	в дальнейшем мы	1	1
72	xix века в	1	1
73	некоторые из них	1	1
74	имеет в виду	1	1
75	на деле же	1	1
76	в несравненно большей	1	1
77	как бы вернулся	1	1
78	это тем что	1	1
79	в применении к	3	1
80	человека в его	1	1
81	и многие другие	1	1
82	как бы самое	1	1
83	на французский язык	1	1
84	он вовсе не	1	1
85	это одна из	1	1
86	время в его	1	1
87	мысли и не	1	1
88	целый ряд других	1	1
89	один из них	1	1
90	его в духе	2	1
91	он перестает быть	1	1
92	при этом что	2	1
93	то или иное	1	1
94	в частности с	1	1
95	стерна и жан-поля	1	1
96	так например в	1	1
97	числе и на	2	1
98	он видит в	1	1
99	в духе романтического	1	1
100	он в сущности	1	1
101	и на людей	1	1
102	отношений между людьми	1	1
103	можно жить только	1	1
104	мы знаем что	1	1
105	с самим собой	1	1
106	выпустил в году	1	1
107	для выражения этого	1	1
108	потому что в	1	1
109	именно потому что	1	1
110	а между тем	1	1
111	противоречиво сочетается с	1	1
112	к человеку и	1	1
113	бросается в глаза	1	1
114	это не просто	1	1
115	из тех больших	1	1
116	и далеко не	1	1
117	то есть о	1	1
118	и прежде всего	4	1
119	в этой борьбе	1	1
120	рядом с ним	1	1
121	а затем и	1	1
122	и в других	2	1
123	и как мы	1	1
124	языка и стиля	1	1
125	несмотря на его	1	1
126	нужно сказать что	7	1
127	и всякого рода	1	1
128	что с точки	1	1
129	являются как бы	1	1
130	на самом же	3	1
131	в нем нет	1	1
132	связанные с ними	1	1
133	не только на	1	1
134	или во всяком	1	1
135	вряд ли можно	1	1
136	сих пор еще	4	1
137	роль в создании	1	1
138	над тем что	1	1
139	и в том	2	1
140	и не стал	1	1
141	со смертью и	1	1
142	была для него	1	1
143	в какой-то мере	1	1
144	он выступает против	1	1
145	а как бы	1	1
146	того или иного	1	1
147	и в романе	1	1
148	той или иной	5	1
149	их неразрывном единстве	1	1
150	это вовсе не	1	1
151	и особенно в	1	1
152	самом же деле	3	1
153	прежде всего на	3	1
154	на мир и	1	1
155	он направлен на	2	1
156	но и в	5	1
157	и вот в	1	1
158	как и для	1	1
159	бы самое время	1	1
160	в чем же	1	1
161	карнавального смеха в	2	1
162	в их неразрывном	1	1
163	о человеке которая	1	1
164	так и не	3	1
165	xix века между	1	1
166	в мировой литературе	1	1
167	имеем в виду	2	1
168	было очень сильным	1	1
169	в другом месте	2	1
170	и вовсе не	2	1
171	отвлеченной мысли и	1	1
172	можно определить как	1	1
173	в своей книге	3	1
174	в целом ряде	2	1
175	все более и	1	1
176	в тех же	1	1
177	в г в	1	1
178	с одной стороны	2	1
179	но как бы	1	1
180	и даже в	2	1
181	на точку зрения	1	1
182	уже говорили о	1	1
183	в настоящее время	1	1
184	более и более	1	1
185	мир и на	1	1
186	таким образом в	1	1
187	все это в	2	1
188	но все это	2	1
189	был как бы	1	1
190	между прочим в	1	1
191	в отношении к	1	1
192	в отрыве от	2	1
193	но и на	2	1
194	совершенно не учитывает	1	1
195	это характерно для	1	1
196	с традициями романтического	1	1
197	уже говорили что	3	1
198	только потому что	1	1
199	при всей их	2	1
200	и движущая сила	1	1
201	мы имеем в	1	1
202	то есть его	1	1
203	в большой литературе	1	1
204	и вообще все	1	1
205	в этом случае	1	1
206	еще далеко не	2	1
207	еще не существовало	1	1
208	что в нем	1	1
209	мировой литературы с	1	1
210	и он всегда	1	1
211	одна и та	1	1
212	и в литературе	2	1
213	годов xix века	1	1
214	в предисловии к	1	1
215	не только с	1	1
216	можно только в	1	1
217	и не только	1	1
218	в более широком	1	1
219	до конца и	1	1
220	как и всякая	2	1
