N	2gram	Bakhtin_Fr	Tvorches
1	и в	105	56
2	как бы	33	41
3	в его	24	37
4	в романе	8	34
5	в то	5	30
6	то же	6	25
7	в году	13	24
8	не только	24	24
9	же время	5	24
10	но в	16	24
11	как и	15	23
12	то есть	71	23
13	и не	34	23
14	а в	4	23
15	и его	24	23
16	в этом	22	22
17	что в	4	21
18	в том	17	21
19	он не	3	19
20	том что	9	19
21	может быть	11	19
22	потому что	6	19
23	у него	2	18
24	то что	7	18
25	таким образом	5	17
26	и на	25	17
27	что он	5	17
28	все это	16	17
29	при этом	10	16
30	но и	20	16
31	никогда не	11	16
32	как в	6	16
33	м с	1	16
34	в творчестве	2	16
35	прежде всего	26	16
36	не может	9	16
37	и с	8	15
38	xix века	6	15
39	в мире	1	15
40	но это	5	15
41	в этой	11	15
42	с его	9	15
43	и даже	10	14
44	это не	4	14
45	там же	2	13
46	о том	5	13
47	времени в	1	13
48	а не	1	13
49	в котором	1	12
50	же с	2	12
51	тем самым	1	12
52	в целом	3	12
53	в своей	8	11
54	все же	10	11
55	для него	12	11
56	в самом	7	10
57	представление о	2	10
58	нашему мнению	1	10
59	не в	4	10
60	в конце	3	10
61	только в	16	10
62	в основном	4	10
63	уже в	5	10
64	так и	16	10
65	но не	7	10
66	по нашему	1	10
67	в своих	8	9
68	наряду с	2	9
69	а затем	4	9
70	в изображении	2	9
71	и от	3	9
72	один из	5	9
73	жизни в	8	9
74	человека в	1	9
75	в нем	16	9
76	во многом	3	9
77	даже в	6	8
78	в духе	9	8
79	именно в	6	8
80	не менее	2	8
81	так же	2	8
82	к этому	2	8
83	хотя и	4	8
84	одним из	4	8
85	это уже	4	8
86	вместе с	1	8
87	одной из	3	8
88	еще не	8	8
89	в себе	7	8
90	так как	11	8
91	в их	6	8
92	на его	4	8
93	об этом	2	8
94	вовсе не	25	8
95	человека и	4	8
96	в лице	1	8
97	в этих	6	7
98	и сам	2	7
99	года в	1	7
100	например в	3	7
101	уже не	3	7
102	в дальнейшем	10	7
103	он видит	1	7
104	влияние на	8	7
105	и он	3	7
106	в которой	1	7
107	в чем	2	7
108	своего рода	2	7
109	самом деле	3	7
110	еще более	6	6
111	не столько	1	6
112	и как	2	6
113	на эту	2	6
114	но у	2	6
115	хотя бы	2	6
116	одна из	5	6
117	его в	7	6
118	так что	1	6
119	в терминах	1	6
120	и ее	1	6
121	а потому	1	6
122	с ним	6	6
123	если бы	1	6
124	и все	7	6
125	приводит к	2	6
126	в книге	3	6
127	все эти	15	6
128	ли не	1	6
129	xx века	1	6
130	в бытовой	1	6
131	место в	4	6
132	и другие	10	5
133	из всех	3	5
134	мысли и	4	5
135	в них	13	5
136	что этот	1	5
137	с другой	3	5
138	по отношению	2	5
139	отметить что	2	5
140	в своем	11	5
141	в одной	1	5
142	во всей	4	5
143	из них	7	5
144	что они	2	5
145	на него	2	5
146	в ее	5	5
147	что и	2	5
148	не было	3	5
149	что не	3	5
150	в таком	2	5
151	я не	1	5
152	и это	3	5
153	и у	7	5
154	в наше	1	5
155	если не	1	5
156	между тем	5	5
157	наше время	1	5
158	однако это	1	5
159	на деле	1	5
160	та же	2	5
161	с этим	1	5
162	самим собой	1	5
163	в современном	1	5
164	в истории	5	5
165	начиная с	2	5
166	до конца	4	5
167	в образе	1	5
168	тот же	4	5
169	ничего не	3	5
170	мы не	1	5
171	в литературе	9	5
172	бы не	1	5
173	в виде	1	5
174	но с	2	5
175	но эта	2	5
176	в ту	2	5
177	и по	3	5
178	но его	1	5
179	и других	6	5
180	это как	5	5
181	как он	1	5
182	отношению к	2	5
183	в известной	7	5
184	человеческой души	1	4
185	с этой	1	4
186	говорит о	2	4
187	с собой	1	4
188	на земле	3	4
189	тем что	5	4
190	роль в	6	4
191	в xx	1	4
192	так в	4	4
193	но эти	1	4
194	только на	3	4
195	говорить о	1	4
196	и когда	1	4
197	говорит что	1	4
198	превращается в	6	4
199	не вполне	3	4
200	утверждал что	1	4
201	что все	1	4
202	точки зрения	10	4
203	это значит	1	4
204	это прежде	1	4
205	к нему	5	4
206	мы видим	2	4
207	по преимуществу	3	4
208	и потому	14	4
209	с точки	6	4
210	стремится к	1	4
211	первая часть	1	4
212	не знает	6	4
213	традиции и	1	4
214	который в	1	4
