N	3gram	Bakhtin_Fr	Hudozhes
1	по отношению к	3	10
2	в том что	4	8
3	в то же	12	7
4	то же время	12	7
5	с другой стороны	2	6
6	более или менее	3	6
7	той или иной	1	5
8	в силу своей	1	4
9	мы имеем в	2	3
10	с точки зрения	4	3
11	в этом смысле	1	3
12	имеем в виду	2	3
13	и в самом	1	3
14	в том числе	4	3
15	одного и того	1	3
16	и того же	1	3
17	в связи с	2	3
18	с одной стороны	3	3
19	в той или	1	2
20	в свою очередь	3	2
21	но он не	1	2
22	и прежде всего	2	2
23	до известной степени	1	2
24	это своего рода	1	2
25	в том и	1	2
26	в самом деле	3	2
27	начало и конец	1	2
28	по своей природе	1	2
29	том числе и	2	2
30	в этом мире	1	2
31	а с другой	1	2
32	том что он	1	2
33	в значительной степени	3	2
34	в основе своей	1	2
35	хотя и это	1	1
36	и не быть	1	1
37	может и не	1	1
38	то есть для	1	1
39	бы в точке	1	1
40	все то что	3	1
41	то есть в	6	1
42	в более или	2	1
43	и др в	1	1
44	те и другие	2	1
45	человека и его	1	1
46	в последней главе	4	1
47	с ним как	1	1
48	и тем же	1	1
49	между вещами и	1	1
50	та или иная	1	1
51	между собой в	1	1
52	заключается в том	1	1
53	картина мира где	1	1
54	существенно связаны с	1	1
55	по ту сторону	1	1
56	о том что	4	1
57	в xix веке	1	1
58	есть как бы	1	1
59	в свое время	2	1
60	или иной мере	1	1
61	одной стороны и	1	1
62	в себе и	1	1
63	как и в	2	1
64	и те и	2	1
65	как один из	2	1
66	что одна из	1	1
67	не в состоянии	1	1
68	и многих других	1	1
69	на котором он	1	1
70	не говорит что	1	1
71	друг от друга	1	1
72	существенное значение в	1	1
73	в настоящее время	1	1
74	не совпадает с	1	1
75	в то время	1	1
76	то есть от	1	1
77	в его лице	1	1
78	в одной из	1	1
79	в себе самом	1	1
80	именно потому что	1	1
81	а также в	1	1
82	узком и специфическом	1	1
83	не что иное	1	1
84	а в ее	1	1
85	одним и тем	1	1
86	таким образом и	2	1
87	но в то	3	1
88	содержит в себе	1	1
89	как раз в	1	1
90	и тем самым	1	1
91	в том или	2	1
92	речь идет о	1	1
93	пространственных и временных	1	1
94	к тому же	1	1
95	и по отношению	2	1
96	с самим собой	1	1
97	есть не что	1	1
98	в себе в	1	1
99	в своем стремительном	1	1
100	в новое время	1	1
101	то же самое	1	1
102	и в сущности	1	1
103	особое отношение к	1	1
104	том или ином	2	1
105	что иное как	1	1
106	тогда как в	1	1
107	же время они	1	1
108	как бы в	1	1
109	в узком и	1	1
110	его то есть	2	1
111	нового времени в	1	1
112	из того что	1	1
113	является одним из	1	1
114	по содержанию своему	1	1
115	это и есть	1	1
116	прежде всего в	4	1
117	и в том	1	1
118	ведь это не	1	1
119	внешних и внутренних	1	1
120	и в этой	2	1
121	и др так	1	1
