N	2gram	Voloshinov	KulturaY
1	и в	42	84
2	в том	3	74
3	потому что	7	68
4	не только	28	60
5	точки зрения	11	59
6	в этом	10	57
7	было бы	7	53
8	и не	14	52
9	может быть	13	47
10	что в	1	44
11	том что	3	44
12	того чтобы	7	44
13	в самом	5	41
14	для того	9	41
15	у нас	4	38
16	хотя бы	18	37
17	самом деле	5	37
18	так как	8	36
19	с точки	5	36
20	в области	6	34
21	таким образом	8	33
22	а не	7	33
23	если бы	4	32
24	можно было	4	32
25	не в	6	30
26	и пр	4	30
27	в его	6	30
28	прежде всего	22	30
29	все же	9	29
30	не менее	1	28
31	того что	4	28
32	все эти	3	28
33	уже не	4	26
34	в языке	2	26
35	в силу	1	26
36	то что	9	25
37	вовсе не	2	25
38	не может	13	25
39	вопрос о	2	24
40	с другой	1	24
41	еще не	3	24
42	то же	16	23
43	с помощью	6	23
44	только в	7	23
45	так и	7	23
46	языка в	2	22
47	иными словами	2	22
48	тем не	1	21
49	по себе	1	20
50	и что	1	20
51	но и	16	20
52	тем что	2	19
53	о том	4	19
54	речи в	1	19
55	что он	2	19
56	зависимости от	7	19
57	языка и	4	19
58	что же	8	19
59	но в	5	19
60	и с	5	18
61	с тем	8	18
62	к тому	4	18
63	в сущности	1	18
64	в качестве	4	18
65	связи с	3	18
66	между тем	3	18
67	вместе с	5	18
68	как бы	30	18
69	все это	4	18
70	в той	5	17
71	можно говорить	1	17
72	другой стороны	1	17
73	как это	5	17
74	что это	4	17
75	слова и	5	17
76	о языке	2	17
77	как раз	1	17
78	это не	3	17
79	в виду	3	16
80	в зависимости	7	16
81	что и	3	16
82	тот же	2	16
83	ничего не	8	16
84	но не	2	16
85	при этом	9	15
86	именно в	1	15
87	в нашем	5	15
88	не было	2	15
89	и тем	7	15
90	один из	4	15
91	по отношению	2	15
92	ни к	2	15
93	целый ряд	3	15
94	только потому	2	15
95	того как	1	15
96	а в	5	15
97	лишь в	4	15
98	должно быть	2	15
99	и на	7	14
100	сказать что	3	14
101	хотя и	3	14
102	что такое	4	14
103	в связи	2	14
104	я не	1	14
105	сих пор	2	14
106	в ней	8	14
107	до сих	1	14
108	если мы	4	14
109	как мы	10	14
110	мы имеем	2	14
111	также и	2	14
112	отношению к	2	14
113	к языку	1	13
114	крайней мере	1	13
115	в этой	6	13
116	там где	1	13
117	не могут	1	13
118	в которых	2	13
119	по крайней	1	13
120	той же	7	13
121	для нас	3	13
122	это и	1	13
123	по существу	1	13
124	слово это	2	13
125	в пределах	2	13
126	и его	7	13
127	с этой	1	12
128	говорить о	1	12
129	в результате	1	12
130	того же	1	12
131	ясно что	2	12
132	вопроса о	4	12
133	этот вопрос	2	12
134	тогда когда	1	12
135	как в	3	12
136	речь в	1	12
137	не трудно	1	12
138	этого слова	3	12
139	однако не	1	12
140	для этого	2	12
141	те же	5	11
142	язык как	1	11
143	должен быть	2	11
144	языка как	1	11
145	в своем	1	11
146	речи и	6	11
147	он не	2	11
148	в нем	6	11
149	и здесь	3	11
150	и то	5	11
151	что язык	5	11
152	еще и	2	11
153	совершенно не	3	11
154	из этих	2	11
155	и если	1	11
156	этом отношении	2	11
157	уже в	5	11
158	слова в	6	11
159	в их	2	11
160	в таких	1	11
161	в какой	2	11
162	или иной	6	11
163	в особенности	1	10
164	в речи	1	10
