N	2gram	Propp_Isto	Vladivir
1	и в	44	116
2	то что	16	71
3	и не	19	67
4	у него	7	65
5	не только	17	65
6	в этом	20	53
7	в том	13	52
8	том что	12	51
9	что в	18	48
10	но и	16	47
11	в конце	1	41
12	в его	16	40
13	и с	8	39
14	и даже	4	36
15	сказать что	2	36
16	также и	2	36
17	там же	2	35
18	так что	2	35
19	потому что	18	33
20	что он	29	32
21	еще и	2	32
22	не может	10	31
23	о том	11	30
24	только в	8	30
25	как мы	9	29
26	никогда не	5	29
27	для него	2	29
28	вовсе не	6	27
29	а в	9	27
30	не было	2	26
31	в себе	1	25
32	но в	7	25
33	в то	5	25
34	и то	5	25
35	и его	15	25
36	а также	5	24
37	даже и	2	24
38	точки зрения	3	23
39	между прочим	2	23
40	он не	5	23
41	может быть	31	23
42	что же	1	23
43	он был	2	22
44	ни в	2	22
45	так как	19	22
46	в виде	13	22
47	об этом	6	22
48	в своей	3	21
49	вместе с	26	21
50	а именно	8	20
51	и что	13	20
52	в своем	3	20
53	для нас	6	20
54	прежде всего	7	20
55	не менее	6	19
56	в дальнейшем	6	19
57	и вообще	3	19
58	тем не	6	19
59	таким образом	21	19
60	в течение	2	19
61	так и	9	19
62	и потому	2	19
63	как и	12	18
64	не мог	3	18
65	не в	11	18
66	не был	1	18
67	хотя и	1	18
68	как это	5	18
69	с его	3	18
70	то это	8	17
71	что и	11	17
72	в этой	5	17
73	едва ли	1	17
74	и если	1	17
75	а не	5	17
76	у нас	1	17
77	все же	17	16
78	уже не	14	16
79	к тому	1	16
80	не есть	1	16
81	совсем не	1	16
82	года он	1	16
83	и все	4	16
84	было бы	2	16
85	того что	3	16
86	в котором	2	16
87	и к	3	15
88	то же	9	15
89	в своих	4	15
90	под названием	1	15
91	к этому	5	15
92	в эти	1	15
93	несмотря на	3	15
94	в связи	6	15
95	но это	10	15
96	это было	2	15
97	того же	3	14
98	все эти	11	14
99	мы уже	6	14
100	и на	11	14
101	уже в	4	14
102	и как	5	14
103	во всем	4	13
104	в результате	1	13
105	с тем	9	13
106	можно сказать	2	13
107	так же	14	13
108	не просто	1	13
109	на этот	2	13
110	и от	1	13
111	что это	8	13
112	то время	3	13
113	жизни и	4	13
114	по себе	2	12
115	только на	2	12
116	и это	5	12
117	и у	3	12
118	и по	3	12
119	в нем	10	12
120	то в	2	12
121	если не	4	12
122	всяком случае	1	12
123	ничего не	4	12
124	во всяком	1	12
125	есть только	1	12
126	связи с	10	12
127	мы сейчас	1	12
128	при этом	4	11
129	него в	2	11
130	всякого рода	3	11
131	в данном	3	11
132	хотя бы	2	11
133	в которой	4	11
134	я не	1	11
135	на то	3	11
136	он уже	1	11
137	и здесь	12	11
138	в основном	5	11
139	никак не	1	11
140	еще в	2	11
141	все это	4	11
142	то он	2	11
143	мы должны	7	11
144	и о	2	11
145	в самом	1	10
146	даже в	4	10
147	года в	1	10
148	что все	4	10
149	такого рода	2	10
150	с точки	1	10
151	в качестве	13	10
152	что его	4	10
153	что для	1	10
154	отнюдь не	1	10
155	к нему	5	10
156	с ним	9	10
157	еще не	16	10
158	которую он	1	10
159	в истории	7	10
160	здесь не	3	10
161	о нем	3	10
162	в ней	8	10
163	но не	8	10
164	о чем	6	9
165	и сам	2	9
166	с этим	7	9
167	с другой	11	9
168	мы знаем	12	9
169	но он	2	9
170	а только	1	9
171	но как	2	9
172	а с	2	9
173	не будет	1	9
174	мы будем	1	9
175	из этого	3	9
176	это время	2	9
177	что мы	4	9
178	что если	1	9
179	это не	8	9
180	же время	1	9
181	по существу	2	9
182	что касается	2	9
183	в целом	4	9
184	с этой	4	8
185	это значит	2	8
186	в этих	7	8
187	тем что	12	8
188	в это	3	8
189	можно считать	1	8
190	которой он	2	8
191	в этот	2	8
192	конечно не	1	8
193	себя в	6	8
194	и он	9	8
195	это мы	3	8
196	значит что	2	8
197	как в	11	8
198	со стороны	6	8
199	и и	1	8
200	после смерти	3	8
201	как бы	4	8
202	и для	3	8
203	тот же	1	8
204	xix века	1	8
205	и я	1	8
206	когда он	7	8
207	из этих	5	8
208	отношение к	3	8
209	мы и	3	7
210	к этой	3	7
211	в одном	2	7
212	в них	3	7
213	но все	8	7
214	к ней	2	7
215	на первый	1	7
216	что этот	5	7
217	но даже	2	7
218	на первом	2	7
219	точно так	3	7
220	и мы	3	7
221	мы читаем	2	7
222	выше мы	2	7
223	себе и	2	7
224	даже не	2	7
225	в доме	3	7
226	и есть	3	7
227	мы видели	9	7
228	здесь мы	7	7
229	если бы	5	7
230	но вот	2	7
231	к его	2	7
232	не имеет	4	7
233	в каком	1	7
234	ничего общего	1	7
235	и вот	4	7
236	того чтобы	3	7
237	из его	2	7
238	при помощи	11	7
239	но если	2	7
240	в свое	2	7
241	не без	1	7
242	на его	1	7
243	первый план	1	7
244	в таком	2	7
245	то и	1	7
246	другими словами	4	7
247	и ни	1	7
248	е в	6	7
249	как он	6	7
250	или как	3	7
251	мы бы	1	7
252	по этому	1	7
253	же в	3	7
254	же и	1	6
255	тому что	1	6
256	те же	1	6
257	в виду	1	6
258	другой стороны	10	6
259	его на	5	6
260	для того	3	6
261	видно что	1	6
262	в отличие	1	6
263	на него	10	6
264	он сам	1	6
265	если мы	1	6
266	той же	2	6
267	указать на	1	6
268	по мнению	1	6
269	его в	17	6
270	чем в	1	6
271	не говорит	2	6
272	что она	3	6
273	на себя	4	6
274	время как	3	6
275	в древнем	1	6
276	под влиянием	2	6
277	по своей	1	6
278	главным образом	2	6
279	и из	3	6
280	должен был	1	6
281	но на	1	6
282	на основании	1	6
283	что здесь	9	6
284	данном случае	2	6
285	свидетельствует о	1	6
286	мы не	6	6
287	которых он	1	6
288	а это	1	6
289	всегда был	1	6
290	и всегда	1	6
291	здесь в	1	6
292	знания и	1	6
293	или иначе	1	6
294	к своему	2	6
295	по своему	1	6
296	по его	2	6
297	тем более	1	6
298	отличие от	1	6
299	само собой	1	6
300	в жизни	1	6
301	есть и	3	6
302	от того	1	6
303	такой же	3	6
304	само по	1	6
305	и наконец	2	6
306	что на	1	6
307	есть не	2	6
308	тех кто	1	5
309	говорит о	4	5
310	на эту	1	5
311	но мы	5	5
312	вопрос о	5	5
313	в каких	1	5
314	говорит что	1	5
315	не вполне	1	5
316	как на	3	5
317	и еще	1	5
318	без всякого	1	5
319	быть в	1	5
320	понятие о	1	5
321	из них	4	5
322	что они	3	5
323	во всех	3	5
324	что у	6	5
325	по возвращении	1	5
326	а и	1	5
327	эти три	1	5
328	и тем	7	5
329	лет и	1	5
330	он в	3	5
331	вера в	2	5
332	с которым	3	5
333	в очень	2	5
334	во время	12	5
335	можно только	1	5
336	в частности	9	5
337	один из	6	5
338	утверждает что	1	5
339	сводится к	1	5
340	и так	1	5
341	нет ничего	1	5
342	бог и	1	5
343	в свою	3	5
344	подобного рода	2	5
345	мы имеем	22	5
346	им в	2	5
347	заметить что	1	5
348	увидим ниже	4	5
349	друг друга	5	5
350	что с	2	5
351	ее в	8	5
352	где он	1	5
353	со своим	2	5
354	как нечто	1	5
355	место в	1	5
356	в их	1	5
357	мы находим	1	5
358	этого не	2	5
359	а то	1	5
360	на все	2	5
361	но уже	5	5
362	с самого	1	5
363	она не	7	5
364	но она	1	5
365	далеко не	1	5
366	только то	1	5
367	и часто	1	5
368	еще на	1	5
