N	2gram	Bakhtin_Fr	Literetu
1	а не	2	50
2	и не	13	47
3	не только	11	46
4	и в	73	44
5	может быть	5	43
6	при этом	5	41
7	но и	15	41
8	тогда как	1	40
9	в том	13	39
10	в этом	21	38
11	своего рода	3	37
12	том что	8	32
13	такого рода	1	30
14	в частности	2	30
15	то что	12	29
16	в мире	3	28
17	в качестве	11	27
18	то же	16	26
19	в году	12	26
20	как и	19	23
21	в то	14	23
22	себя в	3	22
23	не в	12	22
24	того что	5	22
25	так и	13	22
26	не может	4	22
27	же время	12	21
28	и т.п	21	20
29	в себе	16	20
30	прежде всего	18	19
31	как бы	15	18
32	с другой	3	17
33	точки зрения	6	17
34	то есть	36	17
35	в его	18	17
36	в жизни	1	16
37	в этой	18	16
38	я не	3	15
39	только в	7	15
40	тем самым	3	15
41	в целом	1	15
42	и даже	4	14
43	по отношению	3	14
44	что он	8	14
45	уже не	2	13
46	в своем	13	13
47	с одной	3	13
48	как это	2	13
49	но не	1	13
50	и его	18	13
51	в своей	4	12
52	о том	13	12
53	в данном	3	12
54	одной стороны	3	12
55	к себе	3	12
56	одним из	3	12
57	еще не	3	12
58	отношению к	3	12
59	а также	8	12
60	в другом	4	11
61	никогда не	6	11
62	и сам	2	11
63	еще в	4	11
64	вместе с	9	11
65	как в	9	11
66	в основе	3	11
67	с его	5	11
68	данном случае	1	11
69	это не	7	11
70	отличие от	1	11
71	а в	10	11
72	даже в	4	10
73	из них	6	10
74	в ее	6	10
75	что в	14	10
76	и на	12	10
77	потому что	9	10
78	этом отношении	3	10
79	жизни и	6	10
80	в области	3	10
81	с этой	4	9
82	на смену	1	9
83	к тому	2	9
84	связи с	5	9
85	один из	5	9
86	что я	1	9
87	одно из	2	9
88	в начале	4	9
89	и т.д	3	9
90	лишь в	2	9
91	же в	2	9
92	в своих	1	8
93	тем что	8	8
94	все же	2	8
95	одна из	7	8
96	того же	7	8
97	едва ли	1	8
98	с точки	4	8
99	как раз	3	8
100	в конце	9	8
101	о себе	1	8
102	а именно	2	8
103	слова и	2	8
104	той же	9	8
105	но в	12	8
106	уже в	9	8
107	для него	7	8
108	xix века	2	8
109	по существу	8	8
110	и как	5	8
111	и я	1	8
112	мира в	6	8
113	в самом	9	7
114	в одном	5	7
115	другой стороны	2	7
116	для всех	3	7
117	именно в	4	7
118	на фоне	1	7
119	для этого	2	7
120	в противоположность	1	7
121	не как	2	7
122	тому же	1	7
123	он не	4	7
124	и тем	3	7
125	и с	17	7
126	в нем	18	7
127	из того	1	7
128	по своей	1	7
129	наконец в	1	7
130	в сфере	1	7
131	до конца	5	7
132	и для	8	7
133	он и	2	7
134	у нас	4	7
135	в их	5	7
136	так в	1	7
137	человека в	3	7
138	и других	3	7
139	это как	1	7
140	а затем	1	6
141	в виду	4	6
142	например в	8	6
143	как на	1	6
144	и он	4	6
145	у него	13	6
146	его в	3	6
147	не было	4	6
148	с жизнью	1	6
149	во всех	13	6
150	в каждом	1	6
151	было бы	5	6
152	с ее	3	6
153	но одновременно	1	6
154	с миром	1	6
155	самом деле	4	6
156	самим собой	1	6
157	как о	5	6
158	в слове	1	6
159	еще и	2	6
160	тем же	1	6
161	одного из	3	6
162	и др	12	6
163	и то	3	6
164	том числе	4	6
165	в ней	10	6
166	далеко не	2	6
167	при всем	1	6
168	как будто	1	6
169	и наконец	6	6
170	и к	6	5
171	к этой	1	5
172	тех кто	2	5
173	в связи	3	5
174	с собой	2	5
175	жизни как	1	5
176	в нашем	2	5
177	как я	4	5
178	он сам	4	5
179	всего в	5	5
180	том чтобы	1	5
181	должно быть	4	5
182	несмотря на	3	5
183	ни было	2	5
184	к жизни	4	5
185	не знает	4	5
186	по аналогии	1	5
187	одном из	5	5
188	в себя	3	5
189	между тем	2	5
190	так что	2	5
191	в силу	1	5
192	обращается к	1	5
193	во втором	1	5
194	в сущности	8	5
195	и одновременно	1	5
196	в романе	10	5
197	в словах	2	5
198	себя и	1	5
199	не с	1	5
200	идет о	1	5
201	и если	1	5
202	автора и	1	5
203	вслед за	1	5
204	так как	9	5
205	мы не	2	5
206	в литературе	5	5
207	как у	3	5
208	что и	6	5
209	но с	3	5
210	но уже	3	5
211	этот путь	1	5
212	однако не	1	5
213	как он	4	5
214	место в	4	5
215	или иной	1	5
216	более того	3	5
217	что было	1	4
218	в них	14	4
219	с тем	2	4
220	только для	1	4
221	в природе	1	4
222	и нет	2	4
223	во всяком	2	4
224	то это	1	4
225	однако его	1	4
226	не должен	1	4
227	не всегда	1	4
228	в руках	4	4
229	только на	2	4
230	свободы от	1	4
231	не вполне	1	4
232	как мы	19	4
233	под названием	1	4
234	во всей	2	4
235	к этому	5	4
236	не мог	2	4
237	хотя и	5	4
238	для своего	1	4
239	все время	4	4
240	что его	2	4
241	себе и	2	4
242	здесь как	2	4
243	с образом	5	4
244	на этом	6	4
245	ту же	3	4
246	и что	5	4
247	за пределы	1	4
248	но без	2	4
249	общего с	1	4
250	силу своей	1	4
251	и есть	3	4
252	из этого	2	4
253	жизни а	1	4
254	о которой	1	4
255	со всеми	4	4
256	от своего	1	4
257	и все	19	4
258	в пределах	1	4
259	отношения к	1	4
260	бы не	1	4
261	аналогии с	1	4
262	все они	7	4
263	нет ничего	1	4
264	то он	2	4
265	не является	1	4
266	тех же	2	4
267	в свою	3	4
268	на том	2	4
269	каждый из	2	4
270	одной из	5	4
271	по этой	1	4
272	но это	3	4
273	таким образом	34	4
274	в формах	3	4
275	как к	1	4
276	свидетельствует о	3	4
277	и вот	3	4
278	для нас	2	4
279	и прежде	2	4
280	на его	1	4
281	в каждой	2	4
282	вовсе не	11	4
283	ко всему	1	4
284	для кого	1	4
285	во второй	3	4
286	такой же	3	4
287	из ведущих	2	4
288	все что	5	3
289	всю ночь	3	3
290	вот она	1	3
291	о чем	2	3
292	мысли и	3	3
293	всем и	2	3
294	в этих	6	3
295	по себе	2	3
296	в первом	1	3
297	мысль о	1	3
298	от всего	1	3
299	мира и	6	3
300	речь идет	1	3
301	и того	1	3
302	со своей	1	3
303	восходит к	1	3
304	душа моя	2	3
305	он был	7	3
306	во многих	2	3
307	времени в	2	3
308	превращается в	2	3
309	так же	11	3
310	себе в	3	3
311	свою очередь	3	3
312	было сказано	1	3
313	и еще	2	3
314	следующим образом	1	3
315	в трактате	2	3
316	а так	1	3
317	который в	1	3
318	с ним	6	3
319	не просто	3	3
320	жизни с	1	3
321	этой же	3	3
322	как от	1	3
323	а с	1	3
324	а за	2	3
325	как таковое	1	3
326	не есть	2	3
327	и перед	1	3
328	во главе	1	3
329	в чем	3	3
330	а для	2	3
331	той или	1	3
332	для его	2	3
333	героя и	1	3
334	к новым	1	3
335	но только	2	3
336	же это	1	3
337	в историческом	3	3
338	над ним	1	3
339	не раз	1	3
340	писал в	1	3
341	он в	2	3
342	что для	1	3
343	в первой	4	3
344	и от	10	3
345	путь и	1	3
346	те кто	2	3
347	там где	1	3
348	в особенности	5	3
349	не так	1	3
350	в столь	1	3
351	в твоей	1	3
352	во время	12	3
353	на страницах	1	3
354	должна быть	3	3
355	был бы	1	3
356	это уже	3	3
357	из которых	2	3
358	мы в	2	3
359	в отношении	6	3
360	целом ряде	1	3
361	и вполне	1	3
362	не на	5	3
363	можно было	4	3
364	с ней	1	3
365	так называемый	3	3
366	где в	1	3
367	из тех	1	3
368	они не	2	3
369	не имеет	4	3
370	да и	1	3
371	не знали	1	3
372	вследствие этого	1	3
373	которая не	1	3
374	ничего общего	1	3
375	по земле	2	3
376	того чтобы	2	3
377	из его	1	3
378	и тогда	1	3
379	и уже	1	3
380	в образах	8	3
381	и до	14	3
382	в истории	3	3
383	еще один	2	3
384	что же	1	3
385	в этот	1	3
386	между людьми	2	3
387	том же	1	3
388	в сознании	1	3
389	здесь не	2	3
390	подобные им	1	3
391	всяком случае	1	3
392	тот же	3	3
393	ничего не	4	3
394	на языке	4	3
395	и перестановок	1	3
396	различие между	1	3
397	ни с	1	3
398	исторической жизни	1	3
399	о нем	3	3
400	ее в	1	3
401	из своих	1	3
402	на самом	2	3
403	с их	1	3
404	а на	4	3
405	этого не	1	3
406	на нее	1	3
407	дело в	2	3
408	в ту	3	3
409	в глубине	1	3
410	а то	1	3
411	все эти	24	3
412	но по	3	3
413	сказать и	2	3
414	и потому	6	3
415	а к	1	3
416	он говорит	2	3
417	также и	6	3
418	одну из	2	3
419	не по	1	3
420	стороны и	1	3
421	и иных	1	3
422	числе и	2	3
423	же самое	1	3
424	отношение к	3	3
425	и о	2	3
426	есть не	2	3
427	в той	8	2
428	он готов	1	2
429	во всем	5	2
430	от него	3	2
431	на границах	1	2
432	и возможностей	1	2
433	его участников	1	2
434	в центре	2	2
435	еще раз	1	2
436	индивидуальной жизни	1	2
437	в свое	2	2
438	потому не	1	2
439	него в	2	2
440	представлений о	3	2
441	и другими	1	2
442	в результате	7	2
443	является по	1	2
444	у кого	3	2
445	изнутри своего	1	2
446	чтобы в	1	2
447	для понимания	1	2
448	а напротив	1	2
449	подобного рода	1	2
450	черты в	1	2
451	я от	1	2
452	начинается с	2	2
453	что по	2	2
454	на эту	1	2
455	роль в	4	2
456	в это	3	2
457	мир и	1	2
458	в самый	2	2
459	так например	2	2
460	искусство и	1	2
461	на первый	2	2
462	за то	4	2
463	действительности в	1	2
464	я вижу	1	2
465	творчества в	1	2
466	в котором	4	2
467	по тем	1	2
468	два момента	1	2
469	даже и	1	2
470	но даже	1	2
471	между двумя	1	2
472	здесь это	2	2
473	значительной степени	3	2
474	уже и	1	2
475	еще более	4	2
476	второй половины	1	2
477	и себя	1	2
478	пути от	1	2
479	сила и	1	2
480	сказать что	4	2
481	для всей	1	2
482	в контексте	1	2
483	и у	7	2
484	быть в	1	2
485	тогда он	1	2
486	речь не	1	2
487	тем более	1	2
488	по поводу	1	2
489	для этой	3	2
490	и искусство	1	2
491	к ее	1	2
492	картину мира	2	2
493	возлагает на	1	2
494	к нему	7	2
495	что у	3	2
496	к человеку	2	2
497	внимание на	2	2
498	и всегда	2	2
499	на войну	1	2
500	в недрах	2	2
501	по мнению	1	2
502	и сама	2	2
503	что вы	1	2
504	но он	8	2
505	и некоторые	1	2
506	не остается	1	2
507	века к	1	2
508	так сказать	5	2
509	заодно и	1	2
510	же касается	1	2
511	природа и	1	2
512	а только	2	2
513	людей в	3	2
514	человека а	1	2
515	бы в	3	2
516	не был	2	2
517	новой сфере	1	2
518	это прежде	3	2
519	нового времени	5	2
520	я должен	1	2
521	в работе	1	2
522	и судьба	2	2
523	годы как	1	2
524	и весьма	2	2
525	явления в	1	2
526	если б	2	2
527	новых и	1	2
528	на нем	1	2
529	одно и	2	2
530	всех других	2	2
531	себе на	1	2
532	и хотя	1	2
533	он пишет	1	2
534	как известно	1	2
535	того кто	1	2
536	что ты	1	2
537	слова из	1	2
538	культуры и	1	2
539	и каждый	1	2
540	человека и	3	2
541	эпохи в	2	2
542	своего героя	4	2
543	и по	4	2
544	в него	4	2
545	чтобы не	1	2
546	и ее	2	2
547	таких же	1	2
548	я рад	3	2
549	однако и	1	2
550	романа с	1	2
551	та же	7	2
552	как с	1	2
553	переходит в	2	2
554	своего времени	3	2
555	героя в	2	2
556	на первом	1	2
557	оно было	3	2
558	и при	1	2
559	и одно	1	2
560	со своим	1	2
561	эти и	1	2
562	что они	2	2
563	сердца и	2	2
564	никак не	1	2
565	есть и	4	2
566	он на	1	2
567	что сам	1	2
568	для них	1	2
569	мог стать	1	2
570	оно не	2	2
571	о природе	1	2
572	все то	3	2
573	борьба с	3	2
574	прошлое и	1	2
575	значение в	2	2
576	от бога	1	2
577	границу между	2	2
578	его сознания	1	2
579	его лице	1	2
580	к его	2	2
581	с ними	4	2
582	целый мир	1	2
583	которого является	1	2
584	свою деятельность	1	2
585	при всех	1	2
586	перед нами	5	2
587	к той	1	2
588	свое время	2	2
589	это и	1	2
590	и более	1	2
591	есть от	1	2
592	в тебе	1	2
593	это мир	1	2
594	в значительной	5	2
595	из этих	1	2
596	так чтобы	3	2
597	есть путь	1	2
598	время в	3	2
599	этот образ	6	2
600	для нее	1	2
601	и об	2	2
602	он как	2	2
603	в совершенно	2	2
604	и наоборот	1	2
605	им в	2	2
606	автора в	1	2
607	не знающий	1	2
608	ко всей	1	2
609	и многих	1	2
610	он все	1	2
611	начиная с	3	2
612	не за	1	2
613	всякий раз	1	2
614	у них	3	2
615	вокруг которого	2	2
616	ему в	2	2
617	второй половине	1	2
618	в первый	1	2
619	мы имеем	2	2
620	xix веке	1	2
621	картина мира	4	2
622	имел в	1	2
623	по этому	4	2
624	раз в	2	2
625	ведь это	3	2
626	историческом времени	1	2
627	от всех	3	2
628	что к	1	2
629	и где	1	2
630	себя а	1	2
