N	2gram	Voloshinov	Problema
1	и в	12	182
2	то есть	1	165
3	и не	10	152
4	вовсе не	1	145
5	то что	5	144
6	не есть	2	113
7	не только	4	104
8	в этом	4	88
9	может быть	14	82
10	в том	6	81
11	том что	5	81
12	только в	6	73
13	сказать что	7	72
14	но и	3	70
15	в виде	1	69
16	у нас	1	68
17	по себе	3	64
18	даже и	1	63
19	не менее	3	58
20	о том	3	57
21	тем не	3	56
22	а не	5	56
23	так и	4	56
24	но в	5	55
25	ни в	3	51
26	для нас	7	50
27	в себе	3	48
28	отнюдь не	5	48
29	и вообще	3	48
30	при помощи	1	47
31	было бы	1	46
32	прежде всего	8	45
33	в своей	3	45
34	что в	2	44
35	в его	2	44
36	не в	4	43
37	все эти	3	43
38	то же	5	42
39	таким образом	12	42
40	если мы	1	42
41	и что	2	40
42	и то	2	40
43	так как	9	40
44	что мы	5	40
45	во всяком	1	39
46	не может	16	39
47	и тем	1	39
48	как бы	13	39
49	в данном	2	38
50	хотя бы	5	37
51	в нем	6	37
52	того что	3	37
53	точки зрения	14	36
54	еще не	3	36
55	и все	2	36
56	когда мы	1	35
57	в виду	5	34
58	уже не	4	34
59	и с	3	34
60	как и	5	34
61	же самое	2	33
62	в таком	1	33
63	не является	1	33
64	здесь не	3	32
65	в то	2	32
66	но не	2	32
67	едва ли	2	32
68	так же	3	31
69	в своем	2	31
70	связи с	1	31
71	но это	2	31
72	все это	3	31
73	ясно что	3	30
74	и для	3	30
75	с другой	4	30
76	настоящее время	2	30
77	в настоящее	2	30
78	все же	4	29
79	можно сказать	5	29
80	перед нами	1	29
81	как мы	1	29
82	данном случае	2	28
83	мы не	3	28
84	есть только	1	28
85	и о	1	28
86	и это	1	27
87	хотя и	1	27
88	ничего общего	1	27
89	ничего не	2	27
90	в результате	1	26
91	другой стороны	2	26
92	крайней мере	1	26
93	да и	3	26
94	как будто	1	26
95	вместе с	2	26
96	по крайней	1	26
97	это не	2	26
98	и его	13	26
99	мы можем	2	25
100	и на	4	25
101	с точки	2	25
102	всяком случае	1	25
103	на самом	4	24
104	тем более	1	24
105	в нашем	11	24
106	и вполне	2	24
107	только и	1	23
108	при этом	6	23
109	в качестве	1	23
110	и притом	2	23
111	и к	4	22
112	вещи и	2	22
113	только на	3	22
114	никогда не	5	22
115	и является	4	22
116	нет ничего	2	22
117	есть в	1	22
118	сам по	1	22
119	его в	4	22
120	что и	2	22
121	в самом	4	21
122	сама по	1	21
123	что всякий	1	21
124	мы должны	1	21
125	и ее	3	21
126	и без	1	21
127	и только	1	21
128	именно в	1	20
129	можно было	1	20
130	и потому	2	20
131	о чем	1	20
132	несмотря на	1	20
133	как о	1	20
134	кроме того	2	19
135	в них	3	19
136	с ним	3	19
137	самом деле	3	19
138	в каком	3	19
139	но если	1	19
140	уже в	2	19
141	то в	1	19
142	в отношении	2	19
143	этом смысле	1	19
144	он не	2	19
145	если бы	9	19
146	как в	5	19
147	как нечто	1	19
148	жизни и	4	19
149	в этих	2	18
150	не было	1	18
151	не существует	1	18
152	в ее	1	18
153	того чтобы	1	18
154	в ней	6	18
155	что они	1	17
156	во всех	1	17
157	значение и	1	17
158	но уже	1	17
159	бесконечное количество	1	17
160	и здесь	2	17
161	мы уже	1	17
162	что здесь	1	17
163	это и	1	17
164	тех или	1	17
165	что она	1	16
166	как это	2	16
167	художественного произведения	7	16
168	для этого	1	16
169	но все	2	16
170	к тому	1	16
171	далеко не	1	16
172	в чем	2	15
173	у него	1	15
174	что не	4	15
175	общего с	2	15
176	и более	3	15
177	на нечто	1	15
178	в частности	1	15
179	искусства и	2	14
180	уже и	1	14
181	что все	1	14
