N	2gram	Ircho_Kome	slovoVRo
1	и в	40	92
2	и т	11	82
3	т п	7	72
4	то есть	1	64
5	может быть	16	59
6	и его	17	59
7	в нем	8	59
8	и не	19	51
9	не только	12	44
10	не может	3	41
11	но и	14	39
12	до конца	3	37
13	в этом	9	36
14	а не	1	34
15	во всех	4	32
16	точки зрения	7	30
17	так и	17	30
18	могут быть	3	29
19	и др	1	29
20	в пределах	1	29
21	в его	8	27
22	все это	7	25
23	как бы	3	24
24	слова и	1	24
25	слово в	1	24
26	то же	7	23
27	и на	9	22
28	в сущности	3	21
29	как в	8	21
30	не в	8	21
31	вовсе не	3	21
32	в то	14	20
33	прежде всего	8	19
34	как мы	5	19
35	с ним	1	18
36	как и	12	18
37	же время	5	18
38	себя в	2	18
39	или иной	1	18
40	таким образом	13	17
41	и даже	5	17
42	все же	7	17
43	в основе	1	17
44	в истории	10	17
45	все эти	1	17
46	в большинстве	2	17
47	при этом	5	16
48	в них	7	16
49	к своему	1	16
50	отличие от	4	16
51	но в	6	16
52	в той	2	15
53	и с	8	15
54	со своим	6	15
55	той или	1	15
56	там где	1	15
57	только в	6	14
58	в отличие	3	14
59	в особенности	1	13
60	отношении к	1	13
61	это не	2	13
62	с другой	7	13
63	с его	4	13
64	рядом с	1	13
65	и следовательно	2	13
66	и для	4	13
67	и к	2	12
68	в отношении	6	12
69	еще не	7	12
70	во всяком	4	12
71	слово как	1	12
72	и потому	1	12
73	или в	5	12
74	точек зрения	2	12
75	а в	9	12
76	отношение к	3	12
77	один из	9	11
78	в этих	5	11
79	большинстве случаев	2	11
80	с ними	2	11
81	для него	1	11
82	с одной	5	11
83	на его	5	11
84	одной стороны	5	11
85	зрения на	2	10
86	и их	3	10
87	и все	4	10
88	т д	4	10
89	в своем	6	10
90	в том	19	10
91	в себе	3	10
92	далеко не	1	10
93	пределах одного	1	9
94	в основном	1	9
95	поэтому и	1	9
96	более или	1	9
97	в своей	3	9
98	конечно не	1	9
99	сказать что	1	9
100	так как	6	9
101	здесь в	4	9
102	его в	6	9
103	одна из	4	9
104	в их	6	9
105	или менее	2	9
106	героя и	1	9
107	и других	7	9
108	и мир	2	9
109	он не	5	9
110	одним из	3	9
111	и от	2	9
112	но не	3	9
113	с ее	2	9
114	к нему	5	9
115	в самом	5	8
116	не на	1	8
117	не могут	1	8
118	зависимости от	1	8
119	в значительной	1	8
120	все время	2	8
121	с этим	5	8
122	в зависимости	1	8
123	человека в	2	8
124	всяком случае	4	8
125	п в	1	8
126	в одной	1	8
127	они могут	1	8
128	в ней	2	8
129	во всем	1	7
130	от него	1	7
131	еще более	2	7
132	но все	4	7
133	о нем	1	7
134	например в	1	7
135	связанные с	2	7
136	том что	19	7
137	перед нами	1	7
138	автора и	1	7
139	значительной степени	1	7
140	друг друга	2	7
141	того же	4	7
142	у него	6	7
143	не было	1	7
144	связи с	3	7
145	в таком	1	7
146	мы уже	1	7
147	его не	1	7
148	также и	1	7
149	ту же	2	7
150	за пределы	2	7
151	с которым	1	7
152	жизни и	4	7
153	в целом	6	7
154	что в	12	6
155	и здесь	6	6
156	дело с	3	6
157	даже в	3	6
158	в одном	10	6
159	ни в	9	6
160	другой стороны	6	6
161	по себе	2	6
162	именно в	5	6
163	роль в	2	6
164	большей или	1	6
165	автор не	1	6
166	по своим	1	6
167	в свою	2	6
168	наконец в	3	6
169	говорить о	3	6
170	и там	1	6
171	в контексте	1	6
172	в качестве	8	6
173	бы и	1	6
174	и единственного	1	6
175	а также	5	6
176	мира и	1	6
177	на этом	3	6
178	хотя бы	2	6
179	между тем	9	6
180	и слова	1	6
181	в новое	2	6
182	или меньшей	1	6
183	он в	1	6
