N	3gram	Tiupa_Lite	Psycholo
1	в том что	15	78
2	для того чтобы	1	70
3	на то что	1	55
4	в самом деле	1	51
5	и т п	2	37
6	о том что	3	34
7	с точки зрения	4	29
8	с одной стороны	8	28
9	в сущности говоря	1	24
10	все то что	1	23
11	не может быть	5	23
12	до сих пор	1	23
13	к тому что	1	20
14	с другой стороны	5	20
15	в том чтобы	1	20
16	на самом деле	1	17
17	с самого начала	1	16
18	в зависимости от	1	15
19	во всяком случае	2	14
20	в этом отношении	5	14
21	можно было бы	2	13
22	и в этом	1	13
23	этой точки зрения	3	12
24	в конце концов	1	12
25	мы никогда не	1	11
26	в конечном счете	8	11
27	подобно тому как	4	11
28	к тому чтобы	1	10
29	с этой точки	3	10
30	только в том	2	10
31	и то что	2	10
32	том что он	1	10
33	в отличие от	6	9
34	в данном случае	6	9
35	что он не	1	9
36	не в состоянии	1	9
37	и то же	1	8
38	речь идет о	3	8
39	по этому поводу	1	8
40	состоит в том	8	7
41	а с другой	2	7
42	только то что	2	7
43	в свою очередь	2	7
44	одно и то	1	7
45	до тех пор	2	6
46	мы не можем	1	6
47	тех пор пока	2	6
48	тем не менее	4	6
49	не только в	4	6
50	в первый раз	2	5
51	в евгении онегине	1	5
52	в целом ряде	2	5
53	и в частности	1	5
54	в каком отношении	1	5
55	в лучшем случае	1	5
56	том что искусство	1	4
57	и того же	1	4
58	к тому же	1	4
59	из того что	2	4
60	за то что	2	4
61	и тем же	1	4
62	и когда он	1	4
63	он не может	1	4
64	одного и того	1	4
65	том что в	1	4
66	онегина и татьяны	1	4
67	в произведении искусства	1	4
68	и не может	1	4
69	то есть в	1	4
70	все более и	1	4
71	более и более	1	4
72	одним и тем	1	4
73	только потому что	1	4
74	именно в том	1	4
75	несет в себе	2	4
76	и в сущности	1	4
77	в основе своей	1	4
78	что в ней	1	3
79	в себя и	2	3
80	в русской поэзии	1	3
81	в отношении к	1	3
82	по аналогии с	3	3
83	в последнее время	1	3
84	а не только	1	3
85	по отношению к	4	3
86	имел в виду	2	3
87	дело в том	2	3
88	и в полном	1	3
89	с тем чтобы	1	3
90	не могут быть	1	3
91	может быть это	4	3
92	которые не могут	1	3
93	иметь в виду	1	3
94	при этом как	3	3
95	в наше время	1	3
96	бы то ни	1	3
97	то же время	12	3
98	по тому же	1	3
99	в это время	1	3
100	не может и	1	3
101	том или ином	1	3
102	едва ли не	5	3
103	ничего общего с	2	3
104	в то же	12	3
105	не может стать	1	3
106	во всех этих	1	3
107	в этом случае	2	3
108	мы вместе с	1	3
109	приводит к тому	1	3
110	после того как	1	3
111	одной стороны и	1	2
112	каждого из них	1	2
113	никогда не можем	1	2
114	и не было	1	2
115	а не как	1	2
116	бы не было	1	2
117	так или иначе	8	2
118	но при этом	2	2
119	но может быть	1	2
120	между тем как	1	2
121	в полной мере	1	2
122	и тем самым	2	2
123	во многих случаях	1	2
124	следующим образом если	1	2
125	в первой главе	1	2
126	искусства с точки	1	2
127	в одном из	1	2
128	мы имеем дело	2	2
129	в связи с	4	2
130	в ответ на	1	2
131	той или иной	1	2
132	вместе с ним	1	2
133	по крайней мере	2	2
134	которые могли бы	1	2
135	как один из	1	2
136	при этом не	1	2
137	речевого материала и	1	2
138	несмотря на свою	1	2
139	мы узнаем о	1	2
140	произведение искусства и	1	2
141	это еще не	1	2
142	и казалось бы	1	2
143	и как раз	1	2
144	обстоит дело и	1	2
145	может и не	1	2
146	на задний план	1	2
147	того что они	1	2
148	лишь тогда когда	1	2
149	конечном счете к	1	2
150	все же в	2	2
151	в области искусства	1	2
152	в один из	1	2
153	тех или иных	2	2
154	то ни было	1	2
155	в качестве своего	1	2
156	тем что в	2	2
157	не мог бы	1	2
158	все тот же	1	2
159	с той же	1	2
160	как и для	1	2
161	а потому не	1	2
162	жизни но и	1	2
163	поскольку речь идет	2	2
164	искусства и жизни	1	2
165	на одном из	1	2
166	как мы видели	1	2
167	другой стороны он	1	2
168	он не мог	1	2
169	том что при	1	2
170	то что я	1	2
171	всяком случае в	1	2
172	имеем дело с	1	2
173	а отнюдь не	1	1
174	к действительности не	1	1
175	в той мере	1	1
176	нет ничего кроме	1	1
177	казалось бы не	1	1
178	все той же	2	1
179	что слово это	1	1
180	на себя как	1	1
181	это приводит к	1	1
182	с другой из	1	1
183	в произведение искусства	1	1
184	по отношению ко	2	1
185	органической связи с	1	1
186	дело и с	1	1
187	в частности в	1	1
188	если бы я	1	1
189	в своем составе	2	1
190	в одну из	1	1
191	только в силу	1	1
192	в действительности же	1	1
193	вновь и вновь	1	1
194	в разговоре с	2	1
195	произведения искусства с	1	1
196	но только в	1	1
197	а потому и	1	1
198	не только на	1	1
199	и без остатка	1	1
200	одна из форм	1	1
201	но все же	1	1
202	человека с миром	1	1
