N	3gram	Propp_Isto	Literetu
1	в том что	7	21
2	по отношению к	3	12
3	с одной стороны	11	12
4	не может быть	5	11
5	в данном случае	7	11
6	состоит в том	1	11
7	так или иначе	2	10
8	о том что	9	10
9	с точки зрения	1	8
10	с другой стороны	17	7
11	к тому же	1	6
12	не только в	9	6
13	с этой точки	3	5
14	тем не менее	4	5
15	в том чтобы	2	5
16	этой точки зрения	3	5
17	в связи с	1	5
18	может быть это	1	4
19	и тем самым	1	4
20	то ни было	1	4
21	бы то ни	1	4
22	тогда как в	1	4
23	и то что	1	4
24	и т п	1	3
25	одной стороны и	1	3
26	в самом деле	1	3
27	полном соответствии с	1	3
28	то же самое	1	3
29	только в том	1	3
30	в полном соответствии	1	3
31	на то что	1	3
32	ту или иную	1	3
33	во всяком случае	3	3
34	но с другой	1	3
35	в самом начале	1	2
36	дело не только	1	2
37	знает что он	1	2
38	в первый раз	1	2
39	для того чтобы	1	2
40	и вместе с	3	2
41	а с другой	1	2
42	не могло быть	2	2
43	к тому что	1	2
44	только то что	1	2
45	в другом месте	2	2
46	в этой связи	1	2
47	по тем же	1	2
48	в чистом виде	1	2
49	на вопрос что	1	2
50	вместе с тем	6	2
51	тем что в	1	2
52	но и в	4	2
53	в свое время	1	2
54	в сравнении с	1	2
55	можно было бы	3	2
56	это прежде всего	1	2
57	в этом случае	4	2
58	на первый взгляд	5	2
59	во второй половине	1	2
60	потому что я	1	1
61	но то что	1	1
62	и когда он	1	1
63	что он не	1	1
64	все того же	1	1
65	к тому чтобы	1	1
66	на задний план	1	1
67	почти никогда не	1	1
68	в большинстве случаев	1	1
69	на том что	2	1
70	то что в	4	1
71	свое существование в	1	1
72	может быть наиболее	1	1
73	в сознании людей	1	1
74	и тем более	1	1
75	тем более не	1	1
76	он говорит у	1	1
77	более или менее	3	1
78	вместе с ними	1	1
79	его принадлежности к	1	1
80	и нет необходимости	1	1
81	которая и в	1	1
82	все это будет	1	1
83	все новые и	2	1
84	не знает что	1	1
85	а в том	2	1
86	и некоторые другие	1	1
87	до сих пор	4	1
88	в этом и	2	1
89	в зависимости от	3	1
90	том что в	2	1
91	по ту сторону	1	1
92	в обратном порядке	1	1
93	не в стиле	1	1
94	не так просто	1	1
95	не только на	1	1
96	далеко еще не	1	1
97	не столько о	1	1
98	при этом он	1	1
99	одна из форм	1	1
100	к себе в	2	1
101	сама по себе	1	1
102	а не с	1	1
103	с тех пор	1	1
104	но все же	3	1
105	на его пути	2	1
106	о том как	3	1
107	для этой цели	1	1
108	но это не	3	1
109	а не в	1	1
110	за ним и	1	1
111	в ответ на	3	1
112	после того как	4	1
113	вот в этой	1	1
114	вслед за ним	1	1
115	от меня от	1	1
116	по своей воле	1	1
117	есть своего рода	2	1
118	как бы в	1	1
119	между мужчиной и	1	1
120	приносит в жертву	1	1
121	с того что	3	1
122	и в особенности	1	1
123	не может и	1	1
124	в этом же	1	1
125	как и сам	1	1
126	но уже в	1	1
127	не в состоянии	1	1
128	с появлением нового	1	1
129	на свое место	2	1
130	он не может	1	1
131	вместе с ней	1	1
132	между прочим и	2	1
133	такой же как	2	1
134	уже не может	1	1
135	начинается с того	3	1
136	хотя и не	1	1
137	всегда так или	1	1
138	ведет свое начало	2	1
139	так в этом	1	1
140	в одной из	2	1
141	одной из версий	3	1
142	у того же	1	1
143	всяком случае в	1	1
144	и мн др	1	1
145	другой стороны у	1	1
146	как мы видели	3	1
147	мысль о том	1	1
148	однако и в	1	1
149	только потому что	1	1
150	другой стороны он	2	1
151	во всех этих	6	1
152	он играет с	1	1
153	к этой же	1	1
154	в себе не	1	1
155	том что он	1	1
156	он не мог	1	1
157	мужчиной и женщиной	1	1
158	у него нет	1	1
159	сказать что по	1	1
160	здесь все же	1	1
161	а так как	1	1
162	легко может быть	1	1
163	и не может	1	1
164	по существу в	1	1
165	с тем она	1	1
166	вопрос о том	1	1
167	этом и нет	1	1
168	как он выражается	1	1
169	показывает нам в	1	1
170	с собой в	1	1
171	имеем дело с	1	1
172	мы не можем	2	1
173	новые и новые	2	1
174	убивают своих возлюбленных	1	1
