N	4gram	Vygotskiy_	Problemy
1	в то же время	1	26
2	бы то ни было	1	6
3	в том что он	2	5
4	в то время как	4	3
5	и в этом смысле	1	3
6	одно и то же	3	3
7	одна и та же	2	2
8	дело в том что	2	2
9	ни в чем не	1	2
10	какой бы то ни	1	2
11	на них как на	1	1
12	именно в том что	1	1
13	что до сих пор	1	1
14	например в том что	1	1
15	что с точки зрения	1	1
16	с одной стороны и	1	1
17	остановимся прежде всего на	1	1
18	собственном смысле слова и	1	1
19	с точки зрения того	1	1
20	в зависимости от того	3	1
21	мы видели что в	1	1
22	о том что он	2	1
23	друг к другу как	1	1
24	одного и того же	2	1
25	в собственном смысле слова	2	1
26	к сожалению до сих	1	1
27	с другой стороны мы	2	1
28	один и тот же	1	1
29	и в самом деле	2	1
30	так с самого начала	1	1
31	в прямо противоположном направлении	1	1
32	очень может быть что	1	1
33	заключается в том что	6	1
34	между характером героя и	1	1
35	и именно потому что	1	1
36	но для наших целей	1	1
37	сожалению до сих пор	1	1
38	несмотря на то что	1	1
39	с самого начала в	1	1
40	и т д и	1	1
41	это и есть та	1	1
42	мы должны признать что	2	1
43	которые сами по себе	1	1
44	так же как и	1	1
45	мы могли бы сказать	2	1
46	до сих пор не	1	1
47	искусства и в частности	1	1
48	нельзя не согласиться с	1	1
49	в том или ином	1	1
