N	2gram	Vygotskiy_	StatiiOP
1	и в	37	103
2	в том	47	89
3	том что	42	77
4	в этом	32	76
5	что в	25	74
6	не только	29	60
7	и т	1	51
8	о том	14	47
9	но и	23	46
10	то что	32	44
11	что он	16	42
12	в его	16	42
13	и не	15	41
14	может быть	19	38
15	было бы	12	32
16	т д	1	32
17	в этой	13	31
18	вовсе не	5	31
19	тем что	7	29
20	все это	9	29
21	таким образом	39	28
22	а в	4	27
23	а не	5	27
24	но в	9	26
25	что это	8	25
26	так и	12	25
27	этом отношении	6	24
28	и его	10	24
29	все же	6	23
30	точки зрения	49	23
31	не в	9	23
32	так что	2	23
33	потому что	11	23
34	для того	19	22
35	в которой	6	22
36	как в	7	22
37	того что	28	22
38	прежде всего	12	22
39	у нас	1	22
40	в области	4	22
41	и пр	2	21
42	того чтобы	23	21
43	до сих	4	20
44	это не	5	20
45	в своей	7	19
46	сих пор	4	19
47	в то	7	19
48	только в	8	19
49	в котором	6	18
50	с другой	16	18
51	он не	11	18
52	об этом	6	18
53	не может	16	18
54	в самом	16	17
55	как на	5	17
56	между прочим	1	17
57	самом деле	8	17
58	как бы	16	17
59	в данном	5	17
60	в этих	3	16
61	с этим	8	16
62	сказать что	16	16
63	можно было	6	16
64	если бы	10	16
65	в ней	2	16
66	другой стороны	10	15
67	с тем	8	15
68	как и	20	15
69	по поводу	5	15
70	из этих	6	15
71	у него	2	15
72	я не	4	15
73	и на	8	15
74	например в	1	15
75	в отношении	14	15
76	как раз	8	15
77	для него	5	15
78	также и	2	15
79	то же	12	14
80	но все	3	14
81	так например	1	14
82	к тому	10	14
83	с точки	34	14
84	между тем	10	14
85	и что	11	14
86	в течение	4	14
87	в той	1	13
88	именно в	8	13
89	во всяком	6	13
90	в своем	10	13
91	из них	4	13
92	в качестве	12	13
93	а с	8	13
94	в конце	2	13
95	в нем	2	13
96	вместе с	14	13
97	со стороны	4	13
98	всяком случае	5	13
99	дело в	3	13
100	что касается	1	13
101	жизни и	2	13
102	тому что	6	13
103	в своих	6	12
104	не менее	1	12
105	хотя бы	7	12
106	что у	3	12
107	обстоятельство что	2	12
108	в первой	3	12
109	ни в	6	12
110	как например	2	12
111	так как	11	12
112	что они	5	12
113	в них	5	11
114	в другом	7	11
115	должна была	2	11
116	никогда не	8	11
117	не было	1	11
118	ясно что	2	11
119	и с	10	11
120	и по	3	11
121	того как	6	11
122	вопрос о	11	11
123	все эти	6	11
124	это было	1	11
125	то обстоятельство	2	11
126	на то	11	11
127	на эти	3	10
128	кроме того	1	10
129	не столько	4	10
130	в виду	5	10
131	связь с	2	10
132	речь идет	4	10
133	так же	18	10
134	в целом	29	10
135	что такое	1	10
136	что и	3	10
137	во всех	4	10
138	в каком	3	10
139	в истории	7	10
140	же время	2	10
141	ничего не	6	10
142	ответ на	4	10
143	на вопрос	6	10
144	на самом	4	10
145	по словам	1	10
146	но не	6	10
147	во второй	1	10
148	в частности	8	10
149	в начале	2	10
150	и к	9	9
151	с этой	7	9
152	мне кажется	2	9
153	можно сказать	6	9
154	в одном	5	9
155	говорит что	9	9
156	внимание на	1	9
157	несмотря на	6	9
158	и это	3	9
159	в чем	5	9
160	и тем	8	9
161	что эта	7	9
162	во время	1	9
163	не является	16	9
164	такого рода	1	9
165	что же	3	9
166	и для	3	9
167	для нас	4	9
