N	2gram	Bakhtin_Fr	VrazhdaK
1	в году	12	18
2	не только	11	9
3	в этом	21	8
4	и в	73	8
5	и что	5	8
6	что в	14	7
7	и все	19	7
8	но и	15	7
9	то что	12	7
10	года в	1	7
11	о нем	3	6
12	как и	19	6
13	и даже	4	6
14	и с	17	6
15	в романе	10	6
16	все же	2	6
17	в котором	4	6
18	в начале	4	6
19	в нем	18	6
20	но в	12	6
21	то же	16	5
22	у него	13	5
23	и не	13	5
24	между тем	2	5
25	об этом	2	5
26	в письме	1	5
27	не было	4	5
28	же время	12	5
29	в то	14	5
30	это не	7	4
31	при этом	5	4
32	несмотря на	3	4
33	с ним	6	4
34	для нас	2	4
35	все это	19	4
36	в виду	4	4
37	в своих	1	4
38	что он	8	4
39	уже в	9	4
40	о том	13	4
41	может быть	5	4
42	в ней	10	4
43	целый ряд	4	4
44	в истории	3	4
45	как бы	15	4
46	так же	11	4
47	что у	3	3
48	в его	18	3
49	в том	13	3
50	года он	2	3
51	имел в	1	3
52	его в	3	3
53	раз в	2	3
54	связи с	5	3
55	но он	8	3
56	в связи	3	3
57	я не	3	3
58	и как	5	3
59	далеко не	2	3
60	тем что	8	3
61	речь идет	1	3
62	в чем	3	3
63	матери и	1	3
64	и у	7	3
65	о себе	1	3
66	человека в	3	3
67	в париже	1	3
68	он был	7	3
69	том что	8	3
70	в этот	1	3
71	он не	4	3
72	и уже	1	3
73	в конце	9	3
74	и о	2	3
75	наряду с	1	3
76	что есть	2	3
77	одним из	3	3
78	в своем	13	3
79	с его	5	3
80	и его	18	3
81	к этому	5	3
82	и во	4	3
83	в той	8	2
84	таким образом	34	2
85	начиная с	3	2
86	и то	3	2
87	о влиянии	1	2
88	и он	4	2
89	эти годы	1	2
90	после этого	1	2
91	книгой в	1	2
92	в момент	1	2
93	время и	1	2
94	к себе	3	2
95	с точки	4	2
96	для него	7	2
97	его и	1	2
98	этот момент	2	2
99	о чем	2	2
100	как раз	3	2
101	по мнению	1	2
102	о которой	1	2
103	в них	14	2
104	а также	8	2
105	же в	2	2
106	отношения к	1	2
107	его на	1	2
108	в мире	3	2
109	там же	1	2
110	их в	5	2
111	в своей	4	2
112	рядом с	9	2
113	вместе с	9	2
114	так в	1	2
115	в это	3	2
116	и это	6	2
117	центрального образа	1	2
118	в эту	2	2
119	и стал	2	2
120	на первый	2	2
121	еще не	3	2
122	он пишет	1	2
123	а с	1	2
124	это в	4	2
125	в свою	3	2
126	и т.п	21	2
127	и образы	5	2
128	в письмах	1	2
129	в этой	18	2
130	что к	1	2
131	человека с	2	2
132	при помощи	1	2
133	тогда как	1	2
134	а в	10	2
135	на это	1	2
136	к ним	1	2
137	историю о	1	2
138	отношение к	3	2
139	в одну	4	2
140	этот роман	2	2
141	уже не	2	2
142	году в	1	2
143	из них	6	2
144	в себе	16	2
145	что я	1	2
146	не может	4	2
147	место в	4	2
148	том же	1	2
149	точки зрения	6	2
150	тем более	1	2
151	одна из	7	2
152	в период	1	2
153	время он	1	2
154	он сам	4	2
155	на место	4	2
156	чувств и	1	2
157	в эти	2	2
158	но это	3	2
159	во время	12	2
160	вернулся в	1	2
161	не мог	2	2
162	в него	4	2
163	и ее	2	2
164	никогда не	6	2
165	эти не	1	1
166	в особенности	5	1
167	все в	1	1
168	к сожалению	1	1
169	своего рода	3	1
170	в самом	9	1
171	эпизод не	1	1
172	который их	1	1
173	с большими	2	1
174	во всем	5	1
175	как к	1	1
176	связан с	3	1
177	именно к	1	1
178	так и	13	1
179	что они	2	1
180	романа с	1	1
181	в свое	2	1
182	принимая его	1	1
183	в литературе	5	1
184	все что	5	1
185	ее начало	1	1
186	с последним	1	1
187	для всех	3	1
188	до сих	3	1
189	один из	5	1
190	еще раз	1	1
191	которым он	4	1
192	ему в	2	1
193	этого в	1	1
194	из которых	2	1
195	о новом	1	1
196	сюжет в	1	1
197	ближе к	1	1
198	они не	2	1
199	ни с	1	1
200	исторического момента	1	1
201	не слишком	1	1
202	также что	3	1
203	вскоре после	1	1
204	развитие в	1	1
205	рассказ о	3	1
206	того как	7	1
207	к этой	1	1
208	в основном	2	1
209	приехав в	1	1
210	через несколько	1	1
211	второй половине	1	1
212	знать и	1	1
213	за исключением	1	1
214	собой в	1	1
215	знали что	1	1
216	героя в	2	1
217	что уже	1	1
218	вот она	1	1
219	не будем	2	1
220	он как	2	1
221	или по	1	1
222	еще более	4	1
223	шесть месяцев	2	1
224	к брату	3	1
225	из всех	2	1
226	что это	9	1
227	хотя и	5	1
228	тому назад	1	1
229	он и	2	1
230	романа в	2	1
231	приложенный к	1	1
232	и из	2	1
233	в ее	6	1
234	того что	5	1
235	прямо в	2	1
236	в недрах	2	1
237	в другой	2	1
238	говорит о	2	1
239	в названных	1	1
240	чем у	1	1
241	не страшен	1	1
242	от этой	2	1
243	он собрал	1	1
244	в качестве	11	1
245	и холодным	1	1
246	нас в	3	1
247	него в	2	1
248	не являются	1	1
249	прежде всего	18	1
250	далее в	1	1
251	и другими	1	1
252	к реальному	1	1
253	роман в	1	1
254	это слово	1	1
255	другой стороны	2	1
256	а другие	1	1
257	нет ничего	1	1
258	был знаком	1	1
259	в этих	6	1
260	но на	1	1
261	за это	1	1
262	в их	5	1
263	мы находим	3	1
264	что слово	1	1
265	тому же	1	1
266	есть еще	1	1
267	за что	2	1
268	но с	3	1
269	первая часть	1	1
270	искал в	1	1
271	но весьма	1	1
272	он уже	2	1
273	в духе	4	1
274	конечно в	2	1
275	а за	2	1
276	самим собой	1	1
277	этого не	1	1
278	нем самом	1	1
279	и сам	2	1
280	в одном	5	1
281	их и	2	1
282	чуть было	1	1
283	что за	1	1
284	тот кто	1	1
285	на нее	1	1
286	в будущее	2	1
287	еще в	4	1
288	о своей	1	1
289	предполагать что	2	1
290	но не	1	1
291	в ту	3	1
292	в глубине	1	1
293	легенда о	2	1
294	именно в	4	1
295	о смерти	1	1
296	жизни и	6	1
297	такое же	2	1
298	то время	1	1
299	представление о	3	1
300	в таком	1	1
301	в процессе	3	1
302	в литературу	1	1
303	может в	1	1
304	в жизни	1	1
305	более что	1	1
306	в числе	1	1
307	как говорит	1	1
308	литературе и	2	1
309	этого романа	1	1
310	сходство между	1	1
311	правда в	1	1
312	этого типа	1	1
313	особенно резко	1	1
314	как о	5	1
315	также в	1	1
316	начинается с	2	1
317	в предисловии	1	1
318	вряд ли	1	1
319	интересует другое	1	1
320	период создания	1	1
321	не есть	2	1
322	это время	1	1
323	между прочим	2	1
324	одном из	5	1
325	и перед	1	1
326	как в	9	1
327	оказалось что	2	1
328	смотреть в	1	1
329	о знаменитом	1	1
330	них он	1	1
331	влияния на	2	1
332	следовательно и	2	1
333	роль в	4	1
334	правда не	2	1
335	и крайняя	1	1
336	в речах	1	1
337	по своему	3	1
338	в авторском	1	1
339	и я	1	1
340	никто не	11	1
341	да и	1	1
342	этом романе	1	1
343	его жизни	1	1
344	по его	1	1
345	широкое распространение	1	1
346	ли он	1	1
347	в свете	3	1
348	ему и	1	1
349	о котором	5	1
350	не знали	1	1
351	том как	3	1
352	они как	3	1
353	в условиях	1	1
354	из вариаций	1	1
355	это было	4	1
356	не принимал	1	1
357	по характеру	1	1
