N	3gram	Vygotskiy_	OGranits
1	с точки зрения	12	5
2	не может быть	14	4
3	до тех пор	2	4
4	тех пор пока	2	3
5	одно и то	1	3
6	есть прежде всего	1	3
7	в том что	21	2
8	не что иное	2	2
9	того или иного	1	2
10	в зависимости от	6	2
11	в данном случае	1	2
12	но так как	2	2
13	и то же	1	2
14	есть не что	1	2
15	в самом деле	13	2
16	что иное как	2	2
17	с одной стороны	6	2
18	с другой стороны	7	2
19	с самого начала	1	2
20	мы все же	1	1
21	в процессе творчества	2	1
22	само собой разумеется	1	1
23	и тем что	2	1
24	в узком смысле	1	1
25	не было бы	3	1
26	на самом деле	6	1
27	собственном смысле слова	2	1
28	художественного произведения и	2	1
29	таким образом мы	1	1
30	так же точно	10	1
31	те же самые	2	1
32	и тот же	2	1
33	на всем протяжении	1	1
34	все то что	3	1
35	может быть не	1	1
36	включает в себя	1	1
37	к одному к	1	1
38	его точки зрения	1	1
39	может быть объяснено	2	1
40	что до тех	1	1
41	между тем как	1	1
42	подобно тому как	7	1
43	в значительной мере	1	1
44	в конечном счете	6	1
45	по себе а	3	1
46	это и не	1	1
47	если бы мы	1	1
48	в эстетике и	2	1
49	так же как	8	1
50	тех или иных	2	1
51	на то что	12	1
52	для того чтобы	11	1
53	только потому что	2	1
54	том что в	1	1
55	может быть это	1	1
56	до такой степени	1	1
57	и никогда не	1	1
58	при таком подходе	1	1
59	мы полагаем что	1	1
60	в чем же	2	1
61	а не как	1	1
62	которые не только	1	1
63	собой разумеется что	1	1
64	не только на	1	1
65	и более или	1	1
66	что в основе	4	1
67	тому что он	1	1
68	в связи со	1	1
69	то или иное	2	1
70	в последнее время	2	1
71	в собственном смысле	3	1
72	что в этом	3	1
73	того же автора	1	1
74	о влиянии на	1	1
75	один и тот	2	1
76	с этим анализом	1	1
77	в отличие от	4	1
78	только и может	1	1
79	выходит за пределы	2	1
80	этой точки зрения	7	1
81	нужно сказать что	1	1
82	так художественное произведение	1	1
83	с его точки	1	1
84	узком смысле слова	1	1
85	ту или иную	1	1
86	литературного произведения как	1	1
87	как и в	5	1
88	в связи с	2	1
89	то же самое	8	1
90	быть сведены к	1	1
91	то что в	1	1
92	а вовсе не	1	1
93	их воздействия на	1	1
94	ждет еще своего	1	1
95	к тому что	2	1
96	та или иная	1	1
97	тем не менее	6	1
98	ключ ко всем	1	1
99	несмотря на все	4	1
100	только то что	2	1
101	в каждом слове	1	1
102	и вопроса о	1	1
103	эту точку зрения	1	1
104	в этом отношении	7	1
105	в одном случае	1	1
106	как в музыке	1	1
107	что те или	1	1
108	точки зрения и	1	1
109	то же время	2	1
110	более или менее	3	1
111	в то же	2	1
112	мы не сумеем	1	1
113	само по себе	8	1
114	вместе с ними	1	1
115	явления но в	1	1
116	переходе от одного	1	1
117	и в области	1	1
118	ложное представление о	1	1
119	с этой точки	5	1
120	можно было бы	2	1
121	те или иные	1	1
122	мы не можем	2	1
123	и подобно тому	1	1
124	в тех случаях	1	1
125	а в своей	1	1
126	и вместе с	1	1
127	состоит в том	3	1
128	в сознании и	2	1
129	и не может	2	1
130	указать на то	1	1
