N	2gram	Vygotskiy_	Freidism
1	таким образом	38	34
2	и не	27	34
3	точки зрения	39	31
4	не может	23	30
5	и пр	1	29
6	в этом	47	28
7	может быть	20	28
8	и в	47	28
9	прежде всего	9	26
10	в его	7	25
11	и его	14	22
12	с помощью	18	20
13	мы можем	7	20
14	как бы	13	19
15	как мы	24	18
16	то что	40	17
17	вовсе не	3	16
18	с точки	31	15
19	точка зрения	2	15
20	все эти	7	15
21	так как	25	15
22	с ним	5	14
23	в своей	4	14
24	так и	8	14
25	самом деле	6	14
26	и все	5	13
27	как и	19	13
28	по отношению	10	13
29	но в	9	13
30	во всех	9	13
31	психической жизни	1	12
32	в самом	15	12
33	то же	16	12
34	ни в	3	12
35	что он	13	12
36	том что	28	12
37	во внешнем	1	12
38	точку зрения	4	12
39	для него	6	12
40	все это	5	12
41	и потому	3	12
42	и наконец	4	12
43	мы видели	10	12
44	только в	24	11
45	мы знаем	5	11
46	сказать что	18	11
47	отношению к	9	11
48	его в	7	11
49	все что	7	10
50	один из	3	10
51	не только	36	10
52	и с	5	10
53	но и	19	10
54	конечно не	2	10
55	что же	3	10
56	никогда не	7	10
57	в том	38	10
58	мы уже	5	10
59	он не	5	10
60	все те	2	10
61	за пределы	2	10
62	не в	7	10
63	и на	4	9
64	те же	1	9
65	уже не	1	9
66	во всяком	2	9
67	совершенно не	2	9
68	мы не	10	9
69	с его	1	9
70	к этому	2	9
71	к нему	5	9
72	в чем	5	9
73	а не	7	9
74	мы должны	7	9
75	и др	1	9
76	могут быть	7	9
77	при этом	4	8
78	все же	7	8
79	еще не	5	8
80	с этим	5	8
81	было бы	12	8
82	и вот	1	8
83	знаем что	3	8
84	а в	3	8
85	с другими	5	8
86	на этом	4	8
87	в ней	5	8
88	оно и	1	8
89	всяком случае	1	8
90	что в	23	7
91	и к	11	7
92	не могут	9	7
93	связь с	1	7
94	так сказать	1	7
95	в каком	2	7
96	если мы	6	7
97	до конца	8	7
98	что все	6	7
99	и для	5	7
100	из них	2	7
101	того что	27	7
102	не является	4	7
103	но не	13	7
104	об этом	4	7
105	и у	1	7
106	с самого	13	7
107	в нем	6	7
108	в этой	7	7
109	отношение к	8	7
110	в себе	14	7
111	в то	10	7
112	и ее	3	7
113	более того	2	7
114	индивидуальной психики	1	6
115	учение о	3	6
116	одно из	6	6
117	не менее	6	6
118	но мы	5	6
119	к тому	13	6
120	можно сказать	9	6
121	в основе	5	6
122	в свою	3	6
123	для того	24	6
124	же время	1	6
125	внешнюю речь	1	6
126	из этих	6	6
127	высшей степени	1	6
128	мы имеем	3	6
129	ни о	1	6
130	как раз	6	6
131	что такое	2	6
132	во время	2	6
133	на самом	3	6
134	здесь в	2	6
135	чем же	1	6
136	в таком	2	6
137	большинстве случаев	2	6
138	она не	7	6
139	совсем не	2	6
140	и что	14	6
141	в пределах	3	6
142	и о	4	6
143	в высшей	3	6
144	и только	7	6
145	для этого	4	6
146	всех этих	1	6
147	которой мы	2	6
148	не можем	4	6
149	что это	7	5
150	в более	1	5
151	со всеми	2	5
152	в своих	2	5
153	ее в	11	5
154	в процессе	12	5
155	вместе с	19	5
156	на первый	1	5
157	т.е в	1	5
158	того чтобы	26	5
159	говорить о	1	5
160	на основании	2	5
161	и до	3	5
162	и те	1	5
163	самого начала	13	5
164	что она	8	5
165	он сам	2	5
166	по поводу	3	5
167	во внутреннем	1	5
168	той же	13	5
169	современной психологии	1	5
170	это не	6	5
171	в ее	7	5
172	что и	4	5
173	с их	2	5
174	в которой	16	5
175	тому что	14	5
176	между ними	8	5
177	старой психологии	2	5
178	в этих	2	5
179	в себя	4	5
180	внутренней речи	78	5
181	и по	6	5
182	не было	1	5
183	другими словами	1	5
184	во второй	5	5
185	не знает	3	5
186	как это	7	5
187	далеко не	1	5
188	от того	6	5
189	в большинстве	2	5
190	заключается в	14	5
191	ничего не	2	5
192	в заключение	2	5
193	в период	2	5
194	отнюдь не	2	5
195	внешней речи	18	5
196	с которыми	3	4
197	все основные	1	4
198	а потому	1	4
199	мы и	5	4
200	в основном	4	4
201	смысле слова	1	4
202	мысли и	13	4
203	сам по	2	4
204	в виду	5	4
205	по себе	5	4
206	если бы	8	4
207	именно в	9	4
208	в собственном	4	4
209	может стать	2	4
210	связанные с	3	4
211	как в	7	4
212	себя и	2	4
213	этот вопрос	2	4
214	зависимости от	6	4
215	из которого	3	4
216	ничего общего	1	4
217	полагают что	1	4
218	это и	7	4
219	данном случае	5	4
220	из тех	2	4
221	в данном	7	4
222	в котором	6	4
223	мы увидим	1	4
224	потому что	26	4
225	только как	2	4
226	и оно	1	4
227	в этот	3	4
228	слова и	10	4
229	только на	5	4
230	а только	2	4
231	в истории	1	4
232	так же	26	4
233	свою очередь	3	4
234	связанных с	2	4
235	нет и	4	4
236	на него	1	4
237	в своем	3	4
238	все время	3	4
239	одна из	2	4
240	и внешней	1	4
241	только с	2	4
242	но это	4	4
243	едва ли	5	4
244	дает нам	1	4
245	что оно	9	4
246	этой области	2	4
247	этот процесс	1	4
248	в психологии	5	4
249	этом отношении	7	4
250	внутренней и	2	4
251	тем не	4	4
252	человека в	1	4
253	по ту	1	4
254	у него	2	4
255	мы находим	3	4
256	не существует	1	4
257	в зависимости	6	4
258	внутренняя речь	17	4
259	но ведь	1	4
