N	2gram	Vygotskiy_	VrazhdaK
1	не только	24	9
2	в этом	30	8
3	и в	55	8
4	и что	45	8
5	что в	43	7
6	и все	15	7
7	но и	16	7
8	то что	69	7
9	о нем	3	6
10	как и	9	6
11	и даже	4	6
12	и с	3	6
13	в романе	2	6
14	все же	11	6
15	в котором	5	6
16	в начале	1	6
17	в нем	13	6
18	но в	7	6
19	то же	16	5
20	у него	9	5
21	в россии	1	5
22	и не	19	5
23	между тем	4	5
24	об этом	5	5
25	в письме	2	5
26	не было	2	5
27	же время	2	5
28	в то	6	5
29	это не	9	4
30	при этом	11	4
31	несмотря на	5	4
32	с ним	4	4
33	для нас	9	4
34	все это	8	4
35	х годов	1	4
36	в виду	5	4
37	отцов и	1	4
38	в своих	9	4
39	что он	30	4
40	письме к	1	4
41	уже в	7	4
42	о том	24	4
43	может быть	34	4
44	в ней	5	4
45	целый ряд	5	4
46	в истории	1	4
47	как бы	33	4
48	так же	19	4
49	во многом	1	4
50	он считал	1	4
51	что у	7	3
52	русской литературе	1	3
53	в его	8	3
54	в том	50	3
55	имел в	1	3
56	его в	2	3
57	раз в	4	3
58	связи с	2	3
59	но он	6	3
60	давно уже	2	3
61	и как	10	3
62	далеко не	4	3
63	тем что	8	3
64	речь идет	1	3
65	в чем	1	3
66	матери и	1	3
67	и у	1	3
68	в русской	1	3
69	человека в	3	3
70	он был	3	3
71	чтобы он	2	3
72	том что	46	3
73	он не	10	3
74	и уже	4	3
75	я хотел	1	3
76	в конце	10	3
77	и о	5	3
78	наряду с	1	3
79	что есть	3	3
80	одним из	1	3
81	в своем	12	3
82	на то	27	3
83	с его	6	3
84	и его	10	3
85	к этому	5	3
86	и во	2	3
87	в той	3	2
88	таким образом	35	2
89	начиная с	1	2
90	и то	12	2
91	ответ на	5	2
92	и он	7	2
93	после этого	1	2
94	время и	1	2
95	его с	2	2
96	к себе	1	2
97	это письмо	1	2
98	мы знаем	4	2
99	с точки	5	2
100	для него	5	2
101	его и	2	2
102	о чем	4	2
103	как раз	19	2
104	по мнению	6	2
105	о которой	1	2
106	же не	2	2
107	роман достоевского	1	2
108	за границей	1	2
109	в них	7	2
110	как же	1	2
111	а также	1	2
112	же в	3	2
113	отношения к	2	2
114	его на	2	2
115	там же	1	2
116	их в	4	2
117	же как	4	2
118	в своей	8	2
119	рядом с	6	2
120	вместе с	16	2
121	так в	4	2
122	в это	2	2
123	в известном	2	2
124	не менее	1	2
125	и это	13	2
126	в эту	2	2
127	на первый	2	2
128	еще не	6	2
129	но как	3	2
130	а с	7	2
131	это в	5	2
132	в свою	3	2
133	и т.п	1	2
134	очень хорошо	2	2
135	в этой	15	2
136	в нашей	5	2
137	при помощи	5	2
138	а в	7	2
139	на это	3	2
140	отношение к	1	2
141	в одну	1	2
142	уже не	1	2
143	из них	7	2
144	в себе	13	2
145	в глазах	2	2
146	не может	15	2
147	с которым	5	2
148	столь же	3	2
149	том же	1	2
150	точки зрения	15	2
151	тем более	1	2
152	одна из	6	2
153	мысли на	1	2
154	он сам	1	2
155	на место	1	2
156	чувств и	6	2
157	в эти	1	2
158	эту сцену	2	2
159	но это	2	2
160	во время	4	2
161	не мог	1	2
