N	3gram	Vygotskiy_	Formalny
1	с точки зрения	34	40
2	не может быть	8	29
3	на самом деле	3	21
4	то же время	2	20
5	в то же	2	20
6	и т д	1	19
7	в связи с	3	16
8	во всяком случае	5	16
9	по отношению к	11	12
10	в самом деле	5	11
11	в этом отношении	6	11
12	здесь и теперь	2	10
13	бы то ни	1	10
14	в зависимости от	8	10
15	с другой стороны	10	9
16	и не может	1	9
17	для того чтобы	19	8
18	до сих пор	4	8
19	вместе с тем	5	8
20	как мы видели	1	8
21	с одной стороны	14	8
22	в применении к	1	7
23	то ни было	1	7
24	в высшей степени	7	7
25	и пр и	1	7
26	пр и пр	1	7
27	в свою очередь	3	7
28	и в этом	1	7
29	в том что	30	6
30	и в то	1	6
31	с тем что	1	6
32	сам по себе	3	6
33	в данном случае	5	6
34	не только не	2	6
35	смысле этого слова	6	6
36	одной стороны и	3	5
37	в направлении к	1	5
38	к тому чтобы	2	5
39	в этом смысле	3	5
40	в отличие от	3	5
41	к тому что	3	5
42	все без исключения	1	5
43	в значительной степени	2	5
44	между звуком и	1	5
45	прежде всего в	2	5
46	мы не можем	3	5
47	тем не менее	1	4
48	не в том	1	4
49	дело идет о	1	4
50	все более и	3	4
51	в конце концов	1	4
52	в этом пункте	3	4
53	более и более	3	4
54	не могут быть	1	4
55	как раз и	1	4
56	не входит в	1	4
57	но все же	1	4
58	но и в	1	4
59	как и все	2	4
60	подобно тому как	2	4
61	с самого начала	9	4
62	хотя бы в	1	4
63	и не могут	1	4
64	и до конца	1	4
65	сама по себе	3	4
66	сводится к тому	1	4
67	и тот же	1	3
68	же время не	1	3
69	мы уже знаем	1	3
70	какого бы то	1	3
71	звуком и значением	1	3
72	упускается из виду	1	3
73	в том числе	3	3
74	убедиться в этом	1	3
75	друг с другом	6	3
76	то же что	2	3
77	чтобы убедиться в	2	3
78	вместо того чтобы	3	3
79	том числе и	3	3
80	то же самое	4	3
81	самом же деле	1	3
82	только то что	2	3
83	на самом же	1	3
84	на первый план	3	3
85	с тем и	1	3
86	в том чтобы	6	3
87	потому что он	3	3
88	один и тот	1	3
89	мы увидим что	2	3
90	во всех своих	1	3
91	и в частности	3	3
92	то и другое	1	3
93	как мы увидим	1	3
94	не могло не	1	3
95	с таким же	2	3
96	в предисловии к	4	3
97	между этими двумя	2	3
98	с его помощью	1	2
99	и столь же	1	2
100	все то что	1	2
101	не могло бы	1	2
102	о том как	1	2
103	к действительности и	2	2
104	в собственном смысле	8	2
105	и со стороны	2	2
106	отсюда следует что	1	2
107	хотя бы и	1	2
108	с этой точки	1	2
109	в жизни и	1	2
110	вовсе не в	1	2
111	в этом процессе	1	2
112	что в данном	1	2
113	друг от друга	4	2
114	она не может	1	2
115	в строгом смысле	1	2
116	не потому что	2	2
117	именно потому что	1	2
118	в такой же	3	2
119	иметь в виду	1	2
120	что перед нами	3	2
121	но для этого	1	2
122	и тем самым	4	2
123	в последнее время	3	2
124	как если бы	3	2
125	и пр в	1	2
126	в своей книге	2	2
127	из того что	7	2
128	в ином направлении	1	2
129	мы видели что	4	2
130	ничем не связанных	1	2
131	свою очередь является	1	2
132	именно в этом	3	2
133	лишь в процессе	1	2
134	связаны между собой	1	2
135	в какой мере	2	2
136	как со стороны	1	2
137	лишь постольку поскольку	2	2
138	там где она	1	2
139	имеем в виду	1	2
140	этой точки зрения	2	2
141	как и в	2	2
142	в целом ряде	1	2
143	от того что	2	2
144	и для всех	1	2
145	по себе в	1	2
146	на этот вопрос	5	2
147	и с помощью	1	2
148	но что же	1	2
149	и с точки	1	2
150	дело в том	2	2
151	так и со	1	2
152	в отрыве от	1	2
153	и в какой	1	2
154	что было бы	1	2
155	так как они	1	2
156	зависимости от того	1	2
157	таким образом оказывается	1	2
158	не только в	1	2
159	так же как	6	2
160	мы имеем в	1	2
161	совершенно независимо от	1	2
162	но с точки	1	2
163	или хотя бы	1	2
164	от всей полноты	1	2
165	дело не в	1	2
166	лежит в основе	1	2
167	тот или иной	1	2
168	не объясняет но	1	1
169	что он не	2	1
170	он полагает что	1	1
171	к действительности а	1	1
172	как и во	1	1
173	этими двумя крайними	2	1
174	и как бы	1	1
175	имели в виду	1	1
176	о котором мы	1	1
177	мы наблюдаем в	1	1
178	не приводит к	1	1
179	во все стороны	1	1
180	речи и т	1	1
181	за ней в	1	1
182	свое выражение в	1	1
183	но вместе с	5	1
184	его вовсе не	1	1
185	это значило бы	1	1
186	сделать вывод что	1	1
187	и заключается в	1	1
188	то что он	2	1
189	с социологической точки	1	1
190	живет и развивается	1	1
191	и тогда когда	1	1
192	которые могут быть	1	1
193	здесь может быть	1	1
194	по сравнению с	9	1
195	в процессе развития	5	1
196	который ничего не	1	1
197	и все те	1	1
198	у нас в	1	1
199	однако и здесь	1	1
200	все эти теории	1	1
201	таким образом основной	1	1
202	в точном и	1	1
203	влечет за собой	2	1
204	все это построение	1	1
205	он не может	1	1
206	по аналогии со	1	1
207	в том же	3	1
208	к его значению	1	1
209	в коем случае	1	1
210	во внешнем мире	1	1
211	точки зрения этой	1	1
212	в учении о	4	1
213	что мы знаем	3	1
214	его сознания и	1	1
215	вот что говорит	1	1
216	не в связи	1	1
217	не можем согласиться	1	1
218	и то же	2	1
219	в частности в	1	1
220	с помощью которых	2	1
221	друг на друга	1	1
222	в сознании человека	1	1
223	имеет своим источником	1	1
224	совершается не от	1	1
225	являются в сущности	1	1
226	можем подвести итоги	1	1
227	или другую сторону	1	1
228	две основные функции	1	1
229	что в процессе	1	1
230	в силу этого	4	1
231	и обнаруживает в	1	1
232	том и заключается	1	1
233	что же является	1	1
234	так и по	1	1
235	необходимо таким образом	1	1
236	в этой книге	2	1
237	в этой области	1	1
238	в этих исследованиях	1	1
239	и вместе с	1	1
240	для нас это	1	1
241	что в этом	1	1
242	к вопросу об	1	1
