N	2gram	Propp_Isto	Dialekti
1	не есть	2	181
2	т е	30	159
3	и не	19	120
4	и т	39	82
5	по себе	4	79
6	а не	18	78
7	и в	40	77
8	т д	35	75
9	может быть	37	71
10	не только	28	66
11	значит что	2	61
12	то что	17	59
13	и есть	5	55
14	это значит	1	54
15	ничего не	6	54
16	не может	19	53
17	миф не	1	49
18	и даже	4	47
19	в мифе	3	47
20	что это	12	46
21	есть нечто	1	46
22	так как	20	46
23	потому что	12	45
24	не просто	5	44
25	как бы	6	43
26	и что	14	42
27	ни в	2	42
28	вовсе не	3	41
29	в том	12	40
30	в этом	13	39
31	то же	21	39
32	что такое	3	39
33	что она	10	38
34	в себе	6	38
35	что он	32	37
36	том что	11	37
37	прежде всего	15	37
38	так что	9	36
39	это не	8	36
40	что в	19	34
41	в нем	8	34
42	и все	1	33
43	того что	6	33
44	но и	21	32
45	ясно что	2	31
46	все это	6	31
47	сказать что	7	30
48	отнюдь не	2	30
49	и как	3	30
50	было бы	11	29
51	так и	13	29
52	что миф	1	29
53	как и	5	28
54	никогда не	25	27
55	в виду	2	26
56	не в	11	26
57	есть и	2	26
58	говорить о	1	25
59	и то	3	25
60	и пр	11	25
61	есть только	3	25
62	есть не	2	25
63	но это	8	24
64	если бы	8	24
65	таким образом	13	23
66	в то	4	23
67	это и	1	23
68	что оно	1	23
69	и вот	2	23
70	но что	2	22
71	или от	1	22
72	я не	5	22
73	что не	2	21
74	должна быть	5	21
75	она не	6	21
76	и с	5	20
77	о том	12	20
78	что и	9	20
79	в таком	1	20
80	только в	16	20
81	в каком	2	20
82	совершенно не	1	20
83	только тогда	1	20
84	уже не	3	20
85	как раз	2	20
86	не менее	7	19
87	не существует	2	19
88	в своем	5	19
89	и притом	1	19
90	и это	2	19
91	как это	6	19
92	тогда когда	2	19
93	что мы	9	19
94	и его	5	19
95	хотя бы	5	18
96	не что	3	18
97	с другой	8	18
98	что иное	3	18
99	что же	4	18
100	иное как	3	18
101	в особенности	3	17
102	в сущности	2	17
103	должно быть	2	17
104	в основе	4	17
105	но если	4	17
106	кроме того	3	16
107	то это	9	16
108	к нему	3	16
109	только не	1	16
110	тем не	7	16
111	или не	1	16
112	сам по	1	16
113	само по	2	16
114	в своей	2	16
115	да и	3	16
116	нет ничего	2	16
117	конечно не	2	16
118	мы не	12	16
119	об этом	11	16
120	другими словами	8	16
121	же и	3	15
122	все же	17	15
123	так же	18	15
124	то в	1	15
125	и мы	2	15
126	несмотря на	1	15
127	мы уже	7	15
128	не мешает	1	15
129	самом деле	2	15
130	хотя и	1	15
131	в виде	2	15
132	также и	3	15
133	быть и	1	15
134	и о	1	15
135	на то	6	15
136	или нет	1	14
137	а именно	5	14
138	есть то	1	14
139	с ним	3	14
140	не было	3	14
141	д и	2	14
142	и ее	3	14
143	ни с	1	14
144	на свете	1	14
145	и потому	3	14
146	и только	4	14
147	и к	1	13
148	говорит о	2	13
149	другой стороны	7	13
150	что именно	1	13
151	не то	4	13
152	что они	13	13
153	время как	3	13
154	и следовательно	1	13
155	он не	10	13
156	и та	1	13
157	в силу	7	13
158	с ее	2	13
159	но в	13	13
160	в ней	10	13
161	собственно говоря	1	13
162	именно в	5	12
163	с этим	5	12
164	вопрос о	8	12
165	миф и	1	12
166	нет никакого	1	12
167	но как	2	12
