N	3gram	Bakhtin_Pr	Psycholo
1	в том что	10	78
2	для того чтобы	3	70
3	в самом деле	5	51
4	заключается в том	2	36
5	о том что	5	34
6	то же самое	1	31
7	с точки зрения	21	29
8	так же точно	1	24
9	все то что	3	23
10	не может быть	8	23
11	до сих пор	3	23
12	и в самом	1	22
13	к тому что	1	20
14	с другой стороны	3	20
15	в том чтобы	1	20
16	на самом деле	4	17
17	мы видим что	2	16
18	не только не	1	16
19	с самого начала	3	16
20	в зависимости от	5	15
21	так же как	4	14
22	во всяком случае	3	14
23	само по себе	4	14
24	в то время	3	14
25	в этом отношении	7	14
26	можно было бы	4	13
27	и в этом	8	13
28	то время как	2	13
29	этой точки зрения	3	12
30	в конце концов	7	12
31	и той же	1	12
32	одной и той	1	12
33	то что он	1	11
34	то что в	1	11
35	по сравнению с	2	11
36	в художественном произведении	1	11
37	подобно тому как	5	11
38	с этой точки	1	10
39	и то что	1	10
40	не в том	1	10
41	сами по себе	4	10
42	том что он	4	10
43	в отличие от	3	9
44	и что в	1	9
45	потому что он	2	9
46	точно так же	1	9
47	в данном случае	3	9
48	в том и	2	9
49	и как бы	3	8
50	друг с другом	4	8
51	смысле этого слова	2	8
52	что в нем	1	8
53	на этот вопрос	1	7
54	в этом смысле	12	7
55	только то что	2	7
56	можно сказать что	3	7
57	что и в	1	7
58	потому что она	3	6
59	сама по себе	3	6
60	было бы сказать	1	6
61	никогда не может	1	6
62	мы не можем	1	6
63	тем не менее	1	6
64	более или менее	1	6
65	что у него	1	6
66	именно потому что	3	6
67	по себе не	1	6
68	и в том	2	6
69	того или иного	1	6
70	не только в	2	6
71	друг к другу	4	6
72	ни в каком	1	5
73	сказать что в	1	5
74	таким образом все	2	5
75	как если бы	1	5
76	в целом ряде	2	5
77	не было бы	1	5
78	и в частности	1	5
79	зависимости от того	1	5
80	в жизни и	1	5
81	в том смысле	1	5
82	как бы в	3	5
83	в лучшем случае	3	5
84	же как и	3	5
85	нам кажется что	2	5
86	потому что они	2	5
87	как будто бы	1	4
88	прямо сказать что	1	4
89	если же мы	1	4
90	каждый из них	1	4
91	и того же	1	4
92	а в том	1	4
93	таким образом и	1	4
94	таким образом мы	1	4
95	таким образом в	2	4
96	что оно есть	1	4
97	мы уже говорили	2	4
98	он не может	2	4
99	одного и того	1	4
100	том что мы	1	4
101	и никогда не	1	4
102	это вовсе не	2	4
103	и не может	3	4
104	то есть в	10	4
105	в этом рассказе	1	4
106	именно в том	2	4
107	и в сущности	2	4
108	это и есть	3	4
109	по себе а	1	3
110	том что на	1	3
111	друг от друга	2	3
112	дело идет о	4	3
113	не потому что	3	3
114	в отношении к	1	3
115	начинается там где	1	3
116	что это не	1	3
117	а не только	2	3
118	так как в	1	3
119	по отношению к	17	3
120	он не только	2	3
121	это не так	1	3
122	там где она	2	3
123	художественного произведения и	1	3
124	ни одна из	1	3
125	дело в том	1	3
126	в самом конце	1	3
127	тому что он	1	3
128	не могут быть	1	3
129	а вовсе не	1	3
130	может быть и	1	3
131	может быть это	1	3
132	о котором мы	1	3
133	что все это	1	3
134	только на почве	1	3
135	что все эти	1	3
136	легко заметить что	1	3
137	в нем нет	1	3
138	в высшей степени	2	3
139	бы то ни	3	3
140	то же время	10	3
141	да и не	1	3
142	смысл и значение	1	3
143	но он не	2	3
144	что в сущности	1	3
145	ничего общего с	1	3
146	говорить о том	1	3
147	в то же	10	3
148	то и другое	1	3
149	он может быть	2	3
150	я не могу	1	3
151	то все же	1	3
152	оно может быть	2	3
153	во всех этих	1	3
154	в этом случае	1	3
155	не может понять	2	2
156	мере в какой	1	2
157	а может быть	2	2
158	вот что говорит	1	2
159	ни на минуту	1	2
160	том что это	1	2
161	он как бы	2	2
162	не могло бы	1	2
163	а следовательно и	1	2
164	тот же закон	1	2
165	а не как	4	2
166	она и не	1	2
167	они не могут	1	2
168	у него в	1	2
169	но для того	1	2
170	не совпадает с	2	2
171	она не может	3	2
172	в драме и	1	2
173	рядом с этим	1	2
174	так и в	1	2
175	именно в этой	1	2
176	нет ни одной	1	2
177	если бы они	1	2
178	того что в	1	2
179	который мы условно	1	2
180	что она не	3	2
181	между тем как	4	2
182	что в самом	1	2
183	в полной мере	1	2
184	и в своих	1	2
185	в первой главе	1	2
186	потому что не	2	2
187	все же не	1	2
188	в какой бы	1	2
189	и не дает	1	2
190	в одном из	3	2
191	теми же самыми	1	2
192	мире в этом	1	2
193	той или иной	3	2
194	он хотел бы	1	2
195	все зависит от	1	2
196	и только в	1	2
197	по крайней мере	3	2
198	здесь вовсе не	1	2
199	в чем же	1	2
200	которые могли бы	1	2
201	может быть в	1	2
202	как один из	1	2
203	художественной формы и	1	2
204	в основе его	1	2
205	кто иной как	1	2
206	несмотря на свою	1	2
207	в этом романе	1	2
208	слова то есть	1	2
209	самом деле в	1	2
210	жизни и смерти	7	2
211	он знает что	1	2
212	и это не	3	2
213	мы имеем в	2	2
214	не согласиться с	1	2
215	и в той	1	2
216	тем или иным	1	2
217	выходит за пределы	2	2
218	что может быть	2	2
219	как в музыке	2	2
220	во всем этом	1	2
221	так сказать в	1	2
222	как она есть	1	2
223	искусства и в	1	2
224	а не к	1	2
225	в той же	3	2
226	на задний план	1	2
227	точку зрения на	4	2
228	в последнее десятилетие	1	2
229	то есть не	3	2
230	перед нами в	3	2
231	не так как	1	2
232	что мы видим	1	2
233	тот же самый	1	2
234	может быть только	3	2
235	то же что	3	2
236	в первом случае	1	2
237	плана в которых	1	2
238	другой стороны и	1	2
239	в один из	1	2
240	тех или иных	1	2
241	то ни было	2	2
242	несмотря на это	1	2
243	мы видим и	1	2
244	показать что и	1	2
245	он все же	1	2
246	там где он	1	2
247	то что было	3	2
248	к нему и	2	2
249	котором мы говорили	1	2
250	равно как и	1	2
251	ту же мысль	1	2
252	как и для	1	2
253	при этом совершенно	1	2
254	хотя и не	1	2
255	на минуту не	1	2
256	как мы видели	3	2
257	по себе как	1	2
258	имеем в виду	2	2
259	как одна из	1	2
260	все эти три	1	2
261	и именно в	1	2
262	в той степени	1	2
263	в более сложном	1	2
264	то что я	2	2
265	в предисловии к	1	2
266	начала и до	2	2
267	в каждом романе	1	1
268	отличие от других	1	1
269	но вовсе не	1	1
270	но они никогда	1	1
271	можно выразить так	1	1
272	которым она может	1	1
273	несмотря на их	1	1
274	на бумаге в	1	1
275	по себе но	1	1
276	в той мере	1	1
277	мы думаем что	1	1
278	самого героя и	3	1
279	и тогда когда	1	1
280	свое отношение к	1	1
281	один из них	1	1
282	нас самих в	1	1
283	но все они	1	1
284	мы его не	1	1
285	в сущности ничего	1	1
286	прав в том	1	1
287	и других для	1	1
288	в нашем анализе	1	1
289	приводит их в	1	1
290	быть только человек	1	1
291	из этих трех	1	1
292	совершенно так же	2	1
293	все равно мы	1	1
294	том и другом	2	1
295	то чем является	1	1
296	если бы герой	1	1
297	было бы нелепо	1	1
298	что весь этот	1	1
299	было дано в	1	1
300	той степени как	1	1
301	как мы уже	2	1
302	если бы я	1	1
303	в романах достоевского	11	1
304	к другу и	1	1
305	точек зрения и	1	1
306	сознания то есть	1	1
307	как нам кажется	2	1
308	вновь и вновь	1	1
309	то что может	1	1
310	является уже и	1	1
311	выхода за пределы	1	1
312	если бы это	1	1
313	чего он не	1	1
314	романа в его	5	1
315	для правильного понимания	1	1
316	чтобы убедиться в	1	1
317	бы сказать так	1	1
318	мне кажется что	1	1
319	этот рассказ в	1	1
320	том числе и	1	1
321	лежат в одной	1	1
322	но только в	1	1
323	а потому и	2	1
324	к своим героям	1	1
325	эти три плана	1	1
326	даже в пределах	1	1
327	в каждом отдельном	1	1
328	из них не	1	1
329	той мере в	1	1
330	в ней не	1	1
331	но не в	2	1
332	сущности ничего не	1	1
333	и т.п и	1	1
334	нужно сказать что	2	1
335	и каждый из	1	1
