N	2gram	Bakhtin_KF	Morfolog
1	может быть	45	61
2	и пр	3	45
3	могут быть	3	21
4	так как	1	20
5	мы имеем	5	19
6	не может	29	19
7	в этом	15	18
8	в этих	1	17
9	и в	28	17
10	и не	28	16
11	мы видим	1	15
12	этих случаях	1	15
13	с этим	1	14
14	прежде всего	4	14
15	и др	1	12
16	а не	17	11
17	что в	4	10
18	то же	5	10
19	а затем	1	10
20	вопрос о	2	10
21	в том	6	10
22	так и	2	10
23	что и	7	10
24	то что	7	10
25	все же	5	9
26	но и	9	9
27	не только	5	8
28	в результате	1	8
29	имеем в	2	8
30	мы не	3	8
31	в качестве	2	8
32	но не	12	8
33	а в	5	8
34	как мы	1	8
35	во втором	1	7
36	один из	2	7
37	и здесь	7	7
38	трудная задача	1	7
39	не менее	3	7
40	том что	4	7
41	потому что	2	7
42	по отношению	26	7
43	точки зрения	13	7
44	как это	1	7
45	тем не	2	7
46	и этим	3	7
47	отношению к	22	7
48	о том	3	6
49	как бы	9	6
50	но это	6	6
51	это не	10	6
52	с точки	10	6
53	в нашем	1	6
54	или в	1	6
55	и как	2	6
56	вовсе не	7	6
57	во всех	11	6
58	если мы	1	6
59	также и	1	6
60	в форме	1	6
61	этот момент	7	5
62	из которых	2	5
63	в первом	1	5
64	что он	2	5
65	как в	2	5
66	со стороны	8	5
67	хотя бы	5	5
68	было бы	8	5
69	к тому	1	5
70	ничего не	3	5
71	не будем	1	5
72	хотя и	1	5
73	тому что	2	5
74	ясно что	3	5
75	все эти	11	5
76	одна из	1	5
77	между собой	1	5
78	на его	1	5
79	об этом	1	5
80	там где	5	5
81	мы можем	1	5
82	между тем	4	5
83	он не	6	5
84	и затем	1	5
85	главным образом	1	5
86	в целом	10	5
87	и ее	2	5
88	и к	1	4
89	смысле слова	1	4
90	на этом	1	4
91	нами в	2	4
92	как и	5	4
93	самом деле	3	4
94	но все	6	4
95	ни одна	2	4
96	показать что	1	4
97	тем что	3	4
98	никто не	1	4
99	уже не	7	4
100	еще не	5	4
101	не является	1	4
102	входит в	4	4
103	того чтобы	2	4
104	говорить о	2	4
105	и для	10	4
106	но в	5	4
107	герой и	2	4
108	его самого	1	4
109	несмотря на	1	4
110	на самом	3	4
111	эта функция	1	4
112	его в	5	4
113	к этому	2	4
114	в то	3	4
115	мы уже	1	4
116	от того	3	4
117	могла бы	4	4
118	о его	1	4
119	оно может	1	4
120	значит что	1	4
121	независимо от	3	4
122	утверждать что	1	3
123	та же	3	3
124	в последнем	1	3
125	только что	1	3
126	что это	4	3
127	это уже	2	3
128	ни в	12	3
129	этого момента	1	3
130	с собой	1	3
131	только в	18	3
132	здесь мы	4	3
133	если это	1	3
134	но мы	1	3
135	первом случае	1	3
136	не существует	1	3
137	для того	3	3
138	но эти	1	3
139	или не	1	3
140	а во	1	3
141	должен знать	1	3
142	настоящее время	1	3
143	здесь не	3	3
144	с его	2	3
145	для этой	3	3
146	в настоящее	1	3
147	он должен	1	3
148	к нему	12	3
149	бы то	2	3
150	что эти	1	3
151	они не	1	3
152	или с	1	3
153	того что	3	3
154	ее в	1	3
155	но как	5	3
156	это и	3	3
157	и есть	10	3
158	в виде	2	3
159	к чему	3	3
160	но для	3	3
161	а то	1	3
162	здесь же	1	3
163	в какой	1	3
164	большинстве случаев	1	3
165	это было	2	3
166	для героя	1	3
167	и отсюда	2	3
168	том случае	1	3
169	то ни	2	3
170	совсем не	2	3
171	если бы	8	3
172	друг друга	1	3
173	мы должны	1	3
174	и тем	3	3
175	не в	13	3
176	в которой	1	3
177	на нем	2	3
178	а по	2	3
179	и их	6	3
180	пр и	1	3
181	в большинстве	1	3
182	требует чтобы	1	3
183	в этой	2	3
184	к ней	1	3
185	приводит к	1	3
186	но есть	2	3
187	не значит	6	3
188	мы будем	1	3
189	же в	1	3
190	на то	1	3
191	и его	18	3
192	и по	1	3
193	и только	7	3
194	в один	1	3
195	от него	3	2
196	которой все	2	2
197	и этот	3	2
198	как таковой	1	2
199	самого себя	1	2
200	если он	1	2
201	должна быть	4	2
202	не с	1	2
203	или нет	1	2
204	или просто	1	2
205	и тот	3	2
206	но такое	1	2
207	оно не	2	2
208	в своих	4	2
209	с этого	2	2
210	это положение	1	2
211	относятся к	1	2
212	с тем	2	2
213	при различных	1	2
214	их в	1	2
215	не умеем	1	2
216	себя и	5	2
217	только для	1	2
218	не имеет	6	2
219	может дать	3	2
220	в каком	4	2
221	а эта	3	2
222	где оно	1	2
223	но оно	1	2
224	во всяком	1	2
225	его и	2	2
226	можно сказать	1	2
227	в данном	2	2
228	можно установить	1	2
229	в основе	5	2
230	вытекает из	2	2
231	что этот	3	2
232	что мы	1	2
233	чему не	2	2
234	но здесь	3	2
235	и иных	1	2
236	в другом	3	2
237	в каких	1	2
238	к себе	2	2
239	мы получим	2	2
240	в одном	5	2
241	в различных	1	2
242	и когда	2	2
243	превращается в	1	2
244	стороны ее	2	2
245	в данной	1	2
246	тем же	1	2
247	одной из	1	2
248	что она	1	2
249	он может	2	2
250	момент в	7	2
251	что именно	1	2
252	всяком случае	1	2
253	себя в	8	2
254	другого и	2	2
255	или другой	1	2
256	для него	13	2
257	знать что	2	2
258	ничем не	1	2
259	может не	2	2
260	она в	1	2
261	и за	2	2
262	нашей работы	1	2
263	ни к	2	2
264	ни было	4	2
265	для нас	4	2
266	все это	10	2
267	то прежде	1	2
268	чем в	1	2
269	но с	1	2
270	не знает	5	2
271	этого не	1	2
272	как таковая	1	2
273	лишь с	2	2
274	не от	1	2
275	по своему	3	2
276	в чем	4	2
277	но никто	1	2
278	и таким	1	2
279	в одной	1	2
280	а с	2	2
281	героя герой	1	2
282	и даже	1	2
283	можно взять	1	2
284	она не	2	2
285	нет но	1	2
286	ту же	1	2
287	не по	4	2
288	дело не	2	2
289	быть и	3	2
290	они даны	1	2
291	можно сделать	1	2
292	должны быть	1	2
293	что эта	2	2
294	всех других	2	2
295	себя за	2	2
296	из его	3	2
297	это можно	2	2
298	во второй	1	2
299	были бы	2	1
300	во всем	7	1
301	не обязывающий	1	1
302	какого бы	1	1
303	и выдает	1	1
304	они имеют	1	1
305	и может	3	1
306	это утверждение	1	1
307	мы прежде	1	1
308	положения и	3	1
309	все что	1	1
310	есть конкретное	1	1
311	образом и	1	1
312	до сих	1	1
313	такого описания	1	1
314	всего в	1	1
315	можно говорить	1	1
316	даны в	2	1
317	не нужна	1	1
318	и на	3	1
319	одном случае	1	1
320	же и	1	1
321	как с	1	1
322	в момент	3	1
323	за исключением	1	1
324	его с	2	1
325	других и	1	1
326	на ее	1	1
327	на первом	2	1
328	дело с	2	1
329	момента в	1	1
330	и менее	1	1
331	при этом	4	1
332	ли его	1	1
333	это значит	1	1
334	по принципу	1	1
335	тем как	3	1
336	и получает	1	1
337	но ведь	5	1
338	и рядом	1	1
339	его но	1	1
340	не являются	1	1
341	а есть	1	1
342	одно из	1	1
343	и делает	3	1
344	функции в	1	1
345	связанная с	1	1
346	она становится	1	1
347	со всеми	2	1
348	и самая	1	1
349	здесь один	1	1
350	положения в	3	1
351	если не	2	1
352	где же	1	1
353	он имеет	2	1
354	вместо того	1	1
355	в некое	2	1
356	конечно и	1	1
357	до этого	1	1
358	и с	1	1
359	однако что	2	1
360	их и	1	1
361	из нее	2	1
362	равно как	1	1
363	хотя эта	1	1
364	небо и	1	1
365	и все	9	1
366	мысль о	1	1
367	за действительное	1	1
368	она является	1	1
369	именно в	5	1
370	не делает	1	1
371	и действительно	6	1
372	систему и	1	1
373	исходить из	1	1
374	отношения к	1	1
375	к таким	1	1
376	как не	1	1
377	с ними	4	1
378	и очень	1	1
379	а именно	1	1
380	в своей	11	1
381	которые могут	1	1
382	одновременно и	1	1
383	и просто	2	1
384	бы не	3	1
385	есть на	2	1
386	прочим и	1	1
387	в это	2	1
388	что необходимо	1	1
389	всей своей	2	1
390	на своем	3	1
391	нет в	4	1
392	ничего общего	2	1
393	здесь нет	3	1
394	содержания но	2	1
395	все они	2	1
396	к моему	1	1
397	совершенно не	7	1
398	во все	1	1
399	в котором	24	1
400	непосредственно следует	1	1
401	как целое	1	1
402	в последней	1	1
403	и землю	1	1
404	него герой	1	1
405	где есть	1	1
406	вообще невозможно	1	1
407	она могла	2	1
408	в свою	3	1
409	бы по	1	1
410	так чтобы	1	1
411	лежат в	3	1
412	не должно	3	1
413	но во	1	1
414	быть дано	1	1
415	предметов и	1	1
416	только как	4	1
417	а через	1	1
418	в этот	1	1
419	может войти	1	1
420	для нее	9	1
421	именно на	2	1
422	для меня	22	1
423	то все	1	1
424	эта мысль	1	1
425	не носит	1	1
426	значение для	1	1
427	только на	1	1
428	смысл который	1	1
429	вступает в	3	1
430	не потому	2	1
431	эта задача	1	1
432	не будет	2	1
433	и до	1	1
434	этому может	1	1
435	можно ли	2	1
436	что ее	1	1
437	же время	2	1
438	свою очередь	1	1
439	поступков в	1	1
440	же самое	1	1
441	всего этого	1	1
442	с другим	4	1
443	человека эта	1	1
444	отношение к	6	1
445	к двум	1	1
446	не как	4	1
447	включенный в	1	1
448	ее не	1	1
449	она может	1	1
450	к следующему	1	1
451	их ибо	1	1
452	мог бы	1	1
453	то для	1	1
454	что обусловлено	1	1
455	отсюда для	1	1
456	такая же	1	1
457	что я	5	1
458	путь от	1	1
459	будем говорить	1	1
460	поступок не	5	1
461	ли кто-нибудь	1	1
462	форма не	1	1
463	не стоит	1	1
464	всегда следует	1	1
465	в противном	1	1
466	он живет	1	1
467	лишь при	3	1
468	сама она	1	1
469	в первой	1	1
470	есть категория	2	1
471	все с	1	1
472	а для	2	1
473	но там	1	1
474	критериев для	1	1
475	в ее	17	1
476	случае когда	1	1
477	тот же	3	1
478	действительно в	1	1
479	меня не	4	1
480	как к	2	1
