N	3gram	Vygotskiy_	Dialekti
1	и т д	10	75
2	с точки зрения	12	46
3	сама по себе	2	26
4	по крайней мере	1	26
5	в том что	21	25
6	ни в каком	1	18
7	не может быть	14	18
8	не что иное	2	18
9	что иное как	2	18
10	тем не менее	6	16
11	сам по себе	4	16
12	само по себе	8	16
13	то же время	2	15
14	в то же	2	14
15	в таком случае	3	14
16	т д и	1	14
17	только тогда когда	4	13
18	д и т	1	12
19	и то же	1	12
20	с другой стороны	7	12
21	о том что	9	12
22	одно и то	1	12
23	есть не что	1	11
24	на то что	12	11
25	в самом деле	13	10
26	что она есть	1	10
27	по себе не	3	9
28	и в этом	1	9
29	вовсе не есть	1	9
30	подобно тому как	7	9
31	то или иное	2	9
32	это и есть	1	9
33	не значит что	1	8
34	не только не	4	8
35	только то что	2	8
36	в то время	6	8
37	то время как	6	8
38	та или иная	1	8
39	в этом смысле	3	8
40	можно сказать что	2	7
41	не в том	7	7
42	сами по себе	4	7
43	точно так же	6	7
44	в связи с	2	7
45	не потому что	2	7
46	того что он	1	7
47	и в частности	2	7
48	только потому что	2	6
49	в коем случае	1	6
50	для того чтобы	11	6
51	крайней мере в	1	6
52	более или менее	3	6
53	ни в коем	1	6
54	в зависимости от	6	6
55	коем случае не	1	6
56	не имеет никакого	1	6
57	то что мы	1	6
58	ни на что	1	6
59	во всяком случае	7	6
60	с одной стороны	6	6
61	на самом деле	6	5
62	и даже не	1	5
63	по сравнению с	3	5
64	того или другого	1	5
65	потому что она	2	5
66	в конце концов	6	5
67	потому что он	2	5
68	по себе и	1	5
69	и тем не	2	5
70	к тому что	2	5
71	от того что	2	5
72	в том смысле	1	5
73	до сих пор	8	5
74	одной и той	5	5
75	есть прежде всего	1	5
76	и той же	5	5
77	это было бы	1	5
78	в одинаковой мере	2	4
79	одной стороны и	1	4
80	по себе а	3	4
81	том смысле что	1	4
82	и т п	23	4
83	с этой точки	5	4
84	так же как	8	4
85	этой точки зрения	7	4
86	так как она	2	4
87	может быть только	1	4
88	т д все	1	4
89	в данном случае	1	4
90	к тому же	1	4
91	то ясно что	1	4
92	не только о	1	4
93	не может не	1	4
94	то же самое	8	4
95	а не только	1	4
96	того что она	1	4
97	и может быть	1	4
98	как только мы	2	4
99	может быть в	1	4
100	есть в сущности	2	4
101	того и другого	3	4
102	связи с этим	1	4
103	а потом уже	1	4
104	на что не	1	4
105	можно было бы	2	4
106	не могут быть	2	4
107	в этом отношении	7	4
108	тех или иных	2	3
109	как будто бы	2	3
110	же что и	1	3
111	несмотря на то	2	3
112	он не может	3	3
113	когда мы говорим	1	3
114	на точку зрения	1	3
115	то же что	2	3
116	если бы мы	1	3
117	бы то ни	2	3
118	д все это	1	3
119	и не может	2	3
120	того или иного	1	3
121	если так то	1	3
122	в чем же	2	3
123	ни в какой	3	3
124	ту или иную	1	3
125	в данный момент	1	3
126	как и в	5	3
127	что это только	1	3
128	то что я	2	3
129	и в чем	1	3
130	о том как	1	3
131	хотя и не	2	3
132	не было бы	3	3
133	между искусством и	1	3
134	не только в	1	3
135	речь идет о	1	3
136	в чем заключается	1	3
137	было бы и	2	3
138	с самого начала	1	3
139	же как и	2	3
140	принять во внимание	2	3
141	но потому что	1	3
142	лежит в основе	2	3
143	что он не	1	2
144	но то что	1	2
145	в вопросе о	1	2
146	том что у	2	2
147	том что все	1	2
148	по себе но	1	2
149	новой точки зрения	2	2
150	том что в	1	2
151	другой точки зрения	1	2
152	в собственном смысле	3	2
153	дело не в	1	2
154	только сказать что	1	2
155	в жизни и	1	2
156	что отнюдь не	1	2
157	тогда когда оно	1	2
158	поскольку речь идет	1	2
159	во что бы	1	2
160	друг от друга	1	2
161	в нем не	1	2
162	заключается только в	2	2
163	к природе как	1	2
164	все остальное есть	1	2
165	в отношении к	3	2
166	по своему существу	1	2
167	мы никогда не	5	2
168	легко заметить что	2	2
169	и вместе с	1	2
170	нечего и говорить	1	2
