N	3gram	Bakhtin_Fr	EvropaiE
1	с точки зрения	6	16
2	в то же	5	15
3	то же время	5	14
4	в отношении к	1	12
5	и в то	2	8
6	с одной стороны	2	8
7	в том что	6	6
8	как нам кажется	1	5
9	для того чтобы	2	5
10	того или иного	1	4
11	той или иной	5	4
12	не только в	5	4
13	друг с другом	2	3
14	в той или	5	3
15	в применении к	3	3
16	как бы ни	2	3
17	между тем в	1	3
18	во всяком случае	2	3
19	можно сказать что	3	3
20	и прежде всего	4	3
21	в известном смысле	1	3
22	в этом отношении	5	3
23	так и в	3	2
24	но не только	2	2
25	в одном из	1	2
26	сказать что в	1	2
27	и в частности	2	2
28	мы можем сказать	1	2
29	как мы видели	2	2
30	но в то	2	2
31	не может быть	5	2
32	на то что	1	2
33	в большинстве случаев	2	2
34	прежде всего в	1	2
35	по сравнению с	2	2
36	к тому чтобы	1	2
37	друг от друга	1	2
38	во второй половине	2	2
39	с другой стороны	1	2
40	по нашему мнению	1	2
41	или хотя бы	1	2
42	во многих отношениях	1	1
43	мы видели что	1	1
44	было бы неправильно	1	1
45	или меньшей степени	7	1
46	и связанной с	1	1
47	что для него	1	1
48	в течение года	1	1
49	в одной из	1	1
50	она никогда не	1	1
51	но в отношении	1	1
52	культуры и в	2	1
53	бы неправильно думать	1	1
54	и не только	1	1
55	и в начале	2	1
56	именно потому что	1	1
57	на то или	1	1
58	и связанное с	1	1
59	и та же	1	1
60	то есть в	5	1
61	в самом процессе	1	1
62	но и во	1	1
63	чуть ли не	1	1
64	дело в том	2	1
65	в эту эпоху	5	1
66	большей или меньшей	7	1
67	к тому или	1	1
68	то или иное	1	1
69	было связано с	2	1
70	в значительной мере	3	1
71	или иной степени	1	1
72	но и в	5	1
73	для нас в	1	1
74	том числе и	7	1
75	большей степени чем	1	1
76	можем сказать что	1	1
77	тех или иных	1	1
78	как и всякая	2	1
79	во всех этих	2	1
80	в отличие от	4	1
81	еще далеко не	2	1
82	в себе в	1	1
83	и приближаются к	1	1
84	до настоящего времени	1	1
85	неправильно думать что	2	1
86	тех случаях когда	1	1
87	не могут быть	2	1
88	и человеческой жизни	1	1
89	но также и	1	1
90	мира и человеческой	1	1
91	выходит за пределы	4	1
92	вовсе не в	2	1
93	в связи с	1	1
94	так и с	1	1
95	же время в	1	1
96	связанное с ним	1	1
97	мира то есть	2	1
98	в последнее время	1	1
99	главным образом к	1	1
100	в том числе	10	1
101	но как бы	1	1
102	во всех перечисленных	1	1
103	культуры вовсе не	1	1
104	только в пределах	1	1
105	вовлекает в свой	1	1
106	в своем развитии	1	1
107	то есть к	1	1
108	несмотря на его	1	1
109	точки зрения этих	1	1
110	этот вопрос мы	2	1
111	как не может	1	1
112	из всех великих	1	1
113	также и в	1	1
114	в значительной степени	4	1
115	и до настоящего	1	1
116	на этот вопрос	2	1
117	но от этого	1	1
118	в большей или	7	1
119	в тех случаях	1	1
120	к тому же	1	1
121	одна и та	1	1
122	не относится к	1	1
