N	2gram	Voloshinov	DiskursI
1	в качестве	1	72
2	а не	1	60
3	может быть	17	56
4	не только	7	49
5	и в	16	49
6	как и	2	47
7	при этом	6	46
8	и не	4	44
9	в том	3	44
10	том что	3	40
11	в этом	9	38
12	в частности	2	36
13	но и	4	35
14	и т.п	2	32
15	но не	1	31
16	со стороны	1	28
17	но в	4	28
18	так и	4	28
19	не может	8	27
20	отнюдь не	4	23
21	еще не	5	23
22	в рамках	1	23
23	в своей	2	19
24	все же	1	19
25	в нем	4	19
26	прежде всего	9	19
27	в основе	3	18
28	то же	2	17
29	в данном	1	17
30	с другой	1	17
31	в мире	1	17
32	точки зрения	8	16
33	только в	4	16
34	о том	2	15
35	то что	3	15
36	роль в	1	15
37	в его	4	15
38	не менее	2	14
39	можно сказать	4	14
40	одной стороны	1	14
41	с одной	1	14
42	или иной	1	14
43	как бы	5	13
44	для него	6	13
45	в своих	1	12
46	при всей	2	12
47	того же	2	12
48	и на	4	12
49	и все	4	12
50	данном случае	1	12
51	столь же	1	11
52	что в	3	11
53	с его	7	11
54	и как	3	11
55	той или	1	10
56	а с	1	10
57	а в	3	10
58	и т.д	1	10
59	в них	2	9
60	уже не	1	9
61	себя в	1	9
62	внимание на	1	9
63	сводится к	2	9
64	еще в	1	9
65	в этих	3	8
66	и даже	4	8
67	к тому	1	8
68	в одном	3	8
69	хотя и	1	8
70	в себя	1	8
71	он не	2	8
72	не на	2	8
73	не следует	1	8
74	жизни в	1	8
75	этом отношении	1	8
76	человека в	1	8
77	и о	2	8
78	таким образом	9	7
79	что и	2	7
80	его в	4	7
81	к этому	2	7
82	в этой	4	7
83	я в	1	7
84	могут быть	3	7
85	ни в	5	7
86	приводит к	1	7
87	той же	1	7
88	но это	2	7
89	и для	2	7
90	в пределах	2	7
91	лишь в	1	7
92	и ее	4	7
93	и его	8	7
94	конечном счете	2	6
95	и того	1	6
96	одна из	1	6
97	крайней мере	3	6
98	никогда не	2	6
99	с точки	6	6
100	в конечном	3	6
101	не знает	2	6
102	во всех	3	6
103	однако в	1	6
104	в сущности	1	6
105	и то	1	6
106	что он	2	6
107	по крайней	3	6
108	что же	1	6
109	дело в	1	6
110	в эпоху	1	6
111	времени и	1	6
112	тому как	1	6
113	и может	4	6
114	отношение к	5	6
115	в период	1	6
116	в виду	1	5
117	в другом	1	5
118	не всегда	1	5
119	говорить о	2	5
120	к ним	2	5
121	сказать что	7	5
122	на протяжении	2	5
123	к себе	3	5
124	несмотря на	1	5
125	как раз	1	5
126	я и	6	5
127	на этом	3	5
128	с ее	4	5
129	одного и	1	5
130	один из	2	5
131	подобно тому	1	5
132	за пределы	2	5
133	оно не	2	5
134	в свою	1	5
135	известной степени	1	5
136	ничего не	1	5
137	о нем	1	5
138	здесь в	1	5
139	в ней	1	5
140	мира и	3	5
141	и потому	3	5
142	из этих	2	5
143	же самое	1	5
144	в самом	2	4
145	и к	6	4
146	говорит о	1	4
147	в году	1	4
148	в жизни	2	4
149	отличается от	1	4
150	во всяком	3	4
151	только на	3	4
152	что они	1	4
153	аналогии с	2	4
154	связи с	1	4
155	что не	2	4
156	я не	1	4
157	не есть	2	4
158	и это	6	4
159	как это	3	4
160	должны быть	1	4
161	хотя в	1	4
162	это в	1	4
163	и есть	3	4
164	в культуре	1	4
165	с ним	2	4
166	из того	1	4
167	не могут	2	4
168	особого рода	1	4
169	не более	1	4
170	с ней	1	4
171	можно назвать	2	4
172	свое время	1	4
173	для меня	2	4
174	в свое	2	4
175	зависит от	1	4
176	мы имеем	1	4
177	во внешнем	1	4
178	есть в	2	4
179	и др	3	4
180	по своему	2	4
181	на его	1	4
182	а на	2	4
183	может иметь	2	4
184	и прежде	1	4
185	в момент	1	3
186	которая в	1	3
187	дело с	1	3
188	характер и	1	3
189	и сам	1	3
190	к другим	2	3
191	их в	3	3
192	в одно	2	3
193	чем не	3	3
194	на первый	2	3
195	первый взгляд	1	3
196	с этим	2	3
197	вопрос о	1	3
198	входит в	1	3
199	как на	1	3
200	имеем дело	1	3
201	момент в	2	3
202	о ней	1	3
203	на почве	1	3
204	и столь	1	3
205	опираясь на	1	3
206	и притом	3	3
207	к чему	1	3
208	по аналогии	2	3
209	в области	3	3
210	между собой	2	3
211	но как	2	3
212	и что	1	3
213	для человека	1	3
214	но так	1	3
215	то ни	1	3
216	было бы	2	3
217	о его	1	3
218	и по	2	3
219	не случайно	1	3
220	еще одно	1	3
221	мире и	1	3
222	современной культуры	1	3
223	оказывается в	1	3
224	себя с	1	3
225	отношения к	3	3
226	как не	2	3
227	вместе с	3	3
228	не имеет	1	3
229	но оно	3	3
230	это и	1	3
231	значение для	1	3
232	заметить что	1	3
233	как мы	4	3
234	может оказаться	1	3
235	всяком случае	3	3
236	жизни но	1	3
237	на языке	1	3
238	они не	2	3
239	различие между	1	3
240	уже в	1	3
241	мы не	2	3
242	внешнем мире	1	3
243	в полном	1	3
244	с их	3	3
245	однако не	1	3
246	не подлежит	1	3
247	все эти	5	3
248	значение так	1	3
249	она не	1	3
250	хотя бы	4	3
251	когда он	1	3
252	в начале	2	3
253	в большинстве	3	3
254	жизни и	3	3
255	для этого	2	3
256	и наконец	4	3
257	что на	2	3
258	что было	1	2
259	во всем	1	2
260	мы можем	9	2
261	о поведении	1	2
262	для всех	4	2
263	в душе	2	2
264	т.е в	2	2
265	все люди	1	2
266	с этой	2	2
267	еще более	1	2
268	мысли и	4	2
269	в некоторых	1	2
270	можно определить	2	2
271	те же	3	2
272	нас в	1	2
273	не являются	1	2
274	или во	1	2
275	и с	8	2
276	жизнь в	1	2
277	различные формы	1	2
278	реальности и	3	2
279	отсюда и	1	2
280	для того	1	2
281	что представляет	1	2
282	и действия	1	2
283	с помощью	2	2
284	в ранний	1	2
285	самого начала	4	2
286	обратим внимание	1	2
287	все то	2	2
288	в нашем	1	2
289	под названием	1	2
290	по поводу	1	2
291	едва ли	3	2
292	своего развития	1	2
293	к нему	1	2
294	бы то	1	2
295	этих двух	1	2
296	к их	1	2
297	сознания с	1	2
298	на язык	3	2
299	ни было	2	2
300	с другими	3	2
301	у него	2	2
302	что она	1	2
303	как его	1	2
304	о смерти	1	2
305	же как	2	2
306	большинстве случаев	3	2
307	на границе	2	2
308	в чем	5	2
309	происходит только	1	2
310	не был	1	2
311	а потом	1	2
312	и быть	1	2
313	и собственно	1	2
314	но зато	2	2
315	первого и	1	2
316	вторая часть	1	2
317	жизнь как	1	2
318	что может	1	2
319	историю не	1	2
320	на ранних	2	2
321	его к	1	2
322	является его	1	2
323	развития в	1	2
324	и ведет	1	2
325	в него	5	2
326	представляет себе	1	2
327	а потому	4	2
328	не позволяет	1	2
329	как с	2	2
330	в основном	3	2
331	на ее	1	2
332	потом и	1	2
333	говорит и	1	2
334	нашего времени	2	2
335	интерес к	1	2
336	и делает	1	2
337	этом своем	1	2
338	первый и	1	2
339	если бы	1	2
340	самом деле	6	2
341	от своего	1	2
342	ни одно	1	2
343	но отнюдь	2	2
344	и они	1	2
345	влияния на	1	2
346	себя и	2	2
347	ключом к	1	2
348	время и	1	2
349	тех же	3	2
350	не имеют	1	2
351	на основе	2	2
352	два полюса	2	2
353	и теперь	3	2
354	и вся	2	2
355	своем качестве	1	2
356	на этот	1	2
357	к предмету	1	2
358	в особом	1	2
359	события и	1	2
360	одних и	1	2
361	в любви	1	2
362	это делает	2	2
363	возникает в	2	2
364	все это	4	2
365	ее в	2	2
366	или словами	1	2
367	лежит на	1	2
368	по его	1	2
369	это было	1	2
370	путь к	2	2
371	говорит об	1	2
372	вовсе не	1	2
373	и вообще	2	2
374	и тех	1	2
375	с самого	4	2
376	его не	1	2
377	ни один	1	2
378	мы должны	1	2
379	и их	4	2
380	в науке	2	2
381	отказ от	1	2
382	целого в	1	2
383	только то	2	2
384	по-видимому в	1	2
385	всей его	1	2
386	теоретического познания	1	2
387	в голову	2	2
388	право на	1	2
389	и только	9	2
390	определить как	2	2
391	человек не	1	2
392	за счет	2	2
393	можно указать	1	2
394	с привлечением	1	1
395	науки о	1	1
396	к сожалению	1	1
397	а другие	1	1
398	что если	1	1
399	мы и	1	1
400	здесь же	2	1
401	всего на	1	1
402	же и	1	1
403	в применении	1	1
404	его за	1	1
405	представляет собою	1	1
406	события его	1	1
407	в разных	1	1
408	всей ее	1	1
409	на престол	1	1
410	мы живем	1	1
411	все моменты	1	1
412	образов в	1	1
413	всей их	2	1
414	а иногда	1	1
415	форму и	1	1
416	под давлением	1	1
417	психики и	1	1
418	с тем	1	1
419	индивида и	1	1
420	смерть в	1	1
421	при таком	1	1
422	объясняется его	1	1
423	есть то	1	1
424	нем нет	2	1
425	на старом	1	1
426	на одном	1	1
427	не удается	2	1
428	на все	1	1
429	лица по	1	1
430	не существует	2	1
431	же более	1	1
432	она же	1	1
433	применении к	1	1
434	об ее	1	1
435	он был	1	1
436	даже и	1	1
437	но даже	1	1
438	уже у	1	1
439	в каких	1	1
440	в этот	2	1
441	как совокупность	1	1
442	душе человека	1	1
443	с самой	1	1
444	и стали	1	1
445	всего как	1	1
446	при некоторых	1	1
447	и желания	1	1
448	в смысле	1	1
449	построений лежит	1	1
450	после пробуждения	1	1
451	не что	1	1
452	так же	2	1
453	даже с	1	1
454	отметить что	1	1
455	друг на	2	1
456	некоторое время	1	1
457	слов о	1	1
458	и еще	1	1
459	всех областях	1	1
460	именно так	1	1
461	находится в	2	1
462	художественного творчества	4	1
463	как я	1	1
464	теории и	1	1
465	в атмосфере	1	1
466	каждое из	1	1
467	были в	1	1
468	процессов но	1	1
469	к этим	1	1
470	наблюдения но	1	1
471	чем это	1	1
472	на них	2	1
473	в историю	2	1
474	только не	1	1
475	книга о	1	1
476	и мы	2	1
477	и разложения	1	1
478	что иное	1	1
479	и эмоционально	1	1
480	в состоянии	1	1
481	не должна	1	1
482	по мнению	1	1
483	энергии в	1	1
484	свое обычное	1	1
485	смысла в	1	1
486	сознанием не	1	1
487	местах и	1	1
488	является и	1	1
489	сознания на	1	1
490	не говорит	1	1
491	именно здесь	1	1
492	что его	1	1
493	получает возможность	1	1
494	всех его	2	1
495	творчество как	1	1
496	быть только	1	1
497	отдельного человеческого	1	1
498	в конце	1	1
499	оно в	1	1
500	учение о	3	1
501	в связи	1	1
502	как видим	1	1
503	между ними	3	1
504	чего оно	1	1
505	для накопления	1	1
506	от этого	1	1
507	быть ничего	1	1
508	но исключительно	1	1
509	из одного	1	1
510	но к	1	1
511	сих пор	3	1
512	а для	1	1
513	ядро и	1	1
514	и мир	1	1
515	не имеющие	2	1
516	и позиция	1	1
517	что такое	5	1
518	согласии с	1	1
519	не он	1	1
520	делает его	1	1
521	разных местах	1	1
522	все остальные	2	1
523	близко к	1	1
524	образ не	1	1
525	не дает	1	1
526	от содержания	1	1
527	человека как	1	1
528	этих трех	2	1
529	в развитии	2	1
530	на чем	1	1
531	не будет	2	1
532	всей этой	1	1
533	всех других	2	1
534	именно и	1	1
535	других людей	1	1
536	к ее	1	1
537	даже не	3	1
538	человеческой психики	1	1
539	этом смысле	3	1
540	не место	1	1
541	мы еще	1	1
542	переживается и	1	1
543	как известно	1	1
544	так называемого	1	1
545	внутреннего мира	1	1
546	году в	1	1
547	это приводит	1	1
548	более позднее	1	1
549	в общем	3	1
550	например о	1	1
551	формы и	1	1
552	которые были	1	1
553	следует заметить	1	1
554	чрезвычайно сложный	1	1
555	во время	3	1
556	его времени	1	1
557	в философии	1	1
558	искусства в	1	1
559	что до	1	1
560	от нее	1	1
561	так ли	1	1
562	образом и	1	1
563	до сих	3	1
564	и здесь	1	1
565	до своего	1	1
566	как учение	1	1
567	для содержания	1	1
568	почти не	2	1
569	ним и	1	1
570	со своего	1	1
571	что это	2	1
572	это уже	1	1
573	стали прообразом	1	1
574	в область	2	1
575	для них	1	1
576	можно было	1	1
577	в более	1	1
578	со всеми	2	1
579	поэтому и	2	1
580	с ними	4	1
581	все события	1	1
582	и действительно	2	1
583	может стать	1	1
584	и так	2	1
585	о двух	1	1
586	и были	1	1
587	как наука	1	1
588	собою в	1	1
589	сравнению с	3	1
590	зависимости от	1	1
591	классическими и	1	1
592	в каком	2	1
593	на своем	1	1
594	своей жизни	2	1
595	на другие	1	1
596	нет ничего	1	1
597	его и	1	1
598	вообще по	1	1
599	основания предполагать	1	1
600	вернемся к	1	1
601	это нечто	2	1
602	на некоторых	1	1
603	то и	1	1
604	наконец в	1	1
605	того чтобы	1	1
606	сознание и	5	1
607	на друга	2	1
608	по сравнению	3	1
609	это только	1	1
610	этом пути	1	1
611	своего происхождения	1	1
612	жизнь с	1	1
613	в мир	2	1
614	цели и	2	1
615	под которым	1	1
616	потому и	2	1
617	всех трех	1	1
618	таким путем	2	1
619	человеческого поведения	2	1
620	что здесь	1	1
621	нет и	2	1
622	на две	3	1
623	как некое	1	1
624	мог бы	1	1
625	в самую	1	1
626	но именно	1	1
627	только при	1	1
628	но вообще	1	1
629	каждый день	1	1
630	начинает расти	1	1
631	всего к	1	1
632	и проч	9	1
633	научная теория	1	1
634	но если	1	1
635	связано с	1	1
636	именно этот	1	1
637	так называемое	1	1
638	точку зрения	1	1
639	часто и	1	1
640	тот же	1	1
641	человека но	1	1
642	которому в	1	1
643	вырастает из	1	1
644	читатель может	1	1
645	об их	1	1
646	хорошо известны	1	1
647	как со	1	1
648	так как	4	1
649	мир в	1	1
650	для всего	1	1
651	основе этих	1	1
652	они определили	1	1
653	для нас	2	1
654	и всегда	1	1
655	на самом	4	1
656	от остальной	1	1
657	это именно	1	1
658	с телом	1	1
659	себе но	1	1
660	от всех	1	1
661	без остатка	1	1
662	остается и	2	1
663	образований в	1	1
664	же в	1	1
665	как наиболее	1	1
666	с теми	1	1
667	в глубине	1	1
668	в нашей	1	1
669	случае не	1	1
670	является по	2	1
671	страха и	1	1
672	эти две	1	1
673	науки в	1	1
674	с историей	2	1
675	и со	1	1
676	и могут	1	1
677	остановимся на	1	1
678	и художественного	3	1
679	войти в	2	1
680	и таким	2	1
681	ее жизнь	1	1
682	таких построений	1	1
683	предположить что	1	1
684	искать в	1	1
685	и других	2	1
686	же с	1	1
687	наука о	1	1
688	в основных	1	1
689	она впервые	1	1
690	т.п и	1	1
691	в практике	1	1
692	человека все	1	1
693	не их	1	1
694	и почти	1	1
695	и ни	1	1
696	здесь только	1	1
697	но всегда	1	1
698	с совершенно	1	1
699	с нами	1	1
700	в отношениях	1	1
701	мы узнаем	1	1
702	иногда и	1	1
703	которой является	1	1
704	ли это?	1	1
705	в человеческом	1	1
706	от того	1	1
707	и часто	1	1
708	же на	1	1
709	и особенно	1	1
710	и самого	1	1
711	которые в	1	1
712	не можем	2	1
713	этом и	1	1
714	своего прямого	1	1
715	а часто	1	1
716	что-нибудь сделать	1	1
717	в сознании	1	1
718	или при	1	1
719	каждый момент	1	1
720	в самых	1	1
721	и оно	3	1
722	основе их	1	1
723	в известной	1	1
724	иное как	1	1
725	и практически	1	1
