N	3gram	Propp_Isto	Literetu
1	в том что	4	21
2	в то же	1	21
3	то же время	1	21
4	по отношению к	2	12
5	с одной стороны	7	12
6	не может быть	6	11
7	в данном случае	2	11
8	в отличие от	1	11
9	состоит в том	1	11
10	о том что	5	10
11	с точки зрения	1	8
12	с другой стороны	10	7
13	в том числе	3	6
14	из того что	1	6
15	подобно тому как	2	6
16	не только в	2	6
17	с этой точки	2	5
18	тем не менее	6	5
19	в соответствии с	1	5
20	в том чтобы	2	5
21	этой точки зрения	2	5
22	в связи с	6	5
23	может быть это	1	4
24	но при этом	1	4
25	по аналогии с	1	4
26	и тем самым	2	4
27	и то что	3	4
28	одной стороны и	1	3
29	в самом деле	1	3
30	ничего общего с	1	3
31	речь идет о	1	3
32	то же самое	1	3
33	только в том	1	3
34	в свою очередь	1	3
35	на то что	3	3
36	на самом деле	1	3
37	по большей части	1	3
38	что он один	1	3
39	во всяком случае	1	3
40	том числе и	2	3
41	знает что он	1	2
42	для того чтобы	3	2
43	исключают друг друга	2	2
44	и то же	2	2
45	и вместе с	3	2
46	не исключают друг	2	2
47	не могло быть	1	2
48	может быть названа	1	2
49	только то что	1	2
50	в этой связи	1	2
51	а не только	1	2
52	не мог бы	1	2
53	в чистом виде	1	2
54	вместе с тем	7	2
55	но и в	2	2
56	в себе и	1	2
57	одно и то	2	2
58	это уже не	2	2
59	в этом случае	13	2
60	тем что он	3	2
61	и не только	1	2
62	одним из которых	1	1
63	тогда еще не	1	1
64	но то что	1	1
65	одного из них	1	1
66	каждого из них	1	1
67	и когда он	1	1
68	что он не	1	1
69	как будто бы	1	1
70	все того же	1	1
71	по себе но	1	1
72	дело сводится к	1	1
73	что в ней	1	1
74	на задний план	3	1
75	все еще оставался	1	1
76	том что искусство	1	1
77	на том что	3	1
78	здесь может быть	1	1
79	но кто же	1	1
80	и тем более	1	1
81	это время мимо	1	1
82	который может быть	1	1
83	не в том	2	1
84	в русской и	1	1
85	но и он	1	1
86	во многих отношениях	1	1
87	этом случае мы	2	1
88	до сих пор	7	1
89	потому что в	1	1
90	может быть не	1	1
91	всегда остается в	1	1
92	иметь в виду	1	1
93	так как у	1	1
94	что перед нами	1	1
95	в зависимости от	1	1
96	превращает его в	1	1
97	в пределах одной	1	1
98	не в стиле	1	1
99	на себя ее	1	1
100	и тогда он	1	1
101	одна из форм	1	1
102	с ним а	1	1
103	в частности в	1	1
104	к себе в	2	1
105	как бы два	1	1
106	но это единственный	1	1
107	но все же	6	1
108	от земли до	2	1
109	в последнем случае	1	1
110	о том как	4	1
111	но это не	2	1
112	и в том	1	1
113	для тех кто	1	1
114	а не в	1	1
115	и потому не	1	1
116	а также и	1	1
117	может быть только	1	1
118	за ним и	1	1
119	после того как	4	1
120	и тем не	2	1
121	том что при	2	1
122	которые не могут	1	1
123	одну из его	1	1
124	и не всегда	1	1
125	что едва ли	1	1
126	не только для	1	1
127	вместе с ним	1	1
128	как мы знаем	1	1
129	с той же	1	1
130	могло превратиться в	1	1
131	и в особенности	2	1
132	согласно одной из	1	1
133	в это время	2	1
134	здесь как и	2	1
135	конце xix века	1	1
136	две стороны одного	1	1
137	может быть в	1	1
138	но уже в	2	1
139	как один из	1	1
140	состоит не в	1	1
141	то же в	2	1
142	в конце xix	1	1
143	не что иное	1	1
144	он не может	2	1
145	вместе с ней	1	1
146	и даже в	1	1
147	здесь как будто	1	1
148	хотя бы на	1	1
149	в одной из	1	1
150	одной из версий	1	1
151	как в данном	1	1
152	это еще не	2	1
153	как мы видели	2	1
154	всегда может быть	1	1
155	идет по земле	1	1
156	только потому что	1	1
157	во всех этих	2	1
158	с самого начала	1	1
159	к этой же	1	1
160	он не мог	1	1
161	у него нет	1	1
162	быть не вполне	1	1
163	не могут быть	1	1
164	том что они	1	1
165	представляют собой лишь	1	1
166	что может быть	1	1
167	что иное как	1	1
168	на этом свете	1	1
169	вопрос о том	1	1
170	это и есть	1	1
171	само по себе	1	1
172	с собой в	1	1
173	но и для	1	1
174	в дальний путь	1	1
175	в основе своей	1	1
176	и понял что	2	1
177	может быть и	1	1
