N	3gram	Losev_Prob	EvropaiE
1	с точки зрения	9	16
2	в то же	10	15
3	и в то	2	8
4	с одной стороны	2	8
5	в том что	17	6
6	одной стороны и	1	6
7	так же как	3	5
8	как нам кажется	1	5
9	этой точки зрения	2	5
10	для того чтобы	4	5
11	с этой точки	1	5
12	того или иного	5	4
13	той или иной	16	4
14	само по себе	5	4
15	не только в	2	4
16	то ни было	4	4
17	бы то ни	5	4
18	и в этом	6	4
19	в той или	7	3
20	во всех случаях	1	3
21	можно было бы	6	3
22	в этом смысле	5	3
23	же как и	4	3
24	как бы ни	1	3
25	хотя бы и	2	3
26	ту или иную	3	3
27	во всяком случае	8	3
28	можно сказать что	2	3
29	и прежде всего	3	3
30	в известном смысле	1	3
31	так и в	2	2
32	сказать что в	1	2
33	каких бы то	1	2
34	и в частности	4	2
35	и все другие	1	2
36	приводит нас к	1	2
37	как мы видели	2	2
38	нам кажется что	1	2
39	в качестве орудия	1	2
40	и только в	3	2
41	не может быть	5	2
42	на то что	2	2
43	в данном случае	12	2
44	по себе не	1	2
45	по сравнению с	3	2
46	заключается в том	5	2
47	только в том	2	2
48	друг от друга	3	2
49	с другой стороны	11	2
50	между прочим и	1	2
51	из того что	1	2
52	тому или иному	1	2
53	и не имеет	1	2
54	то нельзя ли	1	2
55	не говоря уже	1	2
56	при помощи которого	1	1
57	и т д	20	1
58	хотя и не	2	1
59	сильнее чем в	1	1
60	и даже вовсе	1	1
61	то это были	1	1
62	что для него	1	1
63	при помощи этого	1	1
64	и не только	1	1
65	чтобы не только	1	1
66	именно потому что	3	1
67	на то или	2	1
68	имеют дело с	1	1
69	и с точки	2	1
70	то есть в	5	1
71	формулировали в предыдущем	1	1
72	дело в том	4	1
73	как будто к	1	1
74	вовсе не обязательно	1	1
75	смысле этого слова	1	1
76	мы находим у	1	1
77	к тому или	1	1
78	то как нам	1	1
79	здесь говорить о	1	1
80	и когда мы	3	1
81	речь идет о	1	1
82	для нас значение	2	1
83	то или иное	3	1
84	как и другие	1	1
85	в значительной мере	2	1
86	мы не можем	2	1
87	или это есть	1	1
88	к тому что	1	1
89	и число их	1	1
90	но и в	2	1
91	том смысле что	4	1
92	для нас в	1	1
93	том числе и	1	1
94	то в отношении	1	1
95	смысле она есть	1	1
96	тех или иных	7	1
97	и тем более	4	1
98	было бы смешно	1	1
99	почти никогда не	1	1
100	и тем самым	3	1
101	то время как	6	1
102	есть то что	3	1
103	оно всегда в	1	1
104	во всех этих	1	1
105	в том смысле	4	1
106	в отличие от	2	1
107	мы хотели бы	1	1
108	или вовсе не	1	1
109	мы формулировали в	1	1
110	в себе в	2	1
111	и в своем	1	1
112	в себе не	1	1
113	и то и	1	1
114	в самом понятии	1	1
115	ничего иного кроме	1	1
116	только в виде	2	1
117	и того же	1	1
118	значение также и	1	1
119	тех случаях когда	1	1
120	говоря уже об	1	1
121	один и тот	1	1
122	из всего этого	1	1
123	то и другое	1	1
124	в каком смысле	1	1
125	имеет для нас	1	1
126	с тем что	1	1
127	именно к тому	1	1
128	но также и	2	1
129	мы не станем	1	1
130	что же касается	5	1
131	в ту или	2	1
132	выходит за пределы	1	1
133	на то чтобы	1	1
134	вовсе не в	2	1
135	в связи с	9	1
136	за тем как	1	1
137	но они вполне	1	1
138	и не в	2	1
139	и тот же	1	1
140	мы бы сказали	1	1
141	та или иная	4	1
142	и не было	2	1
143	в том числе	1	1
144	хотя бы только	1	1
145	насколько можно судить	1	1
146	только в пределах	2	1
147	он сам и	1	1
148	это значит что	8	1
149	ли здесь говорить	1	1
150	даже вовсе не	2	1
151	поскольку речь идет	1	1
152	говорить о том	2	1
153	связи с этим	1	1
154	этот вопрос мы	1	1
155	только и можно	2	1
156	в то время	6	1
157	поскольку она не	1	1
158	только тогда когда	1	1
159	что в этом	1	1
160	более или менее	2	1
161	на этот раз	3	1
162	на этот вопрос	1	1
163	в тех случаях	1	1
164	что и сам	2	1
165	но именно о	1	1
166	к тому же	1	1
167	одного и того	1	1
168	не относится к	1	1
169	может быть и	3	1
170	друг к другу	1	1
