N	4gram	Vygotskiy_	TeoriaLi
1	состоит в том что	4	5
2	одного и того же	5	4
3	в том числе и	3	2
4	с этой точки зрения	4	2
5	в том что он	1	2
6	одно и то же	6	2
7	бы то ни было	1	2
8	приводит к тому что	1	2
9	бы они ни были	1	1
10	перейдем к вопросу о	1	1
11	с логической точки зрения	2	1
12	вступает в противоречие с	1	1
13	том что он не	1	1
14	и того же типа	1	1
15	в том что в	3	1
16	в отличие от ряда	1	1
17	не что иное как	2	1
18	заключается в том что	16	1
19	оно состоит в том	1	1
20	в том что она	1	1
21	тем не менее не	1	1
22	как это имеет место	1	1
23	с одной стороны и	1	1
24	что в основе его	1	1
25	это имеет место в	1	1
26	в том случае если	2	1
27	одном и том же	2	1
28	что в отличие от	1	1
29	не содержит в себе	1	1
30	с точки зрения логики	1	1
31	в русском языке обозначают	1	1
32	одним и тем же	4	1
33	в связи с этим	2	1
34	точно так же как	1	1
35	есть не что иное	1	1
36	даже в том случае	2	1
