N	2gram	Vygotskiy_	slovoVRo
1	и в	55	92
2	в романе	1	89
3	и т	36	82
4	т п	24	72
5	то есть	44	64
6	может быть	35	59
7	и его	14	59
8	в нем	5	59
9	и не	24	51
10	не только	25	44
11	не может	30	41
12	но и	12	39
13	до конца	9	37
14	в этом	21	36
15	а не	18	34
16	во всех	4	32
17	точки зрения	32	30
18	так и	6	30
19	языка и	1	29
20	могут быть	15	29
21	и др	1	29
22	в пределах	1	29
23	в его	8	27
24	слова в	5	26
25	все это	11	25
26	как бы	11	24
27	слова и	1	24
28	слово в	1	24
29	то же	17	23
30	и на	6	22
31	в сущности	15	21
32	как в	17	21
33	не в	19	21
34	вовсе не	7	21
35	в процессе	7	20
36	в то	8	20
37	прежде всего	5	19
38	как мы	2	19
39	с ним	2	18
40	как и	25	18
41	же время	2	18
42	таким образом	38	17
43	оно не	2	17
44	и даже	11	17
45	все же	9	17
46	в основе	13	17
47	все эти	7	17
48	в большинстве	1	17
49	при этом	28	16
50	в них	4	16
51	к своему	2	16
52	отличие от	6	16
53	но в	5	16
54	в той	2	15
55	и с	5	15
56	с точки	12	15
57	там где	5	15
58	только в	18	14
59	в отличие	4	14
60	узком смысле	1	14
61	в узком	2	14
62	в особенности	3	13
63	отношении к	3	13
64	в слове	3	13
65	это не	1	13
66	с другой	7	13
67	с его	3	13
68	точка зрения	6	13
69	и следовательно	4	13
70	и для	9	13
71	и к	5	12
72	в отношении	3	12
73	еще не	2	12
74	во всяком	9	12
75	никогда не	13	12
76	и потому	2	12
77	или в	2	12
78	точек зрения	3	12
79	а в	10	12
80	отношение к	3	12
81	и наконец	2	12
82	один из	6	11
83	роман и	2	11
84	в этих	6	11
85	с ними	2	11
86	для него	1	11
87	с одной	6	11
88	на его	3	11
89	в плане	1	11
90	одной стороны	7	11
91	зрения на	2	10
92	в языке	3	10
93	и их	4	10
94	и все	8	10
95	уже не	3	10
96	т д	10	10
97	в своем	3	10
98	может не	1	10
99	в том	55	10
100	с другими	2	10
101	на чужом	1	10
102	она не	6	10
103	в себе	6	10
104	далеко не	7	10
105	в него	4	10
106	более или	3	9
107	в своей	6	9
108	чужом языке	1	9
109	конечно не	2	9
110	сказать что	12	9
111	на почве	3	9
112	так как	28	9
113	здесь в	1	9
114	его в	3	9
115	одна из	5	9
116	в их	4	9
117	в смысле	3	9
118	или менее	3	9
119	и других	4	9
120	и мир	1	9
121	он не	8	9
122	и от	4	9
123	но не	5	9
124	с ее	3	9
125	к нему	3	9
126	в самом	18	8
127	для нас	5	8
128	не на	2	8
129	не могут	6	8
130	может стать	3	8
131	зависимости от	7	8
132	в поэтическом	2	8
133	в значительной	1	8
134	все время	6	8
135	для понимания	2	8
136	с этим	7	8
137	в зависимости	6	8
138	человека в	1	8
139	всяком случае	7	8
140	п в	2	8
141	в одной	3	8
142	человека и	3	8
143	и часто	2	8
144	в ней	3	8
145	во всем	5	7
146	от него	2	7
147	же и	2	7
148	еще более	2	7
149	но все	1	7
150	смысла и	1	7
151	о нем	2	7
152	например в	5	7
153	том что	30	7
154	перед нами	1	7
155	автора и	1	7
156	того же	3	7
157	по преимуществу	2	7
158	мышления и	3	7
159	у него	4	7
160	не было	5	7
161	связи с	2	7
162	в таком	5	7
163	его не	3	7
164	также и	2	7
165	ту же	6	7
166	за пределы	2	7
167	жизни и	5	7
168	в целом	8	7
169	что в	39	6
170	и здесь	3	6
171	дело с	10	6
172	даже в	2	6
173	в одном	4	6
174	ни в	9	6
175	другой стороны	7	6
176	по себе	21	6
177	именно в	1	6
178	одновременно и	1	6
179	роль в	4	6
180	себя и	3	6
181	языка то	1	6
182	автор не	1	6
183	можно сказать	2	6
184	в свою	3	6
185	наконец в	2	6
186	слов и	1	6
187	и там	2	6
188	как к	2	6
189	одной плоскости	1	6
190	в качестве	3	6
191	бы и	5	6
192	лежит в	2	6
193	а также	1	6
194	мира и	1	6
195	романе в	1	6
196	единство и	1	6
197	на этом	3	6
198	хотя бы	4	6
199	между тем	6	6
200	и слова	1	6
201	стороны и	3	6
202	он в	2	6
203	точку зрения	3	6
204	которые в	3	6
205	ничего не	4	6
206	и единственный	1	6
207	романе и	1	5
208	должна быть	3	5
209	и при	3	5
210	не как	3	5
211	а затем	1	5
212	роман в	1	5
213	в результате	4	5
214	они не	1	5
215	вместе с	10	5
216	не менее	9	5
217	о том	11	5
218	его и	4	5
219	не является	5	5
220	в данном	1	5
221	и более	3	5
222	мы не	15	5
223	для того	12	5
224	с помощью	1	5
