N	2gram	Losev_Dial	NovoeSre
1	а не	39	17
2	не может	29	16
3	и в	34	16
4	совсем не	1	12
5	нового времени	2	12
6	и не	50	11
7	и есть	24	10
8	что в	12	9
9	истории и	6	9
10	в том	17	8
11	как не	4	8
12	жизни и	8	8
13	он не	8	8
14	в этом	14	7
15	может быть	30	7
16	не будет	5	7
17	это есть	19	7
18	культуры и	2	7
19	как и	14	7
20	воля к	1	6
21	ни в	20	6
22	не знает	4	6
23	не в	11	6
24	от бога	2	6
25	высшей степени	1	6
26	с его	7	6
27	но это	10	6
28	никогда не	9	6
29	и к	5	5
30	не только	35	5
31	в ней	4	5
32	истории в	1	5
33	все это	13	5
34	в жизни	4	5
35	в нем	7	5
36	с ее	10	5
37	должен быть	1	5
38	перестает быть	2	4
39	и потому	6	4
40	и мы	6	4
41	по своему	2	4
42	быть может	3	4
43	в час	1	4
44	не во	1	4
45	со всех	1	4
46	должно быть	7	4
47	потому что	21	4
48	это не	13	4
49	прежде всего	20	4
50	в них	6	4
51	то что	25	4
52	не было	6	4
53	новое время	1	4
54	и все	17	4
55	всех сторон	1	4
56	не менее	11	4
57	не имеет	18	4
58	значит что	29	4
59	и для	5	4
60	эпохи и	1	4
61	о том	11	4
62	верить в	2	3
63	во всех	2	3
64	истории не	2	3
65	вопрос о	9	3
66	и пр	16	3
67	должна быть	11	3
68	она не	10	3
69	тому как	5	3
70	в ее	5	3
71	смысле слова	1	3
72	что такое	25	3
73	за пределы	3	3
74	стремится к	1	3
75	конечно не	6	3
76	подобно тому	5	3
77	в истории	7	3
78	не существует	10	3
79	в духе	1	3
80	с другой	5	3
81	в основе	6	3
82	к ним	1	3
83	бога и	1	3
84	сказать что	7	3
85	наряду с	1	3
86	духа и	2	3
87	с тем	4	3
88	не значит	5	3
89	не есть	95	3
90	в своей	4	3
91	в мире	2	3
92	как в	2	3
93	жизни в	1	3
94	история в	2	3
95	но и	14	3
96	это было	5	3
97	к ее	2	3
98	жизни не	1	3
99	к тому	4	3
100	человека и	2	3
101	еще не	7	3
102	от всякого	5	2
103	с этим	4	2
104	все они	1	2
105	более не	2	2
106	и от	4	2
107	еще до	1	2
108	это и	12	2
109	ни к	3	2
110	я уже	9	2
111	и что	21	2
112	не могли	1	2
113	от религии	2	2
114	что она	13	2
115	личность в	3	2
116	ли это	1	2
117	не имеют	2	2
118	в религии	6	2
119	зависит от	4	2
120	познания и	2	2
121	с одной	4	2
122	хотя бы	9	2
123	мы не	11	2
124	нем нет	3	2
125	будет уже	1	2
126	того чтобы	1	2
127	вот почему	3	2
128	хотя и	9	2
129	природе и	1	2
130	так и	11	2
131	как это	8	2
132	самой жизни	1	2
133	этот мир	1	2
134	если нет	6	2
135	но она	4	2
136	сама жизнь	3	2
137	думать что	3	2
138	одной стороны	3	2
139	не могла	1	2
140	и должно	1	2
141	ни одна	1	2
142	другой стороны	4	2
143	из ее	3	2
144	с их	4	2
145	этом смысле	1	2
146	у него	2	2
147	место в	2	2
148	все категории	1	2
149	и гуманизм	1	2
150	свободы и	4	2
151	а в	3	2
152	и общество	1	2
153	в обществе	1	2
154	будет и	1	2
155	все время	4	2
156	когда мы	3	2
157	и даже	21	2
158	и формы	2	2
159	в свои	1	2
160	и с	10	2
161	действовать и	1	2
162	мы говорим	4	2
163	не хотят	1	2
164	и начинается	1	2
165	связана с	1	2
166	по существу	2	2
167	нельзя уже	1	2
168	для этого	3	2
169	нет и	5	2
170	равно как	2	2
171	могут быть	5	2
172	в себе	8	2
173	это совсем	1	2
174	и на	6	2
175	быть в	4	2
176	призыв к	2	2
177	уже не	9	2
178	мира а	1	2
179	я не	11	2
180	что все	16	2
181	время как	6	2
182	помнить что	2	2
183	все эти	4	2
184	есть в	4	2
185	же как	4	2
186	такой же	1	2
187	вместе с	3	2
188	но я	2	2
189	общества и	1	2
190	одна из	4	2
191	мира и	3	2
192	как будто	3	2
193	в природе	5	2
194	но не	3	2
195	в то	9	2
196	должно было	1	2
197	в новом	1	2
198	том что	18	2
199	и социализм	2	2
200	ведь и	3	2
201	бытия в	2	2
202	мир и	6	2
203	так же	7	2
204	и это	12	2
205	можно назвать	3	2
206	в смысле	4	2
207	но для	3	2
208	истории мы	4	2
209	себя в	3	2
210	к богу	1	2
211	но в	3	2
212	может уже	1	2
213	не к	1	2
214	вопрос об	3	1
215	все в	3	1
216	всех своих	1	1
217	она сама	1	1
218	и мир	1	1
219	в самом	9	1
220	ближе к	1	1
221	во всем	5	1
222	нет ничего	14	1
223	они являются	1	1
224	для бога	1	1
225	ее на	1	1
226	от нее	3	1
227	но тут	2	1
228	сами не	1	1
229	философии и	1	1
230	можно сказать	5	1
231	то он	1	1
232	все что	3	1
233	во все	1	1
234	капиталистическая европа	1	1
235	но оно	2	1
236	для всех	1	1
237	это конечно	2	1
238	нем ничего	1	1
239	до сих	1	1
240	бы к	2	1
241	как ни	1	1
242	в старых	1	1
243	не хотите	1	1
244	и более	1	1
245	не верят	1	1
246	и этот	1	1
247	в котором	2	1
248	из сторон	1	1
249	по природе	1	1
250	по преимуществу	2	1
251	жизни для	1	1
252	и мира	4	1
253	пр в	2	1
254	мы переходим	1	1
255	есть признак	1	1
256	тоже не	2	1
257	то это	9	1
258	ничем не	7	1
259	что этот	3	1
260	отличие от	2	1
261	что будет	1	1
262	мир в	3	1
263	все ее	1	1
264	нет ни	5	1
265	возможно лишь	1	1
266	же и	2	1
267	сам себя	1	1
268	конечно есть	1	1
269	нельзя сказать	1	1
270	ни за	2	1
271	они не	3	1
272	из них	4	1
273	к ней	1	1
274	есть нарушение	7	1
275	она должна	3	1
276	все еще	2	1
277	нельзя мыслить	1	1
278	жизнь со	1	1
279	на нем	3	1
280	пришли к	1	1
281	будущее и	1	1
282	к природе	3	1
283	который не	2	1
284	гуманизм как	1	1
285	мы уже	6	1
286	бог и	1	1
287	которая в	1	1
288	не останется	1	1
289	своей природе	1	1
290	уже давно	1	1
291	и философы	1	1
292	этом я	1	1
293	определяющей силой	1	1
294	говорим что	1	1
295	направленные к	1	1
296	не могу	2	1
297	которое хотело	1	1
298	может идти	1	1
299	что религия	3	1
300	к себе	1	1
301	есть прежде	4	1
302	и имеет	1	1
303	в состоянии	1	1
304	для себя	2	1
305	из этих	5	1
306	во всяком	5	1
307	христианство и	1	1
308	можно лишь	1	1
309	рационалистическая и	1	1
310	не хочу	1	1
311	земли и	1	1
312	средневековье не	1	1
313	не должно	2	1
314	символична в	1	1
315	пора перестать	1	1
316	но также	1	1
317	природе своей	1	1
318	для того	4	1
319	в глубину	2	1
320	в каких	2	1
321	быть отнесены	1	1
322	мы всегда	2	1
323	быть не	3	1
324	вся жизнь	1	1
325	не быть	1	1
326	не для	1	1
327	только так	2	1
328	церковь как	1	1
329	же мере	1	1
330	религиозного сознания	1	1
331	думаю что	1	1
332	и небытия	1	1
333	это значит	29	1
334	есть соединение	1	1
335	не всегда	3	1
336	характерны для	1	1
337	а это	2	1
338	в этот	3	1
339	сторона жизни	1	1
340	не уходит	1	1
341	это уже	2	1
342	духа есть	1	1
343	он и	3	1
344	что вся	1	1
345	или нет	8	1
346	было бы	13	1
347	мы должны	1	1
348	философской мысли	1	1
349	и из	2	1
350	в сущности	10	1
351	о самом	1	1
352	не должна	1	1
353	то нет	1	1
354	час ночи	1	1
355	который есть	1	1
356	религия и	1	1
357	мира так	1	1
358	в его	6	1
359	существует что	1	1
360	и личности	3	1
361	с своими	2	1
362	когда она	4	1
363	к тем	1	1
364	ли это?	1	1
365	средних веков	1	1
366	от этой	1	1
367	но ведь	2	1
368	и вся	1	1
369	должны быть	7	1
370	могли не	1	1
371	и через	1	1
372	и совсем	1	1
373	событиях и	1	1
374	бытия как	1	1
375	и их	1	1
376	говорить о	13	1
377	не с	1	1
378	и привел	1	1
379	бытия и	5	1
380	и знание	2	1
381	есть и	14	1
382	как результат	2	1
383	совершенно невозможно	1	1
384	у нас	7	1
385	и когда	4	1
386	это была	1	1
387	существу своему	2	1
388	с другими	1	1
389	людей и	2	1
390	отрицание и	1	1
391	вопроса о	1	1
392	в виду	12	1
393	или к	2	1
394	не больше	4	1
395	сами эти	2	1
396	природе но	1	1
397	превращается в	6	1
398	но личность	2	1
399	жизнь не	2	1
400	нет никакого	10	1
401	держится не	1	1
402	весь мир	3	1
403	духа как	1	1
404	чтобы эти	1	1
405	есть результат	2	1
406	привела к	1	1
407	и такое	1	1
408	только в	10	1
409	не на	7	1
410	не могут	6	1
411	есть уже	2	1
412	по своей	1	1
413	от того	9	1
414	он есть	7	1
415	есть еще	4	1
416	и явления	1	1
417	она становится	2	1
418	от своих	2	1
419	в боге	1	1
420	в зависимости	3	1
421	знаем все	1	1
422	творчества и	1	1
423	оно не	7	1
424	их не	3	1
425	была уже	1	1
426	и бытия	2	1
427	что нет	5	1
428	как например	2	1
429	основанная на	1	1
430	например во	1	1
431	о природе	1	1
432	сами по	3	1
433	особого рода	3	1
434	всего что	1	1
435	это должно	1	1
436	или не	10	1
437	но он	3	1
438	идеями и	1	1
439	значение и	1	1
440	зависимость от	1	1
441	в которой	1	1
442	не утверждение	1	1
443	живое и	2	1
444	в этой	3	1
445	жизни это	1	1
446	этого не	2	1
447	вот что	1	1
448	что ничего	1	1
449	к чему	2	1
450	я думаю	2	1
451	и еще	1	1
452	веры не	1	1
453	жизнь в	2	1
454	что его	5	1
455	как на	6	1
456	общества в	1	1
457	в отличие	1	1
458	он в	1	1
459	будто бы	1	1
460	считают себя	1	1
461	временному и	1	1
462	возможно что	1	1
463	оно есть	4	1
464	во многом	1	1
465	всегда есть	5	1
466	переход от	1	1
467	ней и	1	1
468	нем не	2	1
469	в силах	2	1
470	быть только	2	1
471	что не	8	1
472	но все	1	1
473	и обнажается	1	1
474	возможно было	1	1
475	в глубине	3	1
476	оба они	2	1
477	очень долго	1	1
478	тем что	5	1
479	вера в	1	1
480	есть всегда	9	1
481	и во	3	1
482	что сами	1	1
483	только одна	3	1
484	необходимость и	3	1
485	социальные и	1	1
486	к этой	2	1
487	менее чем	1	1
488	то время	6	1
489	и нами	1	1
490	это привело	2	1
491	мира но	1	1
492	в христианстве	3	1
493	это время	1	1
494	истории но	1	1
495	в конце	2	1
496	тему и	1	1
497	вообще не	3	1
498	или иная	3	1
499	чтобы быть	5	1
500	день не	1	1
501	в основу	1	1
502	эпохи в	1	1
503	так как	12	1
504	божьего и	1	1
