N	4gram	Vygotskiy_	Myslijsy
1	по мере того как	1	14
2	в то же время	1	13
3	но тем не менее	1	10
4	одной и той же	2	7
5	одно и то же	2	7
6	один и тот же	1	4
7	в то время как	4	4
8	или по крайней мере	1	4
9	вместе с тем и	1	4
10	все более и более	3	4
11	дело в том что	2	4
12	в том что он	1	3
13	в одном и том	1	3
14	между тем и другим	2	3
15	заключается в том что	6	3
16	и та и другая	1	3
17	в том виде в	1	3
18	с этой точки зрения	1	3
19	с одной стороны и	3	3
20	том виде в каком	1	3
21	одном и том же	1	3
22	звук сам по себе	1	2
23	потому что он не	1	2
24	то же самое что	1	2
25	состоит в том что	3	2
26	в силу того что	1	2
27	бы то ни было	1	2
28	само по себе не	1	1
29	и в отношении ее	1	1
30	в том что его	1	1
31	заметить что в сущности	1	1
32	виде в каком их	1	1
33	друг к другу и	1	1
34	с другой стороны если	1	1
35	есть с одной стороны	1	1
36	но и потому что	1	1
37	есть прежде всего средство	1	1
38	сам по себе способен	1	1
39	между звуком и значением	1	1
40	с другой стороны в	1	1
41	и к тому чтобы	1	1
42	смысле этого слова а	1	1
43	как мы видели выше	1	1
44	именно в силу того	1	1
45	место только тогда когда	1	1
46	со своей точки зрения	1	1
47	то время как в	2	1
48	и не могут быть	1	1
49	в непосредственной связи с	1	1
50	собственном смысле этого слова	3	1
51	для того чтобы сделать	1	1
52	зависит не только от	1	1
53	а для того чтобы	1	1
54	можно сказать что все	1	1
55	в том что мы	1	1
56	с другой стороны от	1	1
57	мы старались показать что	1	1
58	с точки зрения той	1	1
59	как мы старались показать	1	1
60	не может быть выведено	1	1
61	и все то что	1	1
62	и в самом деле	1	1
63	этого слова так же	1	1
64	в собственном смысле этого	3	1
65	состоящее в том что	1	1
66	мы видели что в	1	1
67	указывает на то что	3	1
68	это не потому что	1	1
69	единство звука и значения	1	1
70	с психологической точки зрения	1	1
71	в том что только	1	1
72	сливаются друг с другом	1	1
73	отношении мысли к слову	4	1
74	потому что оно есть	1	1
75	в том числе и	3	1
76	связь между тем и	1	1
77	более глубокое и верное	1	1
78	ребенка заключает в себе	1	1
79	но на самом деле	1	1
80	но в некотором смысле	1	1
81	в том же роде	2	1
82	об отношении мысли к	4	1
83	смысле этого слова так	1	1
84	ничем не связанных между	1	1
85	то это потому что	1	1
86	то же время не	1	1
87	но вместе с тем	4	1
88	в том что этот	1	1
89	но мы видели что	1	1
90	так же как и	4	1
91	внешнее по отношению к	1	1
92	между словом и мыслью	1	1
93	и в этом отношении	1	1
94	точно так же как	1	1
