N	3gram	Bakhtin_Fr	Dialekti
1	с точки зрения	4	46
2	в том что	2	25
3	не может быть	2	18
4	не что иное	1	18
5	что иное как	1	18
6	само по себе	1	16
7	то же время	13	15
8	в то же	13	14
9	только тогда когда	1	13
10	с другой стороны	5	12
11	о том что	3	12
12	ровно ничего не	1	12
13	есть то что	1	11
14	есть не что	1	11
15	имеется в виду	1	9
16	и в этом	1	9
17	подобно тому как	2	9
18	это и есть	2	9
19	только то что	2	8
20	в то время	1	8
21	то время как	1	8
22	можно сказать что	2	7
23	вовсе не в	2	7
24	в связи с	5	7
25	той или иной	2	7
26	и в частности	1	7
27	в коем случае	1	6
28	для того чтобы	5	6
29	более или менее	1	6
30	ни в коем	1	6
31	и прежде всего	3	6
32	и в то	2	6
33	не нуждается в	1	6
34	как и все	5	6
35	в нем есть	1	6
36	во всяком случае	2	6
37	с одной стороны	4	6
38	может быть и	2	6
39	на самом деле	5	5
40	по сравнению с	2	5
41	в конце концов	3	5
42	на первый план	1	5
43	до сих пор	6	5
44	одной и той	2	5
45	что в нем	1	5
46	и той же	2	5
47	одной стороны и	2	4
48	это не значит	1	4
49	но даже и	2	4
50	ничего не говорят	1	4
51	так как она	1	4
52	может быть только	1	4
53	в данном случае	3	4
54	что это не	1	4
55	как раз и	1	4
56	с тех пор	1	4
57	но это не	1	4
58	может быть в	2	4
59	связи с этим	1	4
60	можно было бы	2	4
61	но только не	1	4
62	в этом отношении	4	4
63	как она есть	1	3
64	в той или	2	3
65	тех или иных	2	3
66	самом же деле	1	3
67	как будто бы	1	3
68	это конечно не	1	3
69	это вовсе не	2	3
70	но все же	2	3
71	на самом же	1	3
72	бы то ни	1	3
73	и не может	1	3
74	в чем же	1	3
75	как и в	2	3
76	о том как	1	3
77	не было ни	3	3
78	но в то	7	3
79	не только в	3	3
80	с самого начала	1	3
81	но ведь это	1	2
82	в вопросе о	1	2
83	но все эти	1	2
84	некоторые из них	3	2
85	бы и не	1	2
86	том что у	1	2
87	если она и	1	2
88	новой точки зрения	1	2
89	том что в	1	2
90	не говорят о	1	2
91	в собственном смысле	1	2
92	хотя бы и	1	2
93	с нею в	1	2
94	дело вовсе не	2	2
95	несет на себе	1	2
96	прежде всего необходимо	3	2
97	и также не	1	2
98	но для этого	1	2
99	и вместе с	1	2
100	в частности и	1	2
101	но также и	1	2
102	руки и ноги	3	2
103	что в основе	1	2
104	все что было	1	2
105	отношения к этому	1	2
106	можно понимать как	1	2
107	и с другой	1	2
108	в сущности и	1	2
109	есть и в	2	2
110	мы видим что	2	2
111	о мире как	1	2
112	в свою очередь	2	2
113	это может быть	1	2
114	в сущности это	1	2
115	и в особенности	1	2
116	в это время	1	2
117	и в отношении	1	2
118	мы уже сказали	2	2
119	но никак не	1	2
120	мы видим теперь	1	2
121	свой смысл и	1	2
122	в тех или	1	2
123	одна из самых	1	2
124	для этого он	1	2
125	дело в том	2	2
126	и все его	1	2
127	она и есть	1	2
128	если вы не	1	2
129	я бы сказал	1	2
130	и все в	1	2
131	и то что	1	2
132	мы сказали что	1	2
133	в нем и	1	2
134	что и в	1	2
135	и на определенную	1	1
136	ни во что	1	1
137	вот как он	1	1
138	имеет в виду	2	1
139	только к этому	1	1
140	смысле понимая под	1	1
141	но и всякие	1	1
142	это как бы	1	1
143	вполне понятно что	3	1
144	уже в древнейших	1	1
145	в применении к	1	1
146	важно то что	1	1
147	до известной степени	1	1
148	что в ней	1	1
149	то что он	1	1
150	и во всех	1	1
151	это есть и	1	1
152	о чем мы	1	1
153	переходим ко второму	1	1
154	и в другом	1	1
155	на том же	1	1
156	что мы уже	1	1
157	весь мир и	1	1
158	в самом существенном	1	1
159	исторических лиц и	2	1
160	их очень много	1	1
161	так и от	1	1
162	он и не	1	1
163	мы не могли	1	1
164	и все образы	3	1
165	содержащий в себе	1	1
166	имели в виду	1	1
167	а не мы	1	1
168	вещей домашнего обихода	1	1
169	отличающий ее от	1	1
170	к религии и	1	1
171	не отвлеченная мысль	1	1
172	во втором случае	1	1
173	с одной из	1	1
174	вовсе не было	1	1
175	в том случае	1	1
176	из них в	1	1
177	он совершенно не	1	1
178	всем известно что	1	1
179	одно из них	1	1
180	в первом случае	1	1
181	таким образом что	1	1
182	в нем уже	1	1
183	не только то	1	1
184	том же самом	1	1
185	на различные явления	1	1
186	о чем я	1	1
187	ничего не дает	2	1
188	мы все время	1	1
189	но ведь и	1	1
190	не знает ни	1	1
191	что в них	1	1
192	в отличие от	3	1
193	не видит что	1	1
194	в последней главе	1	1
195	может быть названа	1	1
196	почти все они	1	1
197	то ни было	1	1
198	и вот как	1	1
199	как мы уже	8	1
200	и всякого рода	1	1
201	в виду и	1	1
202	прибавьте к этому	1	1
203	не входит в	1	1
204	на этот раз	1	1
205	видно что в	3	1
206	в конечном счете	1	1
207	одном из самых	1	1
208	и делает его	1	1
209	таким образом и	2	1
210	имея в виду	1	1
211	мало того что	1	1
212	рождение и смерть	1	1
213	сознания и это	1	1
214	при известных условиях	1	1
215	и в этой	1	1
216	в них не	1	1
217	в одном месте	2	1
218	в меру своей	1	1
219	сих пор не	1	1
220	к нему и	1	1
221	в одном из	1	1
222	и перед ними	1	1
223	не имеет никакой	1	1
224	за то что	2	1
225	очень мало и	1	1
226	но прежде всего	1	1
227	и потому в	1	1
228	большей или меньшей	3	1
229	но и в	4	1
230	в том чтобы	1	1
231	да и сама	1	1
232	в самом главном	1	1
233	заключается в том	1	1
234	первом случае мы	1	1
235	и до сих	2	1
236	имеем в виду	2	1
237	все более и	1	1
238	это и дает	1	1
239	в свое время	1	1
240	которое во всех	1	1
241	перед нами как	1	1
242	но важно то	1	1
243	но дело в	1	1
244	в полной мере	1	1
245	одной из них	1	1
246	нельзя указать где	1	1
247	то что эти	1	1
248	более и более	1	1
249	во всех своих	1	1
250	все же не	1	1
251	несколько примеров в	1	1
252	мы уже говорили	5	1
253	со всех сторон	1	1
254	данном случае в	1	1
255	что на самом	1	1
256	включает в себя	1	1
257	именно в этом	1	1
258	к жизни и	1	1
259	значит не только	1	1
260	как раз в	3	1
261	такова же и	1	1
262	жизни и смерти	2	1
263	ведь как раз	1	1
264	мы не знаем	1	1
265	был бы не	1	1
266	но как раз	2	1
267	мы имеем в	2	1
268	во всех этих	1	1
269	тут же и	1	1
270	живым телом и	1	1
271	в этом случае	1	1
272	что каждый из	1	1
273	же как мы	1	1
274	но это конечно	1	1
275	в таком же	1	1
276	сказать несколько слов	1	1
277	таящая в себе	1	1
278	превращает их в	1	1
279	на точке зрения	1	1
280	в свете этого	1	1
281	в сущности только	3	1
282	в новое время	1	1
283	как мы увидим	1	1
284	но и самого	1	1
285	и в сущности	1	1
286	том случае если	1	1
287	видим теперь что	1	1
288	от места в	1	1
289	было бы совершенно	1	1
290	и в литературе	2	1
291	появляется уже в	1	1
292	и в них	1	1
293	мы уже не	1	1
294	в узком и	1	1
295	друг в друга	2	1
296	в той же	5	1
297	прежде всего в	1	1
298	и следовательно в	1	1
