N	3gram	Vygotskiy_	Dialekti
1	это значит что	4	47
2	с точки зрения	12	46
3	сама по себе	4	26
4	в том что	33	25
5	ни в каком	1	18
6	не может быть	4	18
7	не что иное	2	18
8	что иное как	2	18
9	тем не менее	1	16
10	сам по себе	1	16
11	само по себе	2	16
12	в то же	1	14
13	только тогда когда	2	13
14	и то же	1	12
15	с другой стороны	8	12
16	о том что	7	12
17	одно и то	1	12
18	ничего не говорит	1	11
19	есть не что	2	11
20	на то что	5	11
21	в самом деле	6	10
22	и не только	1	9
23	подобно тому как	6	9
24	не есть просто	1	9
25	не значит что	1	8
26	не только не	7	8
27	только то что	2	8
28	в то время	4	8
29	то время как	4	8
30	в этом смысле	5	8
31	можно сказать что	7	7
32	говоря уже о	1	7
33	значит что он	3	7
34	сами по себе	1	7
35	в связи с	6	7
36	той или иной	1	7
37	того что он	3	7
38	не говоря уже	1	7
39	и в частности	3	7
40	для того чтобы	20	6
41	более или менее	1	6
42	в зависимости от	2	6
43	не нуждается в	1	6
44	не имеет никакого	1	6
45	ни на что	1	6
46	во всяком случае	2	6
47	с одной стороны	10	6
48	тем более не	1	5
49	на самом деле	3	5
50	не говорит о	1	5
51	по сравнению с	9	5
52	не отличается от	1	5
53	потому что она	1	5
54	ничего общего с	3	5
55	в конце концов	2	5
56	потому что он	7	5
57	к тому что	5	5
58	на первый план	2	5
59	то и другое	2	5
60	от того что	6	5
61	в том смысле	1	5
62	до сих пор	3	5
63	одной и той	3	5
64	есть прежде всего	1	5
65	и той же	3	5
66	это было бы	1	5
67	в одинаковой мере	2	4
68	одной стороны и	2	4
69	это не значит	1	4
70	том смысле что	1	4
71	с этой точки	7	4
72	то в чем	5	4
73	так же как	9	4
74	уже по одному	5	4
75	этой точки зрения	7	4
76	так как она	2	4
77	одному тому что	2	4
78	в данном случае	3	4
79	к тому же	1	4
80	не может не	3	4
81	что это не	1	4
82	как раз и	1	4
83	то же самое	7	4
84	я не могу	1	4
85	из того что	4	4
86	а не только	1	4
87	равно как и	1	4
88	и может быть	1	4
89	не есть нечто	1	4
90	может быть в	1	4
91	в меру того	2	4
92	есть в сущности	1	4
93	и тем более	2	4
94	связи с этим	1	4
95	можно было бы	8	4
96	по одному тому	2	4
97	не могут быть	3	4
98	в этом отношении	7	4
99	тех или иных	2	3
100	и как бы	1	3
101	несмотря на то	2	3
102	никто никогда не	1	3
103	когда мы говорим	2	3
104	в силу этого	1	3
105	то же что	1	3
106	это и значит	1	3
107	а потому что	2	3
108	но все же	2	3
109	мы находим в	1	3
110	бы то ни	1	3
111	и не может	3	3
112	того или иного	1	3
113	если так то	1	3
114	мы говорим что	2	3
115	то что я	1	3
116	о том как	3	3
117	в себе и	1	3
118	не было бы	1	3
119	не только в	1	3
120	речь идет о	1	3
121	в чем заключается	2	3
122	с самого начала	8	3
123	же как и	2	3
124	принять во внимание	3	3
125	так что в	2	3
126	лежит в основе	2	3
127	что он не	3	2
128	в вопросе о	3	2
129	как же это	1	2
130	том что в	2	2
131	зависимости от этих	1	2
132	в собственном смысле	2	2
133	не говорит об	1	2
134	только сказать что	1	2
135	тогда когда оно	1	2
136	это не может	2	2
137	друг от друга	5	2
138	заключается только в	1	2
139	как это мы	2	2
140	друг с другом	10	2
141	уже сама по	1	2
142	в обоих случаях	2	2
143	мы никогда не	1	2
144	сомневаться в том	1	2
145	и вместе с	1	2
146	как мы это	2	2
147	они вовсе не	1	2
148	так как это	3	2
149	и что оно	2	2
150	или хотя бы	1	2
151	мы видим что	2	2
152	с первого взгляда	1	2
153	в свою очередь	4	2
154	мы не имеем	1	2
155	друг к другу	3	2
156	в ее основе	1	2
157	в сущности это	2	2
158	это не имеет	2	2
159	и в отношении	1	2
160	как один из	1	2
161	к выводу что	3	2
162	не в состоянии	6	2
163	потому что его	1	2
164	сказать что в	1	2
165	во внимание что	1	2
166	мы не можем	2	2
167	если принять во	2	2
168	потому что и	2	2
169	несмотря на свою	1	2
170	свое учение о	1	2
171	становится ясным что	1	2
172	ничто не может	1	2
173	есть одно и	1	2
174	что если бы	1	2
175	это и не	1	2
176	в лучшем случае	3	2
177	вопрос о том	4	2
178	и то что	6	2
179	и при этом	1	2
180	хотя бы в	2	2
181	мы только что	1	2
182	тем что оно	2	2
183	так же невозможно	2	2
184	по себе совершенно	1	2
185	в широком смысле	1	2
186	то что с	1	2
187	мы имеем дело	2	2
188	что и в	1	2
189	теперь мы можем	1	2
190	в каком отношении	1	1
191	одного того что	1	1
192	что оно имеет	1	1
193	она никогда не	1	1
194	что мы не	1	1
195	имеет в виду	1	1
196	отношении не может	1	1
197	мы говорим о	2	1
198	заключается именно в	1	1
199	о котором мы	1	1
200	он еще не	1	1
201	точка зрения на	1	1
202	тем что должно	2	1
203	самой природе своей	1	1
204	он не умеет	4	1
205	как в этом	1	1
206	для этого необходимо	1	1
207	он сам себе	1	1
208	в применении к	1	1
209	ином отношении к	2	1
210	такой же мере	3	1
211	между тем и	1	1
212	то что он	3	1
213	но это и	1	1
214	что обе эти	2	1
215	проявляет себя в	1	1
216	его значение в	1	1
217	по одному этому	3	1
218	но они же	1	1
219	есть частный случай	1	1
220	к одному и	3	1
221	не менее чем	1	1
222	о чем мы	1	1
223	вопроса о том	2	1
224	и в другом	3	1
225	вопрос что такое	1	1
226	он мог бы	1	1
227	то что является	1	1
228	как это и	1	1
229	можно прямо сказать	1	1
230	точки зрения так	1	1
231	и должен быть	1	1
232	и что можно	1	1
233	том что для	1	1
234	тогда когда у	1	1
235	нет у него	1	1
236	и что в	2	1
237	только в отношении	3	1
238	то как я	2	1
239	спрашивается что же	1	1
240	имели в виду	1	1
241	что она существует	1	1
242	вполне совпадает с	2	1
243	с ним в	1	1
244	тем и другим	1	1
245	потому что в	4	1
246	он сам не	1	1
247	раз в сфере	1	1
248	и после этого	1	1
249	что для того	1	1
250	что содержится в	2	1
251	тот же самый	1	1
252	самом деле если	2	1
253	факта что все	1	1
254	если мы хотим	1	1
255	из них с	1	1
256	что не только	1	1
257	друг на друга	2	1
258	эту точку зрения	1	1
259	совершенно очевидно что	1	1
260	нельзя сомневаться в	1	1
261	которые не могут	1	1
262	то что она	1	1
263	но при этом	2	1
264	которая заключается в	1	1
265	как например в	1	1
266	этом и заключается	2	1
267	отделены друг от	1	1
268	но как это	1	1
269	в первом случае	2	1
270	в такой же	3	1
271	из которых один	1	1
272	мы видели уже	2	1
273	те и другие	11	1
274	самой своей природе	2	1
275	таким образом что	2	1
276	в этом пункте	1	1
277	если скажем что	1	1
278	в этой сфере	1	1
279	но так же	1	1
280	как он мыслит	1	1
281	все эти факты	1	1
282	как бы по	1	1
283	независимо от того	2	1
284	но в сущности	1	1
285	и таким образом	1	1
286	надо сказать что	1	1
287	не знает ни	1	1
288	в отличие от	3	1
289	и никогда не	1	1
290	он не в	1	1
291	но в силу	1	1
292	необходимо должно быть	2	1
293	по себе без	1	1
294	то ни было	1	1
295	во времени что	1	1
296	не имеет никаких	1	1
297	он находит в	1	1
298	как мы уже	2	1
299	исходит из того	1	1
300	по глубине и	1	1
301	в этом совершенно	1	1
302	и вопрос о	1	1
303	само собой напрашивающееся	1	1
304	которые сами по	1	1
305	на этот раз	1	1
306	понятие должно быть	1	1
307	в развитии научного	1	1
308	имел в виду	1	1
309	это даже не	1	1
310	а с другой	3	1
311	ничего не может	1	1
312	нет никаких оснований	2	1
313	во всем ее	1	1
314	не имеет и	1	1
315	же в природе	1	1
316	прямо сказать что	1	1
317	допустим что мы	1	1
318	слились в одну	1	1
319	показывает что в	3	1
320	то обстоятельство что	5	1
321	таким образом и	1	1
322	не то что	4	1
323	по самой своей	2	1
324	ничего нового не	1	1
325	те или иные	1	1
326	то чем он	1	1
327	в такой мере	1	1
328	с другом в	2	1
329	по самой природе	1	1
330	что он упал	2	1
331	или не нуждается	1	1
332	и структур с	1	1
333	нечто третье что	1	1
334	в этих случаях	1	1
335	внимание на то	1	1
336	в том и	1	1
337	своего развития и	1	1
338	но только к	1	1
339	совершенно не нужно	1	1
340	заметим только что	1	1
341	отличаются друг от	1	1
342	вместе с тем	4	1
343	не есть также	1	1
344	как это часто	1	1
345	и во всяком	1	1
346	том и в	1	1
347	что то что	1	1
348	этот закон ничего	1	1
349	что они имеют	1	1
350	в какой мере	1	1
351	но и это	1	1
352	даже то что	1	1
353	но и в	1	1
354	мы видим в	2	1
355	в том чтобы	3	1
356	это не так	1	1
357	время как в	1	1
358	заключается в том	12	1
359	и тому же	2	1
360	а не как	2	1
