N	3gram	Bakhtin_Pr	OGranits
1	с точки зрения	21	5
2	не может быть	8	4
3	вполне понятно что	1	3
4	по отношению к	17	3
5	и т.п и	1	3
6	в том что	10	2
7	ничего общего с	1	2
8	того или иного	1	2
9	не только его	1	2
10	в зависимости от	5	2
11	и наконец в	1	2
12	в данном случае	3	2
13	в самом деле	5	2
14	с другой стороны	3	2
15	с самого начала	3	2
16	не создает еще	1	1
17	привела его к	1	1
18	является таким образом	1	1
19	не было бы	1	1
20	образом мы можем	1	1
21	на самом деле	4	1
22	еще одну особенность	1	1
23	художественного произведения и	1	1
24	таким образом мы	1	1
25	так же точно	1	1
26	звучит уже в	1	1
27	и как бы	3	1
28	все то что	3	1
29	лишь с точки	1	1
30	здесь нет никакого	1	1
31	но в то	5	1
32	человека и его	2	1
33	это конечно не	1	1
34	не может в	1	1
35	равно как и	1	1
36	между тем как	4	1
37	подобно тому как	5	1
38	не может иметь	1	1
39	по себе а	1	1
40	во все уголки	1	1
41	так же как	4	1
42	только в категории	1	1
43	неизбежно превращается в	1	1
44	мы должны перейти	1	1
45	тех или иных	1	1
46	для того чтобы	3	1
47	в пределах того	1	1
48	может быть это	1	1
49	в каждом отдельном	1	1
50	и никогда не	1	1
51	можно говорить о	1	1
52	все эти три	1	1
53	он и не	3	1
54	и превращается в	1	1
55	но тем не	1	1
56	в чем же	1	1
57	а не как	4	1
58	там где она	2	1
59	с одним из	1	1
60	тому что он	1	1
61	выйти за пределы	1	1
62	в нем только	1	1
63	в целом произведения	1	1
64	играет громадную роль	1	1
65	в другом месте	1	1
66	в отличие от	3	1
67	выходит за пределы	2	1
68	этой точки зрения	3	1
69	нужно сказать что	2	1
70	нужно отметить что	1	1
71	в предшествующей главе	3	1
72	то же самое	1	1
73	не входит в	3	1
74	то что в	1	1
75	а вовсе не	1	1
76	ни один элемент	2	1
77	входит в замысел	3	1
78	тот же мотив	1	1
79	к тому что	1	1
80	та или иная	1	1
81	тем не менее	1	1
82	за пределы только	1	1
83	только то что	2	1
84	в каждом слове	2	1
85	как объективный факт	1	1
86	и в его	3	1
87	нет и не	1	1
88	в предисловии к	1	1
89	его можно лишь	1	1
90	в этом отношении	7	1
91	же самое слово	1	1
92	бы по отношению	1	1
93	как в музыке	2	1
94	в своей статье	1	1
95	то же время	10	1
96	в совершенно иных	1	1
97	себя как свой	1	1
98	более или менее	1	1
99	в то же	10	1
100	само по себе	4	1
101	прежде всего в	1	1
102	почти никогда не	2	1
103	и следовательно в	1	1
104	его и не	2	1
105	здесь мы должны	2	1
106	с этой точки	1	1
107	можно было бы	4	1
108	мы не можем	1	1
109	в себя как	1	1
110	и не может	3	1
111	потому что они	2	1
112	нам кажется что	2	1
113	тот же самый	1	1
114	своей статье о	1	1
115	может быть и	1	1
