N	4gram	Bakhtin_Pr	formyVre
1	в то же время	3	18
2	и в то же	2	8
3	с одной стороны и	1	5
4	не для того чтобы	1	4
5	в то время как	1	4
6	ни в чем не	2	3
7	на протяжении всего романа	1	3
8	но в то же	1	3
9	не может быть конечно	1	2
10	дело в том что	1	2
11	в самом широком смысле	1	2
12	здесь в большинстве случаев	1	2
13	как мы уже указывали	1	2
14	а также и в	1	2
15	никогда не может быть	1	1
16	именно в том что	1	1
17	ни от чего не	1	1
18	к миру и его	1	1
19	и как бы уже	1	1
20	в других областях культуры	1	1
21	не выходит за пределы	1	1
22	с прошлым и будущим	1	1
23	на первый план выступает	1	1
24	в более узком смысле	1	1
25	и в других областях	1	1
26	бы они ни были	1	1
27	ряды они лежат вне	1	1
28	как мы увидим далее	1	1
29	и т п имеет	1	1
30	и во всех своих	1	1
31	между вторым и третьим	1	1
32	точка зрения на мир	1	1
33	быть и должно быть	1	1
34	формы и прежде всего	1	1
35	во всех своих моментах	2	1
36	и с точки зрения	1	1
37	может быть и должно	1	1
38	равно как и в	1	1
39	к себе самому к	1	1
40	и в этом отношении	1	1
41	все снова и снова	1	1
