N	3gram	Bakhtin_Fr	Narrotol
1	в том что	4	18
2	в данном случае	1	17
3	не только в	1	13
4	по отношению к	3	11
5	к тому же	1	9
6	о том что	4	9
7	той или иной	1	8
8	то же время	12	8
9	в то же	12	8
10	в этом отношении	3	8
11	и тем самым	1	6
12	с одной стороны	3	6
13	в свою очередь	3	5
14	но и в	2	5
15	на самом деле	1	5
16	начало и конец	1	4
17	на другой день	1	4
18	во всяком случае	1	4
19	в самом деле	3	3
20	до сих пор	3	3
21	в первом случае	1	3
22	речь идет о	1	3
23	в связи с	2	3
24	то же самое	1	3
25	а также и	3	3
26	с точки зрения	4	3
27	дело в том	2	3
28	как раз в	1	3
29	существенную роль в	1	3
30	и то что	1	3
31	тогда как в	1	3
32	в той или	1	2
33	и не в	1	2
34	все то что	3	2
35	в силу своей	1	2
36	более или менее	3	2
37	одного и того	1	2
38	что у него	2	2
39	в себе самом	1	2
40	здесь не в	1	2
41	как и всякий	1	2
42	и того же	1	2
43	кто видит в	1	2
44	и т.п и	1	2
45	оно и не	2	2
46	а с другой	1	2
47	на том свете	1	2
48	но все же	1	2
49	именно то что	1	2
50	в отрыве от	2	2
51	можно было бы	2	2
52	по своей природе	1	2
53	что иное как	1	2
54	как бы в	1	2
55	одной стороны и	1	1
56	он может и	1	1
57	в меньшей степени	1	1
58	ничего подобного не	1	1
59	мы уже знаем	1	1
60	о том как	3	1
61	в той же	5	1
62	до известной степени	1	1
63	то что он	1	1
64	в большинстве случаев	9	1
65	в этом смысле	1	1
66	целый ряд других	1	1
67	и в другом	1	1
68	с большей или	1	1
69	во всех его	3	1
70	что я не	1	1
71	при этом сам	1	1
72	в предыдущей главе	2	1
73	включают в себя	1	1
74	в этом процессе	1	1
75	в том числе	4	1
76	и многих других	1	1
77	а за ними	1	1
78	не знает и	1	1
79	друг от друга	1	1
80	свидетельствует о том	2	1
81	имеет дело не	1	1
82	но и с	2	1
83	большей или в	1	1
84	не только с	2	1
85	сам по себе	2	1
86	и все что	1	1
87	так и в	3	1
88	а также в	1	1
89	только в ее	2	1
90	в строгом смысле	1	1
91	лишь в одном	1	1
92	большей или меньшей	2	1
93	по аналогии с	1	1
94	в следующем году	1	1
95	один из этих	1	1
96	было для него	1	1
97	том что в	1	1
98	в том или	2	1
99	не он сам	1	1
100	в которых он	1	1
101	не может иметь	1	1
102	в первой главе	1	1
103	в едином но	1	1
104	уже видели в	1	1
105	и т.п но	2	1
106	это своего рода	1	1
107	же время они	1	1
108	том числе и	2	1
109	с другой стороны	2	1
110	нет никаких оснований	1	1
111	из того что	1	1
112	то есть от	1	1
113	как мы увидим	2	1
114	никогда не было	1	1
115	хотя оно и	1	1
116	в чем же	2	1
117	сих пор еще	3	1
118	в значительной степени	3	1
119	и т.п в	2	1
120	и потому не	1	1
121	одним и тем	1	1
122	который в своем	1	1
123	и т.п это	1	1
124	то что было	1	1
125	а на другой	1	1
126	жизнью и смертью	1	1
127	границы как бы	1	1
128	есть не что	1	1
129	то есть в	6	1
130	связи с этой	1	1
131	и тем же	1	1
132	мы еще вернемся	2	1
133	дело не с	1	1
134	как это было	1	1
135	свое отражение в	1	1
136	говорить не приходится	1	1
137	в мировой литературе	1	1
138	жизни а для	1	1
139	том или ином	2	1
140	и в самом	1	1
141	что же касается	1	1
142	прошлое и будущее	1	1
143	как и в	2	1
144	как один из	2	1
145	следующей главе в	1	1
146	пор еще можно	1	1
147	никто не знает	2	1
148	и в чем	1	1
149	о бессмертии души	1	1
150	на котором он	1	1
151	и целый ряд	1	1
152	границы между ними	1	1
153	не знаем а	1	1
154	то есть с	2	1
155	в то время	1	1
156	тем более что	1	1
157	на этот вопрос	1	1
158	в большей или	2	1
159	в своем учении	1	1
160	по своему характеру	1	1
161	пространство и время	1	1
162	между жизнью и	1	1
163	и не только	1	1
164	не мог стать	1	1
165	не что иное	1	1
166	как и все	1	1
167	содержит в себе	1	1
168	как мы видели	4	1
169	и все его	1	1
170	жизни и смерти	3	1
171	мы не знаем	1	1
172	не подлежит сомнению	1	1
173	с таким же	2	1
174	в лице своих	1	1
175	на основании которых	1	1
176	с самого начала	1	1
177	пространственных и временных	1	1
178	или в меньшей	1	1
179	том что он	1	1
180	в своем собственном	1	1
181	более глубокий и	1	1
182	на этом свете	3	1
183	как он сам	1	1
184	вместо того чтобы	2	1
185	в основе своей	1	1
186	в следующей главе	6	1
187	что и в	1	1
188	это прежде всего	3	1
