N	3gram	Propp_Isto	Marksizm
1	с точки зрения	1	46
2	не может быть	6	25
3	в самом деле	1	19
4	по отношению к	2	15
5	то же время	1	15
6	в то же	1	15
7	в том что	4	14
8	в связи с	6	14
9	для того чтобы	3	11
10	до сих пор	7	11
11	в отличие от	1	10
12	с самого начала	1	10
13	то же самое	1	8
14	может быть и	1	8
15	смысле этого слова	1	7
16	с другой стороны	10	7
17	в свою очередь	1	7
18	как мы знаем	1	7
19	на то что	3	6
20	на самом деле	1	6
21	во всяком случае	1	6
22	с одной стороны	7	6
23	одни и те	1	5
24	в таком случае	1	5
25	и те же	1	5
26	как мы видели	2	5
27	в этом случае	13	5
28	мы уже знаем	1	4
29	в зависимости от	1	4
30	но все же	6	4
31	о том что	5	4
32	можно сказать что	1	4
33	и здесь мы	1	4
34	не только в	2	3
35	тем не менее	6	3
36	одной стороны и	1	3
37	в том числе	3	3
38	и то же	2	3
39	друг с другом	2	3
40	но при этом	1	3
41	этот вопрос мы	1	3
42	мы не будем	3	3
43	том числе и	2	3
44	не могут быть	1	3
45	а не в	1	3
46	нет места для	1	3
47	но и в	2	3
48	на первый план	1	3
49	на этот вопрос	2	3
50	одно и то	2	3
51	в пределах одного	1	3
52	он должен был	1	2
53	что он не	1	2
54	органическую связь с	1	2
55	таким образом между	1	2
56	от него он	1	2
57	так и в	2	2
58	мы видели что	2	2
59	ничего общего с	1	2
60	мы перейдем к	2	2
61	этом как мы	1	2
62	само по себе	1	2
63	в данном случае	2	2
64	в пределах одной	1	2
65	и в других	1	2
66	а не только	1	2
67	и в том	1	2
68	что едва ли	1	2
69	от того что	1	2
70	и в особенности	2	2
71	а иногда и	2	2
72	как и в	4	2
73	таким образом в	2	2
74	как и все	1	2
75	так же как	10	2
76	но не к	1	2
77	нужно искать в	1	2
78	хотя бы в	1	2
79	же как и	4	2
80	с тем что	1	2
81	как мы увидим	4	2
82	в широком смысле	1	2
83	в нем и	3	2
84	только с помощью	1	2
85	вопрос о том	1	2
86	это и есть	1	2
87	но и здесь	1	2
88	как мы только	1	1
89	или же они	1	1
90	быть истолкован как	1	1
91	был связан с	1	1
92	первый план выдвигается	1	1
93	а извне это	1	1
94	превращает его в	1	1
95	то что он	2	1
96	это далеко не	1	1
97	как это делают	1	1
98	на том что	3	1
99	по сравнению с	1	1
100	и в таком	1	1
101	в языке ни	1	1
102	то или иное	1	1
103	как и его	1	1
104	того или другого	1	1
105	не менее в	1	1
106	и даже в	1	1
107	и на этом	1	1
108	отношению к которым	1	1
109	в таком положении	1	1
110	с этой точки	2	1
111	он не может	2	1
112	вовсе не в	1	1
113	ни к каким	1	1
114	указывает на то	1	1
115	чтобы сделать из	1	1
116	тогда он может	1	1
117	сводится к следующему	1	1
118	совершенно так же	3	1
119	несмотря на всю	1	1
120	два года он	1	1
121	она и не	1	1
122	то что здесь	1	1
123	может быть истолкован	2	1
124	в его состав	1	1
125	свидетельствует о том	1	1
126	но есть и	1	1
127	может быть уже	1	1
128	но и он	1	1
129	дело вовсе не	1	1
130	входит в ее	2	1
131	может быть только	1	1
132	сам по себе	1	1
133	таким образом к	1	1
134	и в более	1	1
135	ясно что все	1	1
136	в иных случаях	1	1
137	во многих отношениях	1	1
138	у него было	1	1
139	друг за другом	1	1
140	не будем здесь	2	1
141	врагов на которых	1	1
142	по аналогии с	1	1
143	а в связи	1	1
144	мы знаем из	1	1
145	в соответствии с	1	1
146	все же и	1	1
147	которые приводят к	1	1
148	может быть названа	1	1
149	о чем речь	4	1
150	все эти формы	1	1
151	друг на друга	1	1
152	не имеют никакого	1	1
153	этих и подобных	1	1
154	но то что	1	1
155	это значит что	2	1
156	в одном случае	1	1
157	таким образом и	1	1
158	меняются в зависимости	1	1
159	бы они были	1	1
160	в тех случаях	1	1
161	всецело зависит от	1	1
162	к тем же	1	1
163	сих пор не	1	1
164	после этого мы	1	1
165	и здесь он	1	1
166	вместе с тем	7	1
167	героя но это	1	1
168	что иное как	1	1
169	друг друга дополняют	1	1
170	он не только	1	1
171	не оставляют в	1	1
172	в противоречие с	1	1
173	в одной из	1	1
174	в социальной жизни	1	1
175	не имеет никакого	1	1
176	у них же	1	1
177	состоит из двух	1	1
178	и пр есть	1	1
179	здесь как и	2	1
180	здесь же ее	1	1
181	вопрос о происхождении	1	1
182	этой точки зрения	2	1
183	в себе и	1	1
184	в своей работе	1	1
185	может быть в	1	1
186	и тем более	1	1
187	в то время	3	1
188	или как говорит	1	1
189	приводит в движение	1	1
190	все же не	1	1
191	только после этого	1	1
192	же может быть	1	1
193	они и не	1	1
194	но уже в	2	1
195	не что иное	1	1
196	они не имеют	1	1
197	всех этих случаях	2	1
198	мы только что	1	1
199	подобно тому как	2	1
200	но с одной	1	1
201	при более подробном	1	1
202	что перед нами	1	1
203	как мы видим	1	1
204	и процесс его	1	1
205	это не совсем	1	1
206	во всех этих	2	1
207	вне всякого сомнения	1	1
208	не сам по	1	1
209	но тем не	1	1
210	в нем людей	1	1
211	с переходом на	1	1
212	у него нет	1	1
213	более подробном анализе	1	1
214	тех случаях когда	1	1
215	тем что он	3	1
216	на первых порах	1	1
217	так как они	1	1
218	одна из них	1	1
219	в основе своей	1	1
220	мы уже говорили	1	1
221	в виду что	1	1
222	к этому же	1	1
223	и связанные с	1	1
224	после того как	4	1
