N	4gram	Bakhtin_Fr	Psycholo
1	в то время как	1	13
2	одной и той же	2	12
3	заключается в том чтобы	1	9
4	в том случае если	1	7
5	не что иное как	1	6
6	один и тот же	3	5
7	одним и тем же	1	4
8	все более и более	1	4
9	одного и того же	1	4
10	в то же время	13	3
11	прежде всего тем что	1	3
12	дело в том что	2	3
13	не только то что	1	2
14	что оно может быть	1	2
15	на самом деле он	1	2
16	с новой точки зрения	1	2
17	так как она есть	1	2
18	до сих пор в	1	2
19	но это вовсе не	1	2
20	во всяком случае в	1	2
21	с другой стороны он	1	2
22	до сих пор не	1	2
23	на том же самом	1	2
24	с одной стороны и	2	2
25	все дело в том	1	2
26	и не может быть	1	2
27	бы то ни было	1	2
28	или во всяком случае	1	2
29	есть не что иное	1	2
30	смысл и значение в	1	1
31	только то что в	1	1
32	как мы уже говорили	4	1
33	и до наших дней	1	1
34	в данном случае в	1	1
35	что на самом деле	1	1
36	с такой полнотой и	1	1
37	на самом деле в	1	1
38	ни в коем случае	1	1
39	в связи с этим	1	1
40	может быть в них	1	1
41	к сожалению мы не	1	1
42	дело вовсе не в	2	1
43	в узком смысле слова	2	1
44	на самом деле нет	1	1
45	это имеет в виду	1	1
46	жизни и смерти в	1	1
47	есть все то что	1	1
48	точки зрения придерживается и	1	1
49	то что он изображает	1	1
50	для людей xvii века	1	1
51	чтобы превратить их в	1	1
52	остановимся прежде всего на	1	1
53	а также и в	1	1
54	мы уже указывали на	2	1
55	в том именно и	1	1
56	для того чтобы превратить	1	1
57	в том числе и	3	1
58	ни дать ни взять	1	1
59	но все же в	2	1
60	мы уже говорили что	1	1
61	в первом случае мы	1	1
62	свидетельствует о том что	1	1
63	что в основе этого	1	1
64	какой бы то ни	1	1
