N	3gram	Voloshinov	Formalny
1	с точки зрения	31	40
2	не может быть	23	29
3	на самом деле	5	21
4	то же время	7	20
5	в то же	7	20
6	в связи с	12	16
7	во всяком случае	4	16
8	в настоящее время	6	13
9	по отношению к	9	12
10	в самом деле	13	11
11	науки об идеологиях	5	11
12	так и в	2	11
13	в этом отношении	4	11
14	в его целом	2	10
15	бы то ни	11	10
16	в зависимости от	2	10
17	в большинстве случаев	7	9
18	с другой стороны	6	9
19	и не может	11	9
20	для того чтобы	7	8
21	до сих пор	10	8
22	как мы видели	4	8
23	с одной стороны	2	8
24	в применении к	1	7
25	более или менее	3	7
26	того или иного	2	7
27	сами по себе	1	7
28	то ни было	11	7
29	в высшей степени	5	7
30	и пр и	5	7
31	пр и пр	5	7
32	в свою очередь	5	7
33	как мы знаем	6	7
34	в том что	9	6
35	с тем что	1	6
36	мы полагаем что	2	6
37	не только не	1	6
38	смысле этого слова	6	6
39	языка и его	6	6
40	может быть и	8	6
41	одной стороны и	1	5
42	в направлении к	8	5
43	в этом смысле	2	5
44	одни и те	5	5
45	в единстве социальной	1	5
46	в отличие от	7	5
47	к тому что	4	5
48	может войти в	1	5
49	все без исключения	3	5
50	в значительной степени	3	5
51	до известной степени	2	5
52	мы ни взяли	3	5
53	и те же	5	5
54	связи с этим	3	5
55	единстве социальной жизни	1	5
56	как бы ни	1	5
57	прежде всего в	1	5
58	и не в	3	4
59	в той же	1	4
60	тем не менее	3	4
61	дело идет о	1	4
62	в одной плоскости	1	4
63	все более и	2	4
64	не следует что	2	4
65	в конце концов	3	4
66	в последнем счете	1	4
67	более и более	2	4
68	до настоящего времени	7	4
69	не могут быть	3	4
70	в процессе этого	1	4
71	вовсе не является	3	4
72	но все же	4	4
73	а не в	3	4
74	в ее целом	3	4
75	но и в	3	4
76	может быть понято	3	4
77	чем же является	3	4
78	отнюдь не следует	1	4
79	как и все	2	4
80	подобно тому как	1	4
81	с самого начала	9	4
82	данной социальной группе	1	4
83	нет и не	2	4
84	по аналогии с	1	4
85	не перестает быть	1	4
86	марксистской науки об	1	4
87	сама по себе	2	4
88	сводится к тому	2	4
89	из виду что	1	3
90	как ее понимают	1	3
91	так сказать в	1	3
92	только в процессе	3	3
93	и тот же	3	3
94	мы уже знаем	2	3
95	какого бы то	2	3
96	то или иное	1	3
97	при этом условии	2	3
98	и пр но	2	3
99	упускается из виду	2	3
100	так и от	3	3
101	в том числе	3	3
102	как и всякое	1	3
103	сменяют друг друга	1	3
104	так или иначе	2	3
105	только на почве	3	3
106	друг с другом	2	3
107	не сводится к	1	3
108	чтобы убедиться в	1	3
109	вместо того чтобы	1	3
110	том числе и	3	3
111	быть и речи	4	3
112	в данной социальной	2	3
113	в неразрывной связи	4	3
114	из всего этого	1	3
115	точки зрения самого	2	3
116	и значением в	1	3
117	то же самое	8	3
118	таким образом не	1	3
119	самом же деле	5	3
120	на самом же	5	3
121	на первый план	2	3
122	в процессе их	1	3
123	равно как и	1	3
124	и во всяком	1	3
125	один и тот	3	3
126	во всех своих	1	3
127	в замкнутом единстве	1	3
128	в противном случае	2	3
129	но в то	6	3
130	и не менее	1	3
131	именно в том	1	3
132	у нас не	3	3
133	в пределах одного	2	3
134	как мы увидим	2	3
135	с установкой на	2	3
136	идеалистическая философия культуры	2	3
137	что же касается	1	3
138	во всех областях	2	3
139	ни о каком	1	3
140	между этими двумя	2	3
141	ни было идеологического	1	2
142	а в связи	1	2
143	большое место в	1	2
144	социологического метода в	1	2
145	неразрывной связи с	3	2
146	речевого общения в	2	2
147	в пределах индивидуального	2	2
148	социальной жизни в	1	2
149	и в данной	1	2
150	к специфическим особенностям	1	2
151	отнюдь не является	5	2
152	ни о какой	1	2
153	возможно лишь в	1	2
154	для данного высказывания	1	2
155	язык как система	8	2
156	наука об идеологиях	4	2
157	и его формы	3	2
158	в собственном смысле	2	2
159	отсюда следует что	5	2
160	не выходит за	1	2
161	мы не найдем	2	2
162	превратилась бы в	1	2
163	хотя бы и	1	2
164	говоря уже о	1	2
165	в предыдущей главе	1	2
166	с этой точки	1	2
167	в жизни и	1	2
168	вовсе не в	1	2
169	в процессе борьбы	1	2
170	в этом процессе	1	2
171	всех без исключения	5	2
172	это вполне понятно	2	2
173	друг от друга	1	2
174	не совпадает с	1	2
175	только на основе	1	2
176	совершается в неразрывной	1	2
177	но при этом	2	2
178	так и с	1	2
179	друг друга в	2	2
180	форм и типов	1	2
181	в отношении к	7	2
182	не могла быть	1	2
183	каждый идеологический продукт	1	2
184	в двух направлениях	2	2
185	в данную эпоху	1	2
186	и прежде всего	4	2
187	точки зрения ее	1	2
188	пределах индивидуального организма	1	2
189	субъективного сознания и	1	2
190	самом деле ведь	2	2
191	же касается до	2	2
192	в последнее время	1	2
193	как если бы	6	2
194	и пр в	4	2
195	мы отвлечемся от	2	2
196	социального общения и	3	2
197	но в этом	1	2
198	в таком случае	5	2
199	так же и	1	2
200	в широком смысле	2	2
201	и в том	1	2
202	слова и его	2	2
203	может быть только	1	2
204	мы видели что	1	2
205	всецело зависит от	1	2
206	вовсе не как	1	2
207	языке как о	1	2
208	свою очередь является	1	2
209	к нему и	1	2
210	превращения его в	1	2
211	лишь в процессе	2	2
212	связаны между собой	1	2
213	и тем же	2	2
214	данной эпохи и	1	2
215	в социальной жизни	1	2
216	становится в процессе	1	2
217	данной социальной группы	3	2
218	ни на один	1	2
219	с другими областями	1	2
220	в процессе его	2	2
221	этой точки зрения	1	2
222	как и в	1	2
223	в целом ряде	1	2
224	какой бы то	3	2
225	от того что	2	2
226	ничего общего с	2	2
227	можно говорить лишь	1	2
228	и до настоящего	3	2
229	на этот вопрос	3	2
230	и с помощью	1	2
231	но что же	1	2
232	не может стать	1	2
233	не говоря уже	1	2
234	со всех сторон	2	2
235	оно прежде всего	1	2
236	в одной из	1	2
237	но уже в	1	2
238	если же мы	1	2
239	нас не было	1	2
240	и с точки	1	2
241	если мы отвлечемся	2	2
242	одним и тем	2	2
243	в других областях	1	2
244	дело в том	1	2
245	в отрыве от	1	2
246	что было бы	2	2
247	так как они	1	2
248	таким образом оказывается	1	2
249	не только в	2	2
250	самом деле по	1	2
251	так же как	2	2
252	об идеологиях и	2	2
253	идеологического творчества и	1	2
254	но отнюдь не	1	2
255	всего может быть	1	2
256	и между ними	2	2
257	в этом случае	3	2
258	лишь для данного	1	2
259	совершенно независимо от	2	2
260	выходит за пределы	1	2
261	или хотя бы	2	2
262	что же такое	1	2
263	в следующей главе	3	2
264	лежит в основе	2	2
265	тот или иной	2	2
266	как в языке	1	1
267	подлежит конечно сомнению	1	1
268	действительности но и	1	1
269	друга во времени	1	1
270	уже говорили что	1	1
271	связи со всею	1	1
272	значение и следовательно	1	1
273	внутренних и внешних	1	1
274	акт его осуществления	1	1
275	как она есть	1	1
276	между ними как	1	1
277	значение в процессе	2	1
278	языка ни о	1	1
279	как и во	1	1
280	бы тонкие и	1	1
281	индивидуальным сознанием и	1	1
282	и в сознании	1	1
283	существенными социально-экономическими предпосылками	1	1
284	и как бы	1	1
285	в условиях данной	2	1
286	распадается на ряд	1	1
287	принадлежит громадное значение	1	1
288	в более или	1	1
289	а не иначе	1	1
290	объектом науки о	1	1
291	социальной жизни но	1	1
292	всякое идеологическое явление	1	1
293	этого слова в	1	1
294	доброе или злое	1	1
295	во-первых с точки	1	1
296	направлено на предмет	1	1
297	социального события общения	1	1
298	том что это	1	1
299	вполне понятно что	4	1
300	свое выражение в	2	1
301	значений входящих в	1	1
302	отношении в высшей	1	1
303	становится как бы	1	1
304	морфологической и синтаксической	1	1
305	какие бы тонкие	1	1
306	прежде всего определить	1	1
307	можем сказать что	1	1
308	к этому пределу	2	1
309	данная единичная вещь	1	1
310	таким образом между	2	1
311	укладываются в рамки	1	1
312	в данном контексте	3	1
313	в процессе взаимодействия	1	1
314	убедимся что оно	1	1
315	к одному центру	1	1
316	могут быть разрешены	1	1
317	атмосфера в которой	1	1
318	науки о языке	3	1
319	как это делают	1	1
320	является неотрывным элементом	1	1
321	отнюдь не сводится	1	1
322	обстоит дело и	1	1
323	и тогда когда	1	1
324	по сравнению с	1	1
325	мы здесь не	1	1
326	идеологического творчества все	1	1
327	с другими литературными	1	1
