N	2gram	Voloshinov	Mirosoze
1	и в	28	97
2	может быть	28	64
3	не только	10	63
4	это –	22	56
5	в этом	28	55
6	но и	10	54
7	он не	10	53
8	а не	9	53
9	в нем	7	49
10	не может	30	49
11	у него	4	47
12	и не	34	39
13	никогда не	10	38
14	в ней	8	37
15	потому что	4	37
16	не было	5	36
17	не в	10	34
18	и есть	3	33
19	для него	12	31
20	не есть	2	30
21	есть лишь	1	30
22	человека в	4	30
23	как и	13	29
24	прежде всего	26	29
25	и он	1	27
26	в мире	2	27
27	но в	13	27
28	к человеку	3	26
29	человека и	6	26
30	в своей	14	25
31	он был	3	25
32	и это	1	25
33	и все	13	24
34	у нас	3	24
35	в своем	4	23
36	что в	7	23
37	он –	5	23
38	что он	12	22
39	в самом	12	21
40	в себе	7	20
41	отношение к	7	20
42	как бы	19	19
43	до конца	7	19
44	человек не	2	19
45	судьба человека	1	18
46	в его	25	18
47	любви к	1	17
48	того что	7	17
49	и потому	12	17
50	том что	12	16
51	в том	10	16
52	то что	17	16
53	было бы	8	16
54	и его	22	16
55	быть может	1	15
56	в котором	4	15
57	не был	1	15
58	не знает	5	15
59	в этой	7	15
60	в конце	2	14
61	человек в	1	14
62	она не	6	14
63	нет ничего	1	14
64	так как	15	14
65	в глубине	2	14
66	та же	1	13
67	и на	9	13
68	друг друга	2	13
69	и вот	8	13
70	в них	3	12
71	он сам	5	12
72	к нему	9	12
73	– не	12	12
74	и у	7	12
75	но не	7	12
76	смысле слова	4	12
77	в человеке	6	12
78	это не	5	12
79	все это	12	12
80	и к	7	11
81	любовь к	1	11
82	с тем	1	11
83	уже не	9	11
84	хотя бы	7	11
85	в которой	5	11
86	в русской	1	11
87	человеческой личности	1	11
88	только в	11	11
89	как в	4	11
90	и там	1	11
91	но это	4	11
92	и для	7	11
93	менее всего	1	11
94	жизни и	7	11
95	то же	12	10
96	человек –	1	10
97	так же	4	10
98	мировой гармонии	1	10
99	для человека	1	10
100	всю жизнь	2	10
101	один из	10	10
102	должна быть	2	10
103	не могут	7	10
104	не имеет	2	10
105	это и	4	10
106	связана с	2	10
107	человека к	4	10
108	есть не	1	10
109	все что	10	9
110	к тому	6	9
111	не мог	1	9
112	должно быть	2	9
113	что и	5	9
114	я не	4	9
115	не будет	1	9
116	все творчество	1	9
117	то есть	1	9
118	с ним	14	9
119	вместе с	5	9
120	человека на	2	9
121	в свою	6	9
122	и во	2	9
123	свободу и	1	9
124	бы и	2	9
125	есть и	2	9
126	а в	8	9
127	нужно искать	1	8
128	в этих	5	8
129	и с	10	8
130	тем что	1	8
131	человека есть	1	8
132	о том	3	8
133	вопрос о	2	8
134	себя в	3	8
135	– все	8	8
136	за пределы	10	8
137	жизнь в	2	8
138	не так	3	8
139	в отношении	2	8
140	еще в	1	8
141	нет в	2	8
142	того чтобы	5	8
143	отношении к	1	8
144	человек должен	1	8
145	нет и	4	8
146	с его	9	8
147	– говорит	5	8
148	ничего не	5	8
149	они не	3	8
150	уже в	3	8
151	мира и	1	8
152	для того	6	8
153	во всем	1	7
154	что человек	1	7
155	если он	6	7
156	не существует	4	7
157	в нашем	3	7
158	что все	7	7
159	точки зрения	31	7
160	она есть	1	7
161	все в	1	7
162	те же	9	7
163	чем в	1	7
164	что она	5	7
165	на этом	8	7
166	в жизни	7	7
167	отношения к	2	7
168	жизни в	3	7
169	себя и	4	7
170	он в	2	7
171	мог бы	2	7
172	но если	2	7
173	высшей степени	6	7
174	в высшей	6	7
175	должен быть	2	7
176	также и	2	7
177	как он	1	7
178	самого себя	2	6
179	есть прежде	1	6
180	не как	2	6
181	и нет	1	6
182	было в	1	6
183	увидим что	5	6
184	людей и	1	6
185	и те	5	6
186	этого мира	1	6
187	– в	17	6
188	когда человек	2	6
189	русской литературы	1	6
190	там и	1	6
191	его в	11	6
192	к чему	1	6
193	и она	3	6
194	у них	1	6
195	совсем не	6	6
196	личности и	4	6
197	можно было	1	6
198	чтобы не	2	6
199	и от	3	6
200	и здесь	1	6
201	что это	5	6
202	или к	1	6
203	это есть	2	6
204	если бы	4	6
205	бы не	1	6
206	в ее	5	6
207	влечет к	2	6
208	не способен	1	6
209	должен был	1	6
210	на все	3	6
211	жизнь и	1	6
212	гармонии и	2	6
213	его не	2	6
214	быть и	7	6
215	к ней	4	6
216	– явление	1	6
217	на то	1	6
218	не к	2	6
219	еще не	8	5
220	бы в	2	5
221	которые не	1	5
222	он хочет	1	5
223	мысли и	4	5
224	человек есть	1	5
225	одно из	6	5
226	с собой	1	5
227	и как	3	5
228	природа человека	1	5
229	он остается	1	5
230	отличается от	2	5
231	с этим	8	5
232	природы в	1	5
233	во всяком	9	5
234	для этого	6	5
235	мы увидим	4	5
236	до того	1	5
237	страдания и	1	5
238	сказать что	11	5
239	к которому	1	5
240	все время	4	5
241	в атмосфере	1	5
242	момент в	1	5
243	по преимуществу	2	5
244	на протяжении	7	5
245	хочет быть	1	5
246	после того	1	5
247	отказывается от	1	5
248	от этого	2	5
249	человека –	7	5
250	сих пор	3	5
251	должны быть	4	5
252	культуры и	1	5
253	в человеческой	1	5
254	в то	7	5
255	означает что	1	5
256	когда он	3	5
257	до сих	3	5
258	и этот	2	5
259	они и	2	5
260	у русских	1	5
261	интерес к	1	5
262	оно не	3	5
263	любовь и	1	5
264	да и	2	5
265	его и	2	5
266	в основе	6	5
267	этом пути	1	5
268	в мир	4	5
269	жизни это	1	5
270	той же	5	5
271	в самую	1	5
272	– это	29	5
273	тот же	10	5
274	человека но	1	5
275	в более	5	5
276	на путях	1	5
277	этот процесс	4	5
278	которых он	1	5
279	так и	14	5
280	и тут	1	5
281	в их	2	5
282	сознания но	1	5
283	из глубины	1	5
284	связано с	3	5
285	то нет	1	5
286	думать что	2	5
287	него и	1	5
288	как будто	1	5
289	что было	1	4
290	человек может	2	4
291	в центре	3	4
292	в момент	2	4
293	к этой	2	4
294	еще более	2	4
295	в разных	1	4
296	потому не	1	4
297	нас в	2	4
298	не хочет	1	4
299	в своих	5	4
300	и даже	3	4
301	человека для	1	4
302	уже нет	1	4
303	в такой	2	4
304	была еще	1	4
305	не всегда	4	4
306	в него	2	4
307	по отношению	13	4
308	не что	1	4
309	него не	1	4
310	что они	1	4
311	ее и	1	4
312	мы видим	3	4
313	что иное	1	4
314	в каждом	1	4
315	к себе	3	4
316	и через	2	4
317	и этим	3	4
318	нового духа	1	4
319	будто бы	2	4
320	тому что	5	4
321	время как	1	4
322	века в	2	4
323	в свете	1	4
324	себе и	3	4
325	в чем	9	4
326	а с	2	4
327	человека как	2	4
328	и что	6	4
329	и никогда	1	4
330	и по	5	4
331	его с	2	4
332	и ницше	1	4
333	тогда когда	2	4
334	для них	3	4
335	ни в	12	4
336	и тот	3	4
337	но на	1	4
338	в начале	1	4
339	оно есть	1	4
340	то время	1	4
341	от его	1	4
342	– один	4	4
343	на своем	1	4
344	к которой	2	4
345	перейти в	1	4
346	по сравнению	1	4
347	человека от	1	4
348	и тогда	1	4
349	и до	5	4
350	в истории	4	4
351	только с	4	4
352	мы еще	1	4
353	он должен	2	4
354	как к	2	4
355	могут быть	9	4
356	мир в	3	4
357	был еще	1	4
358	мы не	9	4
359	чувствовать себя	1	4
360	сознания и	6	4
361	социальной среды	3	4
362	у всех	1	4
363	в силах	3	4
364	в эпоху	3	4
365	него –	1	4
366	все эти	15	4
367	есть в	1	4
368	по своему	4	4
369	особенно в	1	4
370	не все	1	4
371	свою противоположность	1	4
372	и их	2	4
373	от того	5	4
374	его отношение	2	4
375	отношению к	11	4
376	и только	6	4
377	конце концов	2	4
378	иное как	1	4
379	в душе	13	3
380	этого необходимо	1	3
381	человек на	3	3
382	который должен	1	3
383	остается верен	1	3
384	– к	3	3
385	в виду	4	3
386	не бывает	1	3
387	ко всем	1	3
388	мысль о	1	3
389	все же	8	3
390	чем не	5	3
391	в иной	1	3
392	ответить на	1	3
393	то это	1	3
394	от крови	1	3
395	очень важное	1	3
396	в динамике	1	3
397	даже и	1	3
398	в противоположность	1	3
399	входит в	2	3
400	в этот	4	3
401	одной и	3	3
402	в одном	3	3
403	и когда	1	3
404	приходит к	1	3
405	превращается в	2	3
406	конечно не	10	3
407	душу и	1	3
408	можно ли	3	3
409	но этот	1	3
410	личности он	1	3
411	находится в	3	3
412	знает только	2	3
413	идей и	1	3
414	к этому	9	3
415	и еще	1	3
416	в состоянии	2	3
417	хотя и	1	3
418	души и	1	3
419	и сама	2	3
420	и за	4	3
421	он любит	1	3
422	каждого человека	2	3
423	одним из	3	3
424	я и	7	3
425	не остается	3	3
426	но ведь	4	3
427	одно только	1	3
428	есть та	2	3
429	же как	2	3
430	но когда	2	3
431	и религия	2	3
432	в свой	3	3
433	лишь для	1	3
434	во всех	13	3
435	остается в	3	3
436	о себе	4	3
437	на смену	1	3
438	и быть	1	3
439	в наше	1	3
440	ту же	1	3
441	между тем	3	3
442	к этим	2	3
443	– он	1	3
444	и тем	2	3
445	и та	2	3
446	в землю	1	3
447	истории и	1	3
448	этот путь	1	3
449	свои силы	1	3
450	и самый	1	3
451	мире и	1	3
452	и самое	2	3
453	ближе к	1	3
454	жизни а	2	3
455	для себя	2	3
456	и должно	1	3
457	на почве	3	3
458	учение о	6	3
459	это уже	3	3
460	они ищут	1	3
461	его во	1	3
462	со всеми	5	3
463	все его	3	3
464	что нет	1	3
465	с таким	2	3
466	их и	1	3
467	с себя	1	3
468	он хотел	3	3
469	в пределах	6	3
470	как не	3	3
471	к его	3	3
472	приводит к	3	3
473	ли он	2	3
474	сравнению с	1	3
475	в которые	1	3
476	только одно	1	3
477	плоть от	1	3
478	сознание и	5	3
479	роль в	7	3
480	это все	1	3
481	и поэтому	2	3
482	только один	1	3
483	и той	3	3
484	что же	10	3
485	тому как	1	3
486	человеческая личность	1	3
487	на этот	3	3
488	он может	1	3
489	всяком случае	8	3
490	из него	3	3
491	же он	2	3
492	выходит за	2	3
493	из этой	2	3
494	от плоти	1	3
495	и то	3	3
496	что оно	4	3
497	нет ни	1	3
498	это был	1	3
499	для нас	2	3
500	кровь от	1	3
501	в ином	1	3
502	– значит	1	3
503	от всех	3	3
504	а к	1	3
505	было для	1	3
506	бытия и	1	3
507	и эта	1	3
508	долгое время	1	3
509	своей души	1	3
510	говорят о	1	3
511	он никогда	1	3
512	и глубже	1	3
513	идеи и	2	3
514	об этом	7	3
515	людей в	1	3
516	они стали	1	3
517	человеке –	1	3
518	этой трагедии	1	3
519	в самых	3	3
520	что всякий	1	3
521	мы должны	9	3
522	но она	1	3
523	не с	1	3
524	и самого	1	3
525	но для	3	3
526	с которой	1	2
527	мир не	1	2
528	с которыми	4	2
529	в единую	1	2
530	что если	1	2
531	вообще не	2	2
532	и своего	1	2
533	другой –	3	2
534	природу в	1	2
535	из всех	1	2
536	к учению	2	2
537	вражда к	3	2
538	в первых	2	2
539	тем как	1	2
540	для восприятия	2	2
541	течений в	1	2
542	его от	1	2
543	до последнего	2	2
544	по себе	4	2
545	церковь и	1	2
546	их не	2	2
547	человека только	1	2
548	и сам	3	2
549	и внутри	1	2
550	человека что	1	2
551	только можно	1	2
552	конечно он	1	2
553	уже на	1	2
554	когда это	1	2
555	находит себе	1	2
556	к самому	1	2
557	не менее	6	2
558	он наиболее	1	2
559	только для	2	2
560	жизни к	3	2
561	– как	6	2
562	влечет его	1	2
563	а две	1	2
564	– и	7	2
565	которой он	3	2
566	и вечно	1	2
567	и мысли	2	2
568	в глаза	2	2
569	у самого	2	2
570	и другой	1	2
