N	3gram	Propp_Isto	KFilosof
1	по отношению к	6	22
2	не может быть	8	11
3	может быть только	1	7
4	к нему в	1	4
5	но все эти	1	3
6	того или иного	1	3
7	но и здесь	1	3
8	в этом смысле	1	3
9	один и тот	2	3
10	на самом деле	2	3
11	и тот же	2	3
12	в нем и	1	3
13	и в этом	1	3
14	в том что	6	2
15	это значило бы	1	2
16	и может быть	1	2
17	во всем его	1	2
18	ко мне в	1	2
19	тем не менее	7	2
20	здесь мы имеем	2	2
21	уже не может	1	2
22	в соответствии с	1	2
23	во всех этих	1	2
24	то ни было	2	2
25	есть на самом	1	2
26	и в нем	2	2
27	бы то ни	2	2
28	вопрос о том	2	2
29	том случае когда	1	1
30	быть не может	1	1
31	как одно из	1	1
32	всего этого не	1	1
33	и тем не	2	1
34	это не значит	1	1
35	это может быть	2	1
36	вместе с тем	7	1
37	равно как и	1	1
38	здесь дело не	1	1
39	в себе в	1	1
40	по себе а	2	1
41	при таком положении	1	1
42	на то что	5	1
43	в большинстве случаев	4	1
44	не содержит в	1	1
45	и здесь я	1	1
46	в средние века	1	1
47	а не как	1	1
48	в себя и	1	1
49	то же самое	3	1
50	особенно часто имеют	1	1
51	ясно что это	1	1
52	и в каких	1	1
53	мы не найдем	1	1
54	дело не в	2	1
55	в том случае	1	1
56	между ним и	1	1
57	для того чтобы	1	1
58	и должен быть	2	1
59	не значит что	1	1
60	то что уже	1	1
61	здесь мы видим	2	1
62	не в том	1	1
63	одно из проявлений	1	1
64	со мной в	1	1
65	только в этом	1	1
66	со всех сторон	4	1
67	в противном случае	1	1
68	до сих пор	11	1
69	в первом случае	1	1
70	дело в том	3	1
71	смысле этого слова	1	1
72	формальной а не	1	1
73	но в то	1	1
74	мы никогда не	1	1
75	всех этих случаях	1	1
76	вместо того чтобы	2	1
77	само по себе	2	1
78	и есть момент	1	1
79	не само по	1	1
80	уже не только	1	1
81	не было и	1	1
82	о нем но	1	1
83	не зависит от	1	1
84	тем или иным	1	1
85	в зависимости от	3	1
86	она не живет	1	1
87	бы быть и	1	1
88	она может быть	1	1
89	никогда не может	1	1
90	к тому что	1	1
91	одном случае мы	1	1
92	но все это	1	1
93	это отнюдь не	1	1
94	влечет за собой	2	1
95	а именно в	1	1
96	со стороны его	1	1
97	на этом пути	1	1
98	в одном случае	1	1
99	никогда не было	1	1
100	только тогда когда	1	1
101	и этот момент	1	1
102	но это не	1	1
103	в значительной степени	1	1
104	что и в	1	1
105	до конца и	1	1
106	пока еще не	1	1
107	же самое что	2	1
108	у меня есть	2	1
109	мы не можем	3	1
110	и не должен	1	1
111	в иной мир	7	1
112	если бы не	1	1
