N	3gram	Losev_Prob	Myslijsy
1	в том что	17	47
2	не может быть	5	19
3	тем не менее	23	18
4	только тогда когда	1	17
5	по крайней мере	9	17
6	и т д	20	15
7	сам по себе	10	14
8	само по себе	5	14
9	от того что	1	13
10	в том смысле	4	13
11	в то же	10	13
12	более или менее	2	12
13	смысле этого слова	1	12
14	с другой стороны	11	12
15	и в этом	6	12
16	до сих пор	4	12
17	только в том	2	12
18	во всяком случае	8	12
19	для того чтобы	4	11
20	сами по себе	8	11
21	а в том	1	11
22	подобно тому как	2	11
23	в то время	6	10
24	с одной стороны	2	10
25	в таком случае	7	9
26	одного и того	1	9
27	и того же	1	9
28	то и другое	1	9
29	на то что	2	9
30	но и в	2	9
31	о том что	8	9
32	мы не можем	2	9
33	что и в	3	9
34	то есть не	5	8
35	так и в	2	8
36	вместе с тем	1	8
37	до такой степени	1	8
38	на самом деле	5	8
39	только потому что	3	8
40	как бы ни	1	8
41	в этом случае	8	8
42	с тем что	1	8
43	в этом смысле	5	7
44	и то же	5	7
45	не только не	5	7
46	сама по себе	11	7
47	с точки зрения	9	7
48	как и в	2	7
49	можно сказать что	2	7
50	и той же	1	7
51	потому что мы	2	7
52	одно и то	4	7
53	одной и той	1	7
54	не только в	2	7
55	и как бы	2	6
56	может быть не	1	6
57	друг от друга	3	6
58	то же самое	17	6
59	то что мы	3	6
60	то тем самым	2	6
61	и может быть	2	6
62	не было бы	3	6
63	по себе а	3	5
64	то же что	1	5
65	таким образом что	1	5
66	в языке и	1	5
67	по себе не	1	5
68	к тому что	1	5
69	таким образом в	1	5
70	в сравнении с	4	5
71	и то что	8	5
72	мы не знаем	2	4
73	и тот же	1	4
74	том смысле что	4	4
75	и в таком	1	4
76	в собственном смысле	1	4
77	с этой точки	1	4
78	все более и	1	4
79	или лучше сказать	1	4
80	в данном случае	12	4
81	в том и	1	4
82	или по крайней	6	4
83	тем что мы	1	4
84	и тем же	1	4
85	в том чтобы	1	4
86	один и тот	1	4
87	что не только	2	4
88	более и более	1	4
89	на этот вопрос	1	4
90	не что иное	6	4
91	одним и тем	1	4
92	дело в том	4	4
93	далеко не все	1	4
94	так что в	2	4
95	и то и	1	4
96	не есть ни	4	4
97	что иное как	6	4
98	чувства и стремления	1	4
99	вопрос о том	1	4
100	в том виде	4	4
101	обратить внимание на	2	4
102	то время как	6	4
103	это было бы	2	4
104	точно так же	5	3
105	что он не	2	3
106	как и во	1	3
107	одной стороны и	1	3
108	для нас в	1	3
109	то же в	1	3
110	потому что оно	1	3
111	хотя бы и	2	3
