N	2gram	Voloshinov	Psycholo
1	то что	12	193
2	и в	32	190
3	в том	13	163
4	что в	5	123
5	потому что	2	114
6	том что	12	113
7	и что	2	108
8	может быть	50	107
9	таким образом	29	102
10	в этом	27	100
11	то есть	2	97
12	все время	1	86
13	в самом	14	82
14	как бы	31	80
15	для того	8	78
16	того чтобы	9	78
17	что он	5	76
18	не только	18	75
19	на то	4	73
20	и не	42	73
21	что она	1	71
22	самом деле	18	70
23	точки зрения	48	69
24	не может	40	68
25	если мы	17	66
26	так же	10	63
27	так как	5	63
28	было бы	8	56
29	если бы	12	55
30	то же	19	54
31	о том	4	54
32	при этом	13	52
33	как и	19	51
34	что и	5	50
35	а не	15	50
36	что это	3	49
37	сказать что	7	46
38	по себе	5	46
39	только в	14	46
40	в сущности	17	46
41	к тому	8	45
42	не в	13	45
43	ясно что	6	43
44	искусства и	1	43
45	в этой	3	43
46	никогда не	7	42
47	и все	8	42
48	вместе с	2	41
49	как это	2	40
50	но и	17	40
51	с и	1	40
52	как раз	5	39
53	при помощи	1	39
54	того что	5	39
55	же самое	9	38
56	и это	6	37
57	мы видим	2	37
58	и как	8	36
59	с тем	1	35
60	вовсе не	15	34
61	как на	2	34
62	и если	2	34
63	и его	33	34
64	тому что	6	33
65	все же	13	33
66	что все	3	33
67	когда он	1	33
68	в себе	5	32
69	все это	4	32
70	он не	5	31
71	мы не	6	31
72	в его	10	31
73	в ней	5	31
74	мы увидим	3	30
75	как в	5	30
76	с одной	2	29
77	и для	15	29
78	одной стороны	2	29
79	с точки	31	29
80	в нем	17	29
81	увидим что	1	28
82	что они	1	28
83	и когда	1	28
84	мы можем	6	28
85	и то	4	28
86	что мы	1	28
87	в своих	2	27
88	в основе	10	27
89	и на	8	27
90	а в	5	27
91	с другой	6	27
92	все то	1	27
93	так что	2	26
94	совершенно не	6	26
95	только что	2	25
96	и здесь	9	25
97	жизни и	4	25
98	до сих	10	24
99	до конца	6	24
100	тем что	3	24
101	и совершенно	1	24
102	в целом	2	24
103	в своем	3	23
104	сих пор	10	23
105	из этого	2	23
106	целый ряд	3	23
107	что оно	3	23
108	для этого	1	23
109	могут быть	4	23
110	с этим	6	22
111	из них	3	22
112	между тем	8	22
113	и даже	4	22
114	как она	2	22
115	в котором	6	21
116	в двух	4	21
117	той же	5	21
118	в своей	5	21
119	ни в	7	21
120	в конце	5	21
121	что эта	1	21
122	но только	1	21
123	как мы	26	21
124	и вот	2	21
125	и только	2	21
126	другой стороны	7	20
127	в то	7	20
128	тот же	4	20
129	она не	2	20
130	несмотря на	1	20
131	там где	4	20
132	это не	5	20
133	все эти	8	20
134	в одном	2	19
135	мы уже	7	19
136	в какой	5	19
137	мы должны	4	19
138	в ее	9	19
139	у него	2	19
140	с этой	2	18
141	в которой	4	18
142	можно было	2	18
143	но в	13	18
144	зависимости от	4	18
145	в каком	6	18
146	что с	1	18
147	на самом	10	18
148	но не	2	18
149	и есть	3	18
150	был бы	1	18
151	в виду	2	17
152	во всяком	8	17
153	мы все	1	17
154	что для	1	17
155	из этих	3	17
156	но это	1	17
157	одна из	6	17
158	только не	1	17
159	у нас	4	17
160	и к	3	16
161	из которых	2	16
162	к этому	10	16
163	та же	1	16
164	сводится к	5	16
165	самого начала	9	16
166	с самого	9	16
167	в таком	8	16
168	же как	2	16
169	совершенно прав	1	16
170	и тем	4	16
171	не имеет	6	16
172	формы и	4	16
173	так и	21	16
174	тому как	1	16
175	от того	4	16
176	в результате	9	15
177	только на	7	15
178	что именно	1	15
179	во всех	13	15
180	мы знаем	7	15
181	как говорит	1	15
182	о которых	1	15
183	могли бы	2	15
184	не могут	4	15
185	и так	2	15
186	о котором	1	15
187	и потому	7	15
188	в зависимости	2	15
189	не просто	2	15
190	которых мы	1	15
191	далеко не	5	15
192	еще не	7	15
193	для него	18	15
194	в частности	2	15
195	в совершенно	2	14
196	хотя бы	8	14
197	одной и	2	14
198	но он	1	14
199	и той	2	14
200	главным образом	2	14
201	в художественном	1	14
202	это и	3	14
203	того как	1	14
204	прежде всего	19	14
205	те же	5	14
206	в жизни	2	14
207	при таком	1	14
208	этих двух	1	14
209	бы в	4	14
210	столь же	2	14
211	должна быть	6	14
