N	3gram	Vygotskiy_	OGranits
1	с точки зрения	11	5
2	не может быть	5	4
3	одно и то	6	3
4	по отношению к	3	3
5	в том что	41	2
6	и не является	1	2
7	то же слово	3	2
8	не чем иным	1	2
9	ничего общего с	2	2
10	не что иное	2	2
11	того или иного	2	2
12	в зависимости от	6	2
13	в данном случае	1	2
14	но так как	2	2
15	и то же	6	2
16	есть не что	1	2
17	чем иным как	1	2
18	зависимости от этого	2	2
19	в самом деле	4	2
20	что иное как	2	2
21	с одной стороны	8	2
22	с другой стороны	5	2
23	с самого начала	6	2
24	и т.д и	1	1
25	а представляет собою	1	1
26	и тем что	1	1
27	в человеческом обществе	1	1
28	между словами и	1	1
29	к которому приходит	1	1
30	собственном смысле слова	3	1
31	так же точно	3	1
32	и тот же	6	1
33	и как бы	2	1
34	на всем протяжении	1	1
35	предположение о возможности	1	1
36	может быть не	1	1
37	том основании что	1	1
38	включает в себя	2	1
39	мы можем установить	1	1
40	на основе такого	2	1
41	человеческой речи не	1	1
42	человека и его	1	1
43	те же слова	1	1
44	на том основании	1	1
45	между тем как	4	1
46	подобно тому как	1	1
47	со всей категоричностью	1	1
48	в конечном счете	1	1
49	по себе а	1	1
50	если бы мы	2	1
51	себе а лишь	1	1
52	так же как	9	1
53	тех или иных	1	1
54	на то что	5	1
55	для того чтобы	14	1
56	только потому что	2	1
57	распадаются на две	1	1
58	если только они	1	1
59	том что в	3	1
60	которой только и	1	1
61	все эти три	1	1
62	во всей своей	1	1
63	и превращается в	1	1
64	но тем не	1	1
65	мы полагаем что	1	1
66	которые не только	1	1
67	еще долгое время	1	1
68	не только на	1	1
69	и более или	1	1
70	что в основе	7	1
71	и языком как	1	1
72	в связи со	1	1
73	последнее время мы	1	1
74	в последнее время	4	1
75	в собственном смысле	12	1
76	что в этом	1	1
77	вывод к которому	1	1
78	один и тот	6	1
79	в другом месте	3	1
80	в отличие от	8	1
81	только и может	1	1
82	выходит за пределы	1	1
83	этой точки зрения	4	1
84	ту или иную	1	1
85	и в некоторых	1	1
86	быть не чем	1	1
87	как и в	3	1
88	в связи с	8	1
89	то же самое	9	1
90	не входит в	1	1
91	то что в	3	1
92	что такое утверждение	1	1
93	к тому что	1	1
94	та или иная	3	1
95	тем не менее	6	1
96	только то что	1	1
97	но столь же	1	1
98	и в его	1	1
99	в этом отношении	9	1
100	же самое слово	2	1
101	точки зрения и	1	1
102	далеко не всегда	1	1
103	более или менее	3	1
104	мы не сумеем	1	1
105	само по себе	3	1
106	здесь мы должны	1	1
107	с этой точки	4	1
108	в течение всего	1	1
109	не мог бы	3	1
110	можно было бы	8	1
111	никоим образом не	1	1
112	мы не можем	2	1
113	и вместе с	2	1
114	состоит в том	4	1
115	в последнем счете	1	1
116	тот же самый	1	1
117	а также и	1	1
