N	3gram	Bakhtin_Fr	Sovremen
1	мы не можем	1	6
2	с точки зрения	5	5
3	в зависимости от	1	4
4	не может быть	4	4
5	мы видели что	2	3
6	с самого начала	3	3
7	друг с другом	2	2
8	в свою очередь	1	2
9	с помощью которых	2	2
10	то же самое	3	2
11	тем не менее	1	2
12	так как он	1	2
13	не подлежит сомнению	1	2
14	в отличие от	3	2
15	может быть и	1	2
16	есть не что	1	1
17	в течение нескольких	1	1
18	что дело идет	1	1
19	под углом зрения	1	1
20	в том что	8	1
21	один и тот	1	1
22	громадную роль играет	1	1
23	на самом деле	4	1
24	ведь это то	1	1
25	как и во	2	1
26	до сих пор	3	1
27	одной стороны и	1	1
28	до наших дней	1	1
29	и тот же	2	1
30	не что иное	1	1
31	одна и та	1	1
32	в предыдущей главе	1	1
33	и та же	1	1
34	в связи с	5	1
35	нет и ни	1	1
36	в обоих случаях	1	1
37	в самом деле	2	1
38	дело в том	4	1
39	на другой день	1	1
40	но мы уже	1	1
41	необходимо сказать несколько	1	1
42	во всех деталях	2	1
43	это как бы	1	1
44	только один смысл	1	1
45	той или иной	1	1
46	и во всех	3	1
47	что иное как	1	1
48	в данном случае	4	1
49	прежде всего мы	1	1
50	видели что это	1	1
51	что все они	1	1
52	мы уже знаем	1	1
53	совершенно так же	2	1
54	это то же	1	1
55	с помощью которой	1	1
56	и прежде всего	4	1
57	и той же	1	1
58	в конечном счете	1	1
59	но если мы	1	1
60	уже знаем что	1	1
61	с одной стороны	2	1
62	одной и той	1	1
63	не дает нам	1	1
64	она и не	1	1
65	как одной из	1	1
66	в этой области	1	1
67	со всеми его	2	1
68	в одном случае	1	1
69	течение нескольких дней	1	1
70	так же как	4	1
71	то же время	14	1
72	у нас есть	1	1
73	из этих двух	1	1
74	быть и речи	1	1
75	по отношению к	1	1
76	в то же	14	1
77	том что эта	1	1
78	на этот вопрос	1	1
79	его и не	1	1
80	и его представители	1	1
81	же самое что	1	1
82	можно было бы	2	1
83	и в то	3	1
84	в себе в	1	1
85	у нас на	1	1
86	и не может	1	1
87	ни о каком	1	1
88	сказать несколько слов	1	1
89	ровно ничего не	2	1
90	мы видим что	2	1
