N	4gram	Bakhtin_Fr	SlovoVZh
1	дело в том что	4	4
2	не может быть и	1	2
3	с одной стороны и	1	2
4	одно и то же	1	2
5	одна и та же	1	1
6	ни в чем не	1	1
7	и независимо от него	1	1
8	на самом же деле	4	1
9	в самом деле в	1	1
10	но в то же	6	1
11	как мы уже сказали	3	1
12	в том что в	1	1
13	не может быть ни	1	1
14	по отношению к которому	1	1
15	так же как и	2	1
16	если мы обратимся к	1	1
17	ни в коем случае	1	1
18	в коем случае нельзя	1	1
19	до сих пор не	1	1
20	и не может быть	1	1
21	в то же время	14	1
22	как существенный момент в	1	1
23	один и тот же	1	1
