N	2gram	Ircho_Kome	DiskursI
1	в качестве	4	72
2	а не	5	60
3	может быть	14	56
4	не только	13	49
5	и в	37	49
6	как и	10	47
7	при этом	11	46
8	и не	28	44
9	в том	24	44
10	представляет собой	5	41
11	том что	22	40
12	в этом	18	38
13	в себе	4	37
14	состоит в	2	37
15	в частности	4	36
16	но и	18	35
17	но не	9	31
18	отличие от	5	28
19	со стороны	16	28
20	но в	7	28
21	так и	4	28
22	в отличие	3	27
23	не может	9	27
24	по своей	2	26
25	как в	4	25
26	такого рода	2	24
27	отнюдь не	5	23
28	еще не	10	23
29	а также	3	20
30	в своей	6	19
31	все же	9	19
32	в нем	8	19
33	прежде всего	7	19
34	далеко не	3	18
35	в основе	3	18
36	то же	14	17
37	с другой	5	17
38	в мире	2	17
39	по отношению	6	17
40	отношению к	4	17
41	точки зрения	8	16
42	только в	3	16
43	о том	21	15
44	то что	5	15
45	роль в	3	15
46	в его	12	15
47	не менее	9	14
48	можно сказать	1	14
49	одной стороны	4	14
50	с одной	5	14
51	не в	7	14
52	картины мира	1	14
53	ни к	1	14
54	не является	5	14
55	это не	3	14
56	как бы	7	13
57	для него	1	13
58	в целом	4	13
59	в своих	4	12
60	при всей	2	12
61	в своем	9	12
62	того же	9	12
63	жанра в	1	12
64	и на	6	12
65	и все	6	12
66	как правило	1	11
67	не было	6	11
68	не сводится	1	11
69	столь же	5	11
70	что в	11	11
71	с его	6	11
72	и как	3	11
73	не столько	3	10
74	а с	2	10
75	для себя	1	10
76	а в	12	10
77	же время	12	10
78	в них	6	9
79	себя в	3	9
80	между тем	6	9
81	в силу	2	9
82	в то	14	9
83	героя в	1	9
84	сводится к	1	9
85	еще в	1	9
86	тем самым	1	9
87	этого жанра	1	8
88	в этих	2	8
89	и даже	6	8
90	в соответствии	1	8
91	к тому	11	8
92	в котором	6	8
93	в творчестве	1	8
94	в одном	3	8
95	из них	11	8
96	хотя и	6	8
97	в себя	1	8
98	он не	11	8
99	если в	4	8
100	не на	3	8
101	не следует	2	8
102	жизни в	1	8
103	потому что	19	8
104	соответствии с	1	8
105	этом отношении	2	8
106	человека в	4	8
107	как уже	1	8
108	не с	2	8
109	и о	3	8
110	о чем	11	7
111	другой стороны	2	7
112	на сцене	7	7
113	таким образом	16	7
114	одной из	4	7
115	что и	12	7
116	тому же	11	7
117	его в	9	7
118	к этому	11	7
119	в этой	7	7
120	я в	1	7
121	а позднее	1	7
122	могут быть	3	7
123	например в	3	7
124	ни в	14	7
125	приводит к	4	7
126	перед нами	1	7
127	той же	2	7
128	и для	7	7
129	основе своей	2	7
130	нового времени	5	7
131	в пределах	3	7
132	и ее	3	7
133	и его	10	7
134	не как	2	6
135	одно из	3	6
136	конечном счете	3	6
137	и того	1	6
138	времени в	2	6
139	крайней мере	1	6
140	никогда не	5	6
141	то в	1	6
142	в принципе	1	6
143	сказать и	1	6
144	с точки	6	6
145	в ее	3	6
146	в ситуации	1	6
147	в конечном	2	6
148	не знает	7	6
149	во всех	4	6
150	однако в	5	6
151	в сущности	3	6
152	что он	15	6
153	к его	4	6
154	в которых	7	6
155	по крайней	1	6
156	в истории	2	6
157	что же	2	6
158	здесь не	2	6
159	в трагедии	1	6
160	дело в	1	6
161	в эпоху	2	6
162	времени и	2	6
163	литературного жанра	1	6
164	в одной	2	6
165	тому как	1	6
166	и может	2	6
167	отношение к	7	6
168	одного из	4	6
169	в той	2	5
170	исходя из	2	5
171	может служить	2	5
172	строго говоря	1	5
173	в виду	3	5
174	из двух	3	5
175	мысль о	1	5
176	к своим	2	5
177	на мой	2	5
178	в первую	2	5
179	было в	2	5
180	своей природе	1	5
181	в другом	2	5
182	не всегда	2	5
183	говорить о	6	5
184	для данного	1	5
185	не обязательно	1	5
186	свою очередь	10	5
187	перед ним	4	5
188	в прошлом	1	5
189	к ним	5	5
190	сказать что	4	5
191	к себе	9	5
192	несмотря на	7	5
193	как раз	9	5
194	для своего	1	5
195	я и	2	5
196	в сторону	1	5
197	мой взгляд	2	5
198	на этом	3	5
199	но при	2	5
200	следует признать	1	5
201	тем что	12	5
202	одного и	1	5
203	во второй	2	5
204	первую очередь	2	5
205	во втором	2	5
206	один из	6	5
207	представляют собой	3	5
208	подобно тому	1	5
209	себе не	2	5
210	за пределы	3	5
211	в свою	12	5
212	известной степени	2	5
213	принадлежит к	1	5
214	при котором	1	5
215	ничего не	6	5
216	того что	1	5
217	того как	5	5
218	о нем	1	5
219	здесь в	2	5
220	в ней	7	5
221	в их	5	5
222	и потому	2	5
223	из этих	2	5
224	что касается	5	5
225	стороны и	4	5
226	же самое	3	5
227	в античной	3	5
228	как будто	3	5
229	не к	1	5
230	в самом	17	4
231	и к	4	4
232	говорит о	2	4
233	в результате	2	4
234	и само	1	4
235	а напротив	1	4
236	в первом	2	4
237	или на	1	4
238	и до	2	4
239	в жизни	1	4
240	его на	5	4
241	в речах	1	4
242	во всяком	3	4
243	восходит к	1	4
244	из жизни	2	4
245	между двумя	2	4
246	следует отнести	1	4
247	чего не	1	4
248	только на	1	4
249	а сам	2	4
250	что они	3	4
251	тем не	3	4
252	аналогии с	2	4
253	к жизни	1	4
254	связи с	5	4
255	не о	3	4
256	будто бы	1	4
257	полной мере	1	4
258	одним из	2	4
259	что не	5	4
260	который по	2	4
261	я не	4	4
262	одном из	1	4
263	по себе	1	4
264	и это	4	4
265	и тем	4	4
266	как это	5	4
267	хотя в	3	4
268	это в	2	4
269	и есть	3	4
270	однако и	1	4
271	жизни а	1	4
272	с ним	10	4
273	из того	3	4
274	не могут	2	4
275	не более	1	4
276	с ней	1	4
277	можно назвать	1	4
278	к другому	2	4
279	свое время	1	4
280	более чем	6	4
281	в современном	1	4
282	на примере	2	4
283	тот или	1	4
284	и во	3	4
285	до конца	4	4
286	у них	1	4
287	текста в	1	4
288	не знают	1	4
289	этом случае	2	4
290	в свое	2	4
291	мы имеем	4	4
292	не для	1	4
293	поведения в	1	4
294	со своим	1	4
295	или в	1	4
296	с той	1	4
297	в какой	4	4
298	по своему	3	4
299	на его	5	4
300	вследствие чего	1	4
301	а на	3	4
302	а к	1	4
303	в полной	1	4
304	одну из	1	4
305	а по	5	4
306	для обозначения	2	4
307	в е	1	4
308	говоря уже	2	3
309	в момент	1	3
310	рассказ о	1	3
311	дело с	4	3
312	к числу	2	3
313	пьесы в	2	3
314	на смену	1	3
315	более или	2	3
316	но все	5	3
317	и сам	11	3
318	событий а	1	3
319	там же	1	3
320	их в	3	3
321	чем не	2	3
322	на первый	1	3
323	первый взгляд	1	3
324	с этим	5	3
325	в действительности	1	3
326	вопрос о	2	3
327	входит в	1	3
328	системы персонажей	1	3
329	на рубеже	2	3
330	принадлежащих к	1	3
331	как на	1	3
332	речь о	1	3
333	тут же	8	3
334	о ней	2	3
335	ближе к	3	3
336	и он	5	3
337	и столь	1	3
338	вплоть до	2	3
339	ситуации а	1	3
340	и притом	1	3
341	или не	1	3
342	в которой	6	3
343	на себя	10	3
344	в области	3	3
345	между собой	5	3
346	русский язык	1	3
347	о себе	1	3
348	но как	1	3
349	выступает в	1	3
350	действия в	3	3
351	своего времени	1	3
352	и что	8	3
353	в тех	4	3
354	для человека	2	3
355	не просто	1	3
356	но так	1	3
357	то ни	4	3
358	было бы	7	3
359	не будучи	2	3
360	о его	4	3
361	и от	3	3
362	ней в	2	3
363	в жанре	1	3
364	и по	3	3
365	не случайно	3	3
366	еще одно	2	3
367	них в	1	3
368	принадлежат к	2	3
369	живет в	2	3
370	должна быть	2	3
371	не требует	1	3
372	текста и	1	3
373	себя с	1	3
374	обоих случаях	1	3
375	отношения к	2	3
376	как не	2	3
377	вместе с	16	3
378	перед лицом	2	3
379	не имеет	6	3
380	да и	3	3
381	о котором	1	3
382	всей своей	1	3
383	уже говорилось	1	3
384	и более	1	3
385	своей собственной	1	3
386	идет о	3	3
387	слова и	1	3
388	на основании	3	3
389	в обоих	2	3
390	тем же	3	3
391	как мы	6	3
392	всяком случае	3	3
393	ему в	1	3
394	мог быть	1	3
395	они не	2	3
396	различие между	1	3
397	том числе	2	3
398	уже в	3	3
399	мы не	6	3
400	при встрече	1	3
401	место в	1	3
402	однако не	1	3
403	что ни	7	3
404	а о	2	3
405	текста не	2	3
406	виду что	1	3
407	и без	2	3
408	за которым	1	3
409	все эти	1	3
410	или даже	1	3
411	в греческой	2	3
412	ли не	6	3
413	не столь	1	3
414	сюжетной ситуации	2	3
415	в новом	1	3
416	в каждой	2	3
417	об этом	12	3
418	или менее	2	3
419	в сцене	2	3
420	особенно в	1	3
421	бы это	1	3
422	мере в	1	3
423	не говоря	2	3
424	значение так	1	3
425	он говорит	3	3
426	а его	2	3
427	она не	3	3
428	хотя бы	5	3
429	дело не	2	3
430	когда он	5	3
431	в начале	5	3
432	при всем	5	3
433	в большинстве	1	3
434	с человеком	1	3
435	числе и	2	3
436	к ней	9	3
437	указывает на	1	3
438	жизни и	1	3
439	уже о	2	3
440	для этого	3	3
441	и наконец	1	3
442	что на	1	3
443	котором он	2	3
444	во всем	2	2
445	мы можем	7	2
446	в душе	1	2
447	из сторон	1	2
448	лицу с	1	2
449	с этой	5	2
450	еще более	4	2
451	о них	1	2
452	общим местом	1	2
453	в некоторых	1	2
454	те же	1	2
455	ни столь	1	2
456	нас в	1	2
457	не являются	1	2
458	требует от	4	2
459	то ли	4	2
460	из ее	1	2
461	переходит к	1	2
462	следует понимать	1	2
463	и с	5	2
464	жизнь в	1	2
465	за ним	3	2
466	в построении	4	2
467	представление о	2	2
468	из той	1	2
469	в собственном	1	2
470	приходит в	1	2
471	собой не	1	2
472	речь идет	5	2
473	обращение к	1	2
474	в честь	2	2
475	же автора	2	2
476	отсюда и	1	2
477	в нескольких	1	2
478	для того	9	2
479	с помощью	4	2
480	обращаясь к	1	2
481	к которой	1	2
482	самого начала	5	2
483	точке зрения	1	2
484	то чтобы	1	2
485	человеком и	1	2
486	тех случаях	1	2
487	тем кто	1	2
488	этот человек	2	2
489	том чтобы	4	2
490	все то	1	2
491	поскольку по	1	2
492	в нашем	1	2
493	на него	6	2
494	под названием	3	2
495	для понимания	3	2
496	который в	3	2
497	или из	1	2
