N	3gram	Tiupa_Anal	Freidism
1	с точки зрения	6	15
2	не может быть	17	14
3	по отношению к	9	11
4	в самом деле	3	10
5	в том что	13	9
6	во всяком случае	1	8
7	в то же	9	6
8	то же время	7	6
9	можно сказать что	1	5
10	в свою очередь	1	4
11	во внешнем мире	2	4
12	тем не менее	3	4
13	сам по себе	1	4
14	в зависимости от	1	4
15	в данном случае	3	4
16	в таком случае	5	4
17	не могут быть	2	4
18	в этом отношении	5	4
19	и тот же	2	3
20	отнюдь не является	1	3
21	для того чтобы	3	3
22	о том что	8	3
23	один и тот	1	3
24	в собственном смысле	1	3
25	до сих пор	1	3
26	что же касается	1	3
27	и той же	1	3
28	не в его	1	3
29	далеко не всегда	2	3
30	во всех своих	1	3
31	бы то ни	3	3
32	на этот вопрос	1	3
33	душевной жизни человека	1	3
34	одной и той	1	3
35	но в то	2	3
36	а вовсе не	1	3
37	в конечном счете	5	3
38	нет и не	2	3
39	если бы он	1	3
40	и не может	4	3
41	равно как и	1	2
42	в применении к	1	2
43	он не только	1	2
44	в этом смысле	3	2
45	заключается в том	1	2
46	то или иное	1	2
47	хотя бы и	1	2
48	сказать и о	1	2
49	связь с другими	1	2
50	а с другой	1	2
51	по отношению ко	1	2
52	в таких случаях	1	2
53	по своему содержанию	1	2
54	по меньшей мере	1	2
55	в отличие от	8	2
56	том что он	2	2
57	то ни было	3	2
58	выходит за пределы	1	2
59	к тому что	2	2
60	самом же деле	1	2
61	все что может	1	2
62	на самом же	1	2
63	с одной стороны	6	2
64	то что мы	1	2
65	как раз и	2	2
66	смысл и значение	1	2
67	то же самое	3	2
68	быть не может	3	1
69	в изолированно взятой	1	1
70	в этом случае	4	1
71	в углу комнаты	1	1
72	и те же	2	1
73	собственном смысле слова	1	1
74	но и не	5	1
75	из настоящего в	1	1
76	а как бы	1	1
77	внешнем мире и	1	1
78	того или иного	3	1
79	из того же	1	1
80	как будто бы	1	1
81	не приходится однако	1	1
82	той или иной	8	1
83	но прежде всего	1	1
84	вместе с ним	2	1
85	таком случае это	1	1
86	по аналогии с	1	1
87	не можем мы	1	1
88	а в начале	1	1
89	и даже не	1	1
90	упускать из виду	2	1
91	но не может	1	1
92	и на все	1	1
93	до известной степени	1	1
94	в объекте в	1	1
95	но и в	3	1
96	таким образом интерпретация	1	1
97	только в его	1	1
98	по крайней мере	4	1
99	в данный момент	2	1
100	того что мы	1	1
101	но и его	1	1
102	не следует упускать	1	1
103	имеется в виду	1	1
104	выходят за пределы	1	1
105	имеем в виду	1	1
106	не остается ничего	2	1
107	обратим внимание на	1	1
108	все той же	2	1
109	бы он был	1	1
110	одни и те	2	1
111	одной из своих	1	1
112	во внутренней речи	1	1
113	нуждается в объекте	1	1
114	могут и должны	1	1
115	и на всех	1	1
116	в том же	1	1
117	в этой борьбе	1	1
118	точки зрения которая	1	1
119	в коем случае	2	1
120	влияние на все	1	1
121	в свое время	3	1
122	того и другого	2	1
123	с ним в	1	1
124	на вопрос о	1	1
125	обнаруживает себя в	2	1
126	и то же	2	1
127	и того и	2	1
128	и за пределы	1	1
129	ничего не говорит	1	1
130	части нашей работы	1	1
131	все же не	1	1
132	со всех сторон	1	1
133	возможно только в	1	1
134	друг с другом	2	1
135	как и на	2	1
136	и художественное творчество	1	1
137	те же самые	1	1
138	но и все	1	1
139	не что иное	5	1
140	а между тем	1	1
141	понять в его	1	1
142	и в разных	1	1
143	может и должно	1	1
144	следует упускать из	1	1
145	в такой же	1	1
146	ни в коем	2	1
147	ответ на этот	1	1
148	одно и то	2	1
149	дело только с	1	1
150	внешнего мира с	1	1
151	при этом как	1	1
152	при этом мы	1	1
153	лишь при одном	1	1
154	бытия с его	1	1
155	в сознании или	1	1
156	может быть ничего	1	1
157	смысле этого слова	1	1
158	и таким образом	1	1
159	социальной ситуации в	1	1
160	во всех этих	1	1
161	в глубине души	1	1
162	все эти три	1	1
163	точки зрения в	1	1
164	быть может наиболее	1	1
165	не только не	2	1
166	есть не что	4	1
167	и не могут	1	1
168	как и ее	1	1
169	себя и не	1	1
170	в борьбу с	1	1
171	и тогда когда	2	1
172	не оставляет места	1	1
173	на первый взгляд	1	1
174	и все же	2	1
175	во второй половине	1	1
176	что иное как	6	1
177	отношению ко всем	1	1
178	личности а не	2	1
179	едва ли не	1	1
180	мы имеем в	1	1
181	принимают участие в	1	1
182	или во всяком	1	1
183	из того что	3	1
184	между тем как	2	1
185	все без исключения	1	1
186	оно может быть	1	1
187	это означает что	2	1
188	здесь в сознании	1	1
189	что существенно для	1	1
190	можно было бы	1	1
191	внешней и внутренней	1	1
192	или хотя бы	1	1
193	жизни так как	1	1
194	еще ничего не	1	1
195	в основе своей	2	1
196	коем случае не	2	1
197	среда в которой	1	1
