N	4gram	Propp_Isto	KulturaY
1	и тем не менее	2	7
2	не в том чтобы	1	5
3	не говоря уже о	1	5
4	и т д и	2	4
5	в том случае когда	1	3
6	говоря уже о том	1	3
7	в большей или меньшей	1	3
8	уже о том что	1	3
9	и вместе с тем	2	3
10	в силу того что	1	3
11	есть вместе с тем	1	3
12	по мере того как	4	3
13	в том что он	1	3
14	здесь можно было бы	1	3
15	в тех случаях когда	1	3
16	точно так же как	1	3
17	уже не может быть	1	2
18	еще не может быть	1	2
19	только после того как	1	2
20	но дело не в	1	2
21	не что иное как	3	2
22	один и тот же	2	2
23	речь идет именно о	1	2
24	само по себе не	1	1
25	и т д по	1	1
26	если это так то	2	1
27	что можно было бы	1	1
28	в зависимости от степени	1	1
29	уже с самого начала	2	1
30	но все же и	1	1
31	сводится к тому чтобы	1	1
32	все дело в том	1	1
33	в том что и	1	1
34	не сам по себе	1	1
35	в самое последнее время	1	1
36	и т д вот	1	1
37	дело в том что	2	1
38	и т д мы	1	1
39	в том отношении что	1	1
40	иметь в виду что	1	1
41	т е если бы	1	1
42	с другой стороны в	1	1
43	в то время как	3	1
44	что для того чтобы	1	1
45	в несомненной связи с	1	1
46	на этот вопрос мы	2	1
47	в своей книге о	1	1
48	о том что в	1	1
49	то же самое что	2	1
50	стоит в связи с	1	1
51	его с тем что	1	1
52	и т д а	1	1
53	это отнюдь не означает	1	1
54	то мы увидим что	1	1
55	что речь идет именно	1	1
56	с одной стороны она	1	1
57	бы то ни было	2	1
58	ответ на этот вопрос	1	1
59	во всех этих случаях	1	1
60	приводит к тому что	1	1
61	и т д все	3	1
62	т д все это	1	1
63	какой бы то ни	1	1
64	но если это так	2	1
65	на более или менее	1	1
66	стоит в несомненной связи	1	1
67	и т д но	2	1
68	если бы нам удалось	1	1
69	есть не что иное	2	1
