N	4gram	Vygotskiy_	DiskursI
1	состоит в том что	7	7
2	с одной стороны и	2	5
3	одного и того же	8	4
4	в том что в	2	3
5	не говоря уже о	1	3
6	в том числе и	2	3
7	одно и то же	1	3
8	той мере в какой	2	2
9	в той мере в	3	2
10	в тех случаях когда	1	2
11	одной и той же	3	2
12	бы то ни было	1	2
13	если можно так выразиться	1	2
14	речи подобно тому как	1	1
15	в равной мере и	2	1
16	не что иное как	2	1
17	в том и в	1	1
18	одни и те же	1	1
19	не только по отношению	1	1
20	том и в другом	1	1
21	но в этом случае	2	1
22	данном случае мы имеем	1	1
23	внимание на то что	1	1
24	не в состоянии решить	1	1
25	в такой же мере	3	1
26	интересуют в первую очередь	1	1
27	только в том что	2	1
28	в самых общих чертах	1	1
29	в данном случае не	2	1
30	и в другом случае	2	1
31	заключается в том что	10	1
32	к одному и тому	2	1
33	в данном случае мы	1	1
34	в первую очередь по	1	1
35	в том что он	3	1
36	только по отношению к	1	1
37	мы имеем дело с	1	1
38	но в той мере	1	1
39	одному и тому же	2	1
40	подобно тому как в	3	1
41	и тем более не	1	1
42	есть не что иное	2	1
